item_code,brand_x,brand_y,manufacturer,id,mrp,count
DUP0029,duphalac fiber 200ml,duphalac fiber oral solution 200ml,ABBOTT INDIA LIMITED,182344.0,,1
DUR0107,duracid-o syp,duracid o syrup 170ml,ORGANIC PHARMACEUTICALS PVT LTD,182380.0,,1
EAR0008,ear plugs,ear saf nasal drops 10ml,ABBOTT LABORATORIES,183291.0,,1
EAR0031,earwel neo drops  5ml,earwel ear drop 5ml,LEEFORD HEALTH CARE LTD,183312.0,,1
EAS0001,easy five  0.5ml vaccine,easy six vaccine 0.5ml,PAN-PANCEA-BIOTEC,366086.0,,1
EAS0153,easy six 0.5ml inj,easy six vaccine 0.5ml,PAN-PANCEA-BIOTEC,366086.0,,1
ECT0004,ectil-nv syp,ectil nv syrup 200ml,ACC-ACCRA PAC PVT LTD,183877.0,,1
EFA0001,efaderm 60g cream,efaderm cream 60gm,GALDERMA INDIA PVT LTD,184210.0,,1
EKR0002,ekran aqua gel,ekran aqua gel 50gm,KLM LABORATORIES PVT LTD,184616.0,,1
EKR0008,ekran soft 50gm spf 50+ sunscreen gel,ekran soft spf 50 gel 50gm,KLM LABORATORIES PVT LTD,184618.0,,1
ELB0063,elbron-am syrup 100ml,elbron ls syrup 100ml,ELIVIA LIFE SCIENCES PVT LTD,369042.0,,1
ELE0001,electral 21.80grm sachet,electral powder 21.8gm,FDC LTD,361766.0,,1
ELO0045,elovera-imf 100ml lotion (large),elovera imf lotion 100ml,GLENMARK PHARMACEUTICAL LTD,185385.0,,1
END0004,endoxan n 1g inj,endoxan n 1000mg injection 1,ZYDUS CADILA HEALTHCARE LTD,186603.0,,1
END0432,endor plus drops,endor plus eye drop 5ml,ENTOD PHARMACETICALS LTD,186576.0,,1
END0443,en-dor 5ml eye drops,en strength tablet 10s,ENTOD PHARMACETICALS LTD,186246.0,,1
ENE0017,enerzal sach 50gm [orange],enerzal powder 50gm orange,FDC LTD,363890.0,,1
ENZ0079,enzomac oint,enzomac ointment 5gm,MACLEODS PHARMACEUTICALS LTD,187286.0,,1
EPH0002,ephedrex plus 100ml syp,ephedrex syrup 100ml,ALEMBIC LTD,187413.0,,1
EPH0018,ephrilime forte syp 100ml,ephrilime 7.5 mg/2 mg syrup 100ml,UNION DRUG COMPANY LTD,187417.0,,1
EPI0278,epilyno 50g  lotion,epilyno lotion 50gm,SUN PHARMACEUTICAL INDUSTRIES LTD,187564.0,,1
ERA0101,eract-x 10gm granules,eract x sachet 1,ZYDUS CADILA HEALTHCARE LTD,188026.0,,1
ERO0055,erox-cv 457mg 30ml dry syp,erox cv dry syrup 30ml,MICRO LABS LTD,362217.0,,1
ERY0094,erytop-n gel 15g,erytop n gel 15gm,USV LTD,369210.0,,1
EUK0001,eukroma 20grm cream,eukroma cream 20gm,YOGI PHARMACEUTICALS LTD,190149.0,,1
EUM0003,eumosone-m 15 gms cream,eumosone m cream 15gm,GLAXO SMITHKLINE PHARMACEUTICALS LTD,190183.0,,1
EVE0074,everyday 200g,everyday tablet 10s,NESTLE INDIA LTD,190511.0,,1
EXE0067,execof-d syp 100ml,execof syrup 100ml,KEIMEDS PVT LTD,190772.0,,1
EXT0011,extacef p 30ml liq,extacef ds dry syrup 30ml,BLUE CROSS LABORATORIES PVT LTD,191078.0,,1
EYE0006,eye pads,eye spa eye drop 10ml,MGRM  MEDICARE  LIMITED,363926.0,,1
EYE0149,eye prost 2.5ml eye drops,eye spa eye drop 10ml,X MED MEDISCIENCES PVT LTD,363926.0,,1
EYE0162,eye refresh 10ml eye drops,eye spa eye drop 10ml,ELDER PHARMACEUTICALS LTD,363926.0,,1
EZI0018,ezicas az 7ml/70md nasal spray,ezicas az nasal spray 7ml,INTAS PHARMACEUTICALS LTD,191250.0,,1
FAC0195,face guard30g,face tablet 10s,ABBOTT INDIA LIMITED,191542.0,,1
FAC0216,face guard 30gm spf 50 plus  gel,face one cream 50gm,ABBOTT INDIA LIMITED,191540.0,,1
FAS0026,fash foam 150ml liquid,fash foam 100ml,CURATIO HEALTH CARE PVT LTD,192064.0,,1
FAS0072,fash foam 100ml liquid,fash foam 100ml,CURATIO HEALTH CARE PVT LTD,192064.0,,1
FAS0099,fash x-gel 200gm face wash,fash x  gel 200gm,CURATIO HEALTH CARE PVT LTD,192065.0,,1
FEX0034,fexit b cream,fexit b cream 10gm,ABS REMEDIES,193995.0,,1
FEX0068,fexin-f cream 10g,fexin cream 10gm,OREVA PHARMACEUTICALS LTD,193978.0,,1
FIG0004,figaro oliv oil 100ml,figaro olive oil 100ml,DEOLEO INDIA PRIVATE LIMITED,194301.0,,1
FLE0071,flemiclav kid syp,flemiclav lb kid syrup 30ml,FDC LTD,195234.0,,1
FLE0155,flexbumin 20% 100ml inj,flexbumin 20% infusion 100ml,BAXTER INDIA LTD,195285.0,,1
FLE0300,flexi-board medium 743511 (respicare),flexi syrup 30ml,RES-RESPICARE,195290.0,,1
FLO0027,flomist nasal spray,flomist nasal spray 10ml,CIPLA LTD,195524.0,,1
FLO0173,flonida 1% cream 10g,flonida 1% cream 10gm,MENARINI INDIA LTD,195529.0,,1
FLO0251,flora zn sachets,flora  zn sachet 1gm orange,MANKIND PHARMA PVT LTD,195558.0,,1
FLO0444,florate nasal spray 6mg,florate 0.1% eye drop 5ml,LEVIN LIFESCIENCES PVT LTD,195577.0,,1
FLU0072,flucort skin cream 20g,flucort skin cream 20gm,GLENMARK PHARMACEUTICAL LTD,196033.0,,1
FLU0421,flucold ds 60ml syrup,flucold syrup 60ml,WALLACE PHARMACEUTCALS LTD,196003.0,,1
FLU0477,flutivin nasal spray,flutivin nasal spray 10ml,LEEFORD HEALTH CARE LTD,196512.0,,1
FLU0547,flucold af 15ml drops,flucold af oral drops 15ml,WALLACE PHARMACEUTCALS LTD,195996.0,,1
FLU0705,fluticin-m 10gm oint,fluticin ointment 5gm,ORGANIC PHARMACEUTICALS PVT LTD,196472.0,,1
FML0002,fml - t   5ml drop,fml t eye drop 5ml,ALLERGAN IND PVT LTD,196694.0,,1
FOO0022,foot guard gel 30g,foot guard cream 25gm,TORQUE PHARMACEUTICALS PVT LTD,197195.0,,1
FOR0007,forair 100 respicap 1's,forair 100 respicap 30s,GERMAN REMEDIES LTD,197228.0,,1
FOR0008,forair 250 respicap 1's,forair 250 respicap 30s,GERMAN REMEDIES LTD,197232.0,,1
FOR0023,foristal lan 2.5 mgtab 10's,foristal long 2.5mg tablet 10s,NOVARTIS INDIA LTD,197371.0,,1
FOR0311,formosone forte respicaps,formosone forte respicap 30s,GERMAN REMEDIES LTD,197471.0,,1
FRE0225,freeair nasal spray 120md/ 6g,freeair nasal spray 6gm,ALKEM LABORATORIES LTD,197922.0,,1
FRE0250,freego peg solution 200ml,freego peg oral solution 200ml,ALEMBIC LTD,197960.0,,1
FRE0325,free stop syp 200ml,free tablet 10s,FRISKA NUTRACEUTICALS PVT LTD,197921.0,,1
FRI0032,friends adult diapers xl 10 's,friends easy adult diaper 10 s,NOBLE HEALTHCARE,198116.0,,1
FTE0001,f-tensil 1ml inj,f tensil 25mg injection 1ml,REL-RELIANCE FORMULATION PVT L,191426.0,,1
FUN0020,"fungitop ""f"" gel - 15g",fungitop f gel 15gm,MICRO LABS LTD,198567.0,,1
FUS0035,fuseal h cream 10g,fuseal h cream 5gm,ABBOTT INDIA LIMITED,198747.0,,1
FUZ0001,fuzi-b cream 10g,fuzi b cream 10gm,DEEP CARE HEALTH PVT LTD,198874.0,,1
GAT0025,gatilox  0.3%  5ml  drop,gatilox hs 0.5% eye drop 3ml,SUN PHARMACEUTICAL INDUSTRIES LTD,200037.0,,1
GAT0228,gatilox hs 5mg eye drops 3ml,gatilox hs 0.5% eye drop 3ml,SUN PHARMACEUTICAL INDUSTRIES LTD,200037.0,,1
GCE0010,g-cell powder 400g,g & g pharmacy whey protein powder 500gm,ACURAGLOBE LLP,199010.0,,1
GCE0011,g-cell powder 200g,g & g pharmacy whey protein powder 500gm,ACURAGLOBE LLP,199010.0,,1
GEM0013,gemcal-kit,gemcal  kit 1s,ALKEM LABORATORIES LTD,200449.0,,1
GEM0272,gemtide pf pen device inj,gemtide 250mcg/ml solution for injection 3ml,ALKEM LABORATORIES LTD,200660.0,,1
GEN0183,genoplex l 200ml syp,genoplex l sugar free syrup 200ml,GENO PHARMACEUTICALS LTD,200825.0,,1
GLE0115,glencoff-dx syrup 100ml,glencoff expectorant 100ml,GLENMARK PHARMACEUTICAL LTD,369967.0,,1
GLO0290,glomela 20gr cream,glomela cream 20gm,INTAS PHARMACEUTICALS LTD,203228.0,,1
GLU0007,glucomol - 0.5%-5ml drop,glucomol 0.5% eye drop 5ml,ALLERGAN IND PVT LTD,203486.0,,1
GLU0337,gluci i.v. 10ml inj,gluci injection 10ml,NEON LABORATORIES LTD,203424.0,,1
GLU0405,glustop eye drops,glustop eye drop 5ml,SAPIENT PHARMACEUTICALS LTD,203728.0,,1
GLY0639,glycoflo neb 25mcg/2ml transpules 5's,glycoflo neb 25mcg/2ml transpules 5ml,LUPIN LABORATORIES LTD,370153.0,,1
GON0009,gonal f 450iu/ 0.75ml inj pen,gonal f 450iu injection 0.75ml,MERCK LTD,204874.0,,1
GRA0038,gramocef s 1.5gms inj,gramocef s injection 1,MICRO LABS LTD,205215.0,,1
GRA0055,gramocef o 50mg/30ml syp,gramocef o 50 dry syrup 30ml,MICRO LABS LTD,205211.0,,1
GRA0339,graptor s/f syrup 200ml,graptor 320mg tablet 5s,MEDICINES INDIA PVT LTD,205325.0,,1
GRD0003,grd bix 250gms biscuits,grd bix biscuit 250gm,ZYDUS PHARMA LTD,205392.0,,1
GRI0038,grilinctus-ped-syp-100ml,grilinctus syrup 100ml,FRANCO INDIA PHARMACEUTICALS PVT LTD,205589.0,,1
GRI0082,grilinctus-l 100ml susp,grilinctus l oral suspension 100ml,LABORATORIES GRIFFON PVT LTD,205594.0,,1
GRI0110,grip hair shampoo 150ml,grip hair ad shampoo 150ml,ADONIS LABORATORIES PVT LTD,370208.0,,1
GRO0123,grow iq 200ml smoothie,grow granules 200gm,FRISKA NUTRACEUTICALS PVT LTD,205706.0,,1
GUD0006,gudlax plus 110ml syr,gudlax plus oral suspension 110ml,MANKIND PHARMA PVT LTD,205836.0,,1
GUD0021,gudcef-cv 50mg/30ml dry syrup,gudcef cv dry syrup 30ml,MANKIND PHARMA PVT LTD,205818.0,,1
GUD0085,gudcef-cv 100mg/30ml dry syrup,gudcef cv dry syrup 30ml,LIFESTAR PHARMA PVT LTD,205818.0,,1
GYA0002,gyargin sf sachet orange-lemon 5g,gyargin sugar free sachet 5gm orange lemon,GERMAN REMEDIES LTD,205976.0,,1
GYA0006,gyargin sf sachet orange-lemon 5g ***,gyargin sugar free sachet 5gm orange lemon,GERMAN REMEDIES LTD,205976.0,,1
HAE0054,haem up 200ml syp,haem up liquid 200ml,ZYDUS CADILA HEALTHCARE LTD,206183.0,,1
HAI0023,hairmax forte 60ml lotion,hairmax forte solution 60ml,APPLE LIFE SCIENCES  LTD,206352.0,,1
HAI0070,hairjoy 2% 60ml solution,hairjoy m 2% topical solution 60ml,TORRENT (AZUCA),370249.0,,1
HAI0148,hairsoft-ad 100ml shampoo,hairsoft revitalising shampoo 200ml,LIVIA PHARMACEUTICALS,206360.0,,1
HAL0189,halotop s 30gm cream,halotop cream 30gm,IPCA LABORATORIES PVT LTD,206524.0,,1
HAL0220,halosys-s lotion,halosys s lotion 20ml,SYSTOPIC LABORATORIESS PVT LTD,206516.0,,1
HAL0242,halox f cream 10g,halox f cream 10gm,SUN PHARMACEUTICAL INDUSTRIES LTD,206548.0,,1
HAP0074,happi kidz 75gm strawberry&orange flav gummies 30s,happi kidz sachet 75gm,BRITISH BIOLOGICALS LTD,207121.0,,1
HEA0002,heam-up - 200ml,heam plus capsule 10s,ZYDUS CADILA HEALTHCARE LTD,209010.0,,1
HEA0372,health ok syp,health ok syrup 200ml,MANKIND PHARMA PVT LTD,362041.0,,1
HEP0027,hepa-merz  - 5gm sachets,hepa merz granules 5gm,WIN MEDICARE LTD,209495.0,,1
HEP0377,heptagon s/f suspension 200ml,heptagon oral suspension sugar free 200ml,SUN PHARMA LABORATORIES LTD.,370320.0,,1
HHF0001,hh fudic 10gm cream,hh sone cream 10gm,H&H PHARMACEUTICALS LTD,210436.0,,1
HIM0062,himalaya himcolin gel 30g,himalaya himcolin gel 30gm,THE HIMALAYA DRUG COMPANY-(PHARMA),364442.0,,1
HIM0230,himalaya v-gel 30g,himalaya v gel 30gm,THE HIMALAYA DRUG COMPANY-(WELLNESS),364498.0,,1
HUC0008,hucog  hp inj - 10000 iu,hucog 10000 hp injection 1,BHARAT BIOTECH INTERNATIONAL LTD,211888.0,,1
HUM0013,human  actrapid  40 iu/10ml,human actrapid 40iu/ml solution for injection 10ml,ABBOTT INDIA LIMITED,211963.0,,1
HUM0027,huminsulin 50/50-40iu inj 10ml,huminsulin 50/50 suspension for injection 40iu/ml 10ml,ELI LILLY & COMPANY INDIA LTD,212010.0,,1
HUM0029,huminsulin 30/70-40iu inj 10ml,huminsulin 30/70 solution for injection 40iu/ml 10ml,ELI LILLY & COMPANY INDIA LTD,212007.0,,1
HUM0034,humstard-30/70 10ml,humstard 30/70 injection 40iu/ml 10ml,ZYDUS CADILA HEALTHCARE LTD,212027.0,,1
HUM0097,humog 150 hp iu,humog 150 hp injection 1,BHARAT SERUMS & VACCINES LTD,212019.0,,1
HYA0020,hyalu serum 15ml,hyalu gel 30gm,ETHICARE REMEDIES PVT LTD,212052.0,,1
HYD0011,hydrogen peroxide-100ml,hydrogen peroxide solution 400ml,ACS PHARMA PVT LTD,212175.0,,1
HYP0001,hypersol 6    3gm oin,hypersol ointment 3gm,JAWA PHARAMCEUTICALS PVT LTD,212352.0,,1
HYP0002,hypersol-5% 10ml drops,hypersol eye drop 10ml,JAWA PHARAMCEUTICALS PVT LTD,212351.0,,1
HYP0011,hypersol-6 5 gm oint,hypersol ointment 3gm,JAWA PHARAMCEUTICALS PVT LTD,212352.0,,1
IBU0028,ibukind plus 60ml syr,ibukind plus 100 mg/162.5 mg suspension 60ml,MANKIND PHARMA PVT LTD,212972.0,,1
IMX0007,imxia plus shampoo 150ml,imxia plus shampoo 125ml,KLM LABORATORIES PVT LTD,214066.0,,1
INE0001,i-nem 500mg inj,i nem 500mg/500mg injection 1,GLENMARK PHARMACEUTICAL LTD,212568.0,,1
INS0107,insuman rapid 100iu\3ml cartridges,insuman rapid 100iu/ml solution for injection 3ml,SANOFI AVENTIS INDIA LTD,215458.0,,1
INS0121,insugen 30/70 100iu/ml cartridge 3ml,insugen 30/70 100iu refil cartridge 3ml,BIOCON LTD,215423.0,,1
INS0155,insulatard hm penfill 3ml,insulatard hm 100iu penfill 3ml,ABBOTT INDIA LIMITED,215443.0,,1
INT0269,intiwash liquid soap - 100ml,intiwash liquid 100ml,LIFESTAR PHARMA PVT LTD,215639.0,,1
IOB0001,iobet eye drops - 0.5% - 5ml,iobet eye drop 5ml,FDC LTD,215747.0,,1
IOD0026,iodex ultra gel 30g,iodex ultra gel 30gm,HINDUSTAN UNILEVER LIMITED(HFD),215764.0,,1
IOT0002,iotim 0.5% 5 ml drop,iotim 0.5% eye drop 5ml,FDC LTD,215842.0,,1
IOT0003,iotim plus 5 ml drops,iotim plus eye drop 5ml,FDC LTD,215844.0,,1
IOT0004,iotim 0.5% 5ml  drops,iotim 0.5% eye drop 5ml,FDC LTD,215842.0,,1
IPR0013,iprazest respules,iprazest respules 5,MACLEODS PHARMACEUTICALS LTD,215890.0,,1
IRO0185,irozorb plus suspension 150ml,irozorb suspension 150ml,MACLEODS PHARMACEUTICALS LTD,216060.0,,1
ISO0136,isotine eye drops,isotine eye drop 10ml,AYU-AYURVEDIC,216337.0,,1
ISO0219,isotine plus 10ml eye drops,isotine eye drop 10ml,JAGAT PHARMA,216337.0,,1
ITR0371,itrostred-tf cream 15g,itrostred oc cream 15gm,LEEFORD HEALTH CARE LTD,370700.0,,1
IVI0032,i vit 12 inj,i vit 12 injection 1,TORRENT (AZUCA),217075.0,,1
JPT0002,jp tone inj,jp tone injection 2ml,JAGSONPAL PHARMACEUTICALS LTD,218862.0,,1
JUS0037,justin -aq 1ml inj,justin aq 75mg injection 1ml,NEON LABORATORIES LTD,219097.0,,1
KAB0028,kabipro shake  400 gm power,kabipro shake powder 400gm vanilla,FRESENIUS KABI INDIA PVT LTD,219270.0,,1
KAB0099,kabimmune 66.70g sachet 15g,kabimmune plus sachet 15gm 1,FRESENIUS KABI INDIA PVT LTD,219260.0,,1
KCI0002,k-cit  450ml  oral solu,k cit oral solution 450ml,DR REDDY'S LABORATORIES,220313.0,,1
KCI0005,k-cit syrup 200ml,k zyme syrup 200ml,DR REDDY'S LABORATORIES,219228.0,,1
KEM0016,kemac-d drops 5ml,kemac d eye drop 5ml,SEARCH ORBIS PHARMACEUTICALS PVT LTD,220572.0,,1
KEN0049,kent b gel 50g,kent b gel 50gm,ABBOTT INDIA LIMITED,220657.0,,1
KER0041,keraglo ad shampoo 75ml ***,keraglo   ad anti dandruff shampoo 75ml,IPCA LABORATORIES PVT LTD,220748.0,,1
KER0046,keraglo ad shampoo 75ml,keraglo   ad anti dandruff shampoo 75ml,IPCA LABORATORIES PVT LTD,220748.0,,1
KER0058,kerizole-b 15gm oint,kerizole zp shampoo 75ml,DERMACIA HEALTHCARE LTD,220994.0,,1
KER0103,kerotop anthairfall lotion 100ml,kerotop anti hair fall lotion 100ml,PIL PSYCHOTROPICS INDIA LTD,370884.0,,1
KEY0006,keycal d3 sachet 5grm,keycal tablet 10s,RAVENMAC PHARMA PVT LTD,221436.0,,1
KID0007,kidicare plus syrup 200ml,kidicare plus syrup 200ml orange,MEYER ORGANICS PVT LTD,221990.0,,1
KID0018,kidodent  paste 75gms,kidodent dental gel 75gm,WARREN PHARMACEUTICALS LTD,361841.0,,1
KID0065,kidrich d3 15ml drops,kidrich d3 800 iu/ml drop 15ml,DR REDDY'S LABORATORIES,361811.0,,1
KID0068,kidodent mouthwash 150ml,kidodent mouth wash 150ml bubble fruit,INDOCO REMEDIES LTD,222000.0,,1
KID0071,kidglo bathing bar 75gm,kidglo soap 75gm,GLENMARK PHARMACEUTICAL LTD,221983.0,,1
KIT0056,kitmox-dx drops 10ml,kitmox dx eye drop 10ml,PROVIS HEALTHCARE PVT LTD,222239.0,,1
KMA0001,k-mac syrup 200ml,k zyme syrup 200ml,FOURRTS (INDIA) LABORATORIES PVT LTD,219228.0,,1
KNE0015,knee immobiliser medium (mgrm),knee max tablet 10s,MGRM  MEDICARE  LIMITED,222574.0,,1
KOF0002,kofarest expectorant syrup 100ml,kofarest expectorant 100ml,CENTAUR PHARMACETICALS PVT LTD,222643.0,,1
KOJ0029,kojiglo-gold 20gm skin lightening cream,kojiglo gold cream 20gm,ALKEM LABORATORIES LTD,222736.0,,1
KOJ0036,kojiglo forte 20gm skin lightening cream,kojiglo forte cream 20gm,ALKEM LABORATORIES LTD,370966.0,,1
KTS0002,kt-soft shampoo 60ml,kt cure shampoo 50ml,ELLEDERMA,223178.0,,1
LAC0026,lacoma - t 2.5ml drops,lacoma t eye drop 2.5ml,AJANTA PHARMA LTD,223950.0,,1
LAC0068,lactacyd lotin 100ml,lactacyd feminine hygiene wash 100ml,SANOFI AVENTIS INDIA LTD,224038.0,,1
LAC0080,lacom cv 625mgtab 10's,lacom cv 625 tablet 10s,COMED CHEMICALS PVT LTD,223956.0,,1
LAC0431,lac-wash 100ml daily intimate wash,lac syrup 60ml,BSA PHARMA INC,223882.0,,1
LAC0514,lacne acne spray 50ml,lacne 360 acne treatment 50ml,LA PRISTINE BIOCEUTICALS LTD,371014.0,,1
LAC0537,lactifiber 10g syrup 180ml,lactifiber syrup 180ml,SUN PHARMACEUTICAL INDUSTRIES LTD,371031.0,,1
LAM0105,lamino hepa sachet,lamino hepa sachet 30gm,LA RENON HEALTHCARE PVT LTD,224498.0,,1
LAM0148,lamifin dusting powder 75g,lamifin dusting powder 75gm,CANIXA LIFE SCIENCES PVT LTD,224472.0,,1
LAT0018,latocom eye drops 10ml,latocom cf eye drop 10ml,CIPLA LTD,225024.0,,1
LAV0051,laveta 2.5 syrup 60ml,laveta syrup 60ml,ALEMBIC LTD,371063.0,,1
LEV0062,levolin inhaler 50 mcg,levolin 50mcg inhaler 200mdi,CIPLA LTD,365227.0,,1
LEV0258,levesam sol. 100ml,levesam oral solution 100ml,ABBOTT INDIA LIMITED,226749.0,,1
LEV0866,level-d3 800iu paed drops 30ml,level 500mg tablet 10s,FRISKA NUTRACEUTICALS PVT LTD,226684.0,,1
LIG0012,light eye drop,light cuf syrup 100ml,VAP-VAPI CARE PHARMA PVT.LTD. +,228115.0,,1
LIN0069,lincotus dx 100ml,lincotus dx dry cough formula 100ml,MACLEODS PHARMACEUTICALS LTD,228291.0,,1
LIO0005,lioton -500 gel 10g,lioton 500 gel 10gm,MENARINI INDIA LTD,228495.0,,1
LIQ0005,liquid paraffin 450 ml,liquid parafin 100ml,SIPALI CHEMICALS,228733.0,,1
LIQ0008,liquid paraffin -100ml (sipali),liquid parafin 100ml,PREM PHARMACEUTICALS,228733.0,,1
LIQ0013,liquid paraffin 400ml,liquid parafin 100ml,AGGARWAL CHEMICAL,228733.0,,1
LIV0003,livo luk 200 ml syp,livo syrup 200ml,PAN-PANCEA-BIOTEC,229124.0,,1
LIV0004,livoluk kid syrup 60ml,livoluk kid oral solution 60ml,PAN-PANCEA-BIOTEC,229194.0,,1
LIV0007,livogen adult syrup 200ml ***,livogen adult tonic 200ml,MERCK LTD,229165.0,,1
LIV0521,livogen adult syrup 200ml,livogen adult tonic 200ml,MERCK LTD,229165.0,,1
LIV0529,livogen kids syp 200ml,livogen kids syrup alcohol free 200ml,MERCK LTD,371261.0,,1
LIZ0004,lizoforce i.v  ( inf),lizoforce injection 300ml,MANKIND PHARMA PVT LTD,229396.0,,1
LOG0036,logidruf-s 100ml lotion,logidruf  s solution 100ml,CANIXA LIFE SCIENCES PVT LTD,229745.0,,1
LOO0020,lookbrite 0.1% 20gm cream,lookbrite cream 20gm,TORRENT (AZUCA),230051.0,,1
LOO0036,looz peg 200ml orange flav solution,looz peg oral solution 200ml orange,INTAS PHARMACEUTICALS LTD,230063.0,,1
LOP0018,lopres 05% 5ml eye drops,lopres 0.5% eye drop 5ml,MICRO LABS LTD,230141.0,,1
LOR0269,loract d syp,loract d syrup 60ml,ABL BIOTECHNOLOGIESS PVT LTD,230183.0,,1
LOT0006,lotepred 0.5% 5ml eye drops,lotepred eye drop 5ml,SUN PHARMACEUTICAL INDUSTRIES LTD,230855.0,,1
LOT0025,lotepred ls drops 5ml,lotepred ls eye drop 5ml,SUN PHARMACEUTICAL INDUSTRIES LTD,230856.0,,1
LTR0005,l-trix 20gm crm,l trix cream 20gm,MICRO LABS LTD,231573.0,,1
LUL0016,lulibet 1% 20ml lotion,lulibet lotion 20ml,INTAS PHARMACEUTICALS LTD,231748.0,,1
LUL0218,lulican s cream 15g,lulican s cream 15gm,GLENMARK PHARMACEUTICAL LTD,371373.0,,1
LUP0011,lupride depot 11.25mg inj.,lupride depot 11.25mg injection 1,SUN PHARMACEUTICAL INDUSTRIES LTD,232293.0,,1
LUP0012,lupride depot 3.75mg inj,lupride depot 3.75mg injection 1,SUN PHARMACEUTICAL INDUSTRIES LTD,232292.0,,1
LUP0109,lupride depot 22.50 mg inj,lupride depot 22.5mg injection 1,SUN PHARMACEUTICAL INDUSTRIES LTD,232294.0,,1
LUP0131,lupi hcg 5000iu inj.,lupi hcg 5000 injection 1,LUPIN LABORATORIES LTD,232127.0,,1
LUP0314,lupituss sf 20mg susp 100ml,lupituss sf suspension 100ml,LUPIN LABORATORIES LTD,232250.0,,1
LUP0356,lupizol-zs shampoo 100ml,lupizol zs anti dandruff shampoo 100ml,OM SAI PHARMA,371429.0,,1
LYS0037,lysatone plus 300ml,lysatone plus syrup 300ml,VERITAZ HEALTHCARE LTD,232886.0,,1
MAC0208,macpod cv 50mg dry syrup 30ml,macpod cv 50 powder for oral suspension 30ml,MACLEODS PHARMACEUTICALS LTD,233320.0,,1
MAC0254,macprot sf powder 200g,macprot powder kesar  sf 200gm,MACLEODS PHARMACEUTICALS LTD,371493.0,,1
MAC0276,macbery junior syrup 60ml,macbery syrup 60ml,MACLEODS PHARMACEUTICALS LTD,233206.0,,1
MAC0286,macprot activ powder 200g,macprot activ powder 200gm vanilla,MACLEODS PHARMACEUTICALS LTD,233337.0,,1
MAC0307,macprot-junior powder 200g,macprot junior powder 200gm chocolate,MACLEODS PHARMACEUTICALS LTD,233339.0,,1
MAC0311,macprot kesar powder 200g,macprot powder 200gm kesar,MACLEODS PHARMACEUTICALS LTD,233340.0,,1
MAC0359,macbery pd 60ml strwberry flav expt,macbery pd expectorant 60ml strawberry,MACLEODS PHARMACEUTICALS LTD,233203.0,,1
MAG0082,magnex forte 1.5gm inj,magnex forte 1.5gm injection 1,PFIZER LTD,233716.0,,1
MAG0083,magnex forte 3gm inj,magnex forte 3gm injection 1,PFIZER LTD,233717.0,,1
MAM0128,mamaearth massage oil for babies 0-5yrs 100ml,mamaearth soothing massage oil for babies 100ml,HONASA CONSUMER PVT. LTD.,234657.0,,1
MAN0005,mannitol  20% 100ml  (baxter),mannitol 20% infusion 100ml,BAXTER INDIA LTD,365339.0,,1
MAN0009,mannitol 20% 100ml (core claris),mannitol 20% infusion 100ml,CORE CLARIS LIFESCIENCES LTD,365339.0,,1
MAN0384,mancrez-dha 200gm choco flav s/f powder,mancrez soft gelatin capsule 10s,CRMS PHARMACEUTICALS PVT LTD,234749.0,,1
MAX0045,maxtra p 60ml liq,maxtra p syrup 60ml,ZUVENTUS HEALTHCARE LTD,235774.0,,1
MAX0172,maxoza  l  5gm sachet,maxoza l powder 5gm,SUN PHARMACEUTICAL INDUSTRIES LTD,235744.0,,1
MAX0485,max iq3 200ml syp,max edil syrup 200ml,INSCON PHARMACAEUTICALS,235365.0,,1
MAX0640,maxrich e cream 100g,maxrich e cream 100gm,GLENMARK PHARMACEUTICAL LTD,371584.0,,1
MAX0644,maxrich intensive moist lotion 150g,maxrich intensive moisturizing lotion 150gm,GLENMARK PHARMACEUTICAL LTD,371586.0,,1
MDT0003,md-tone 200ml syp,md cal syrup 200ml,MDC PHARMACEUTICALS PVT LTD,236054.0,,1
ME10001,me 12 500mcg inj ***,me 12 injection 1ml,SYSTOPIC LABORATORIESS PVT LTD,236082.0,,1
ME10003,me 12 500mcg inj,me 12 injection 1ml,SYSTOPIC LABORATORIESS PVT LTD,236082.0,,1
MEC0126,mecobal - od,mecobal od sub lingual tablet 10s,RAPROSS PHARMACEUTICALS PVT LTD,361799.0,,1
MEC0172,mecomore od 1500mg,mecomore od tablet 10s,MOREPEN LABORATORIES LTD,236359.0,,1
MEC0446,meconerv forte 2ml inj,meconerv forte injection 1,MICRO LABS LTD,236379.0,,1
MED0469,medler plus 60ml susp,medler plus suspension 60ml orange,COMED CHEMICALS PVT LTD,236924.0,,1
MED0897,mederma intense gel 10g,mederma intense gel 10gm,WIN MEDICARE LTD,236578.0,,1
MED1008,medaceous hydrating gel 100g,medaceous hydrating gel 100gm,MEDISTE PHARMACEUTICALS PVT LTD,236509.0,,1
MEF0015,meftal -spas-30ml syp,meftal spas suspension 30ml,BLUE CROSS LABORATORIES PVT LTD,237433.0,,1
MEG0149,mega d3 inj,mega pred injection 2ml,ACCARDION PHARMA LTD,237481.0,,1
MEG0223,meglow fairness cream 50g,meglow cream 30gm,LEEFORD HEALTH CARE LTD,237901.0,,1
MEG0324,meglow woman cream 30g,meglow cream 30gm,LEEFORD HEALTH CARE LTD,237901.0,,1
