item_code,brand_x,Master Catalogue name,medicine_type_x,exp_sku_brand,mod_brand,count_tab,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,id,brand_y,medicine_type_y,sku_brand,new_brand,new_brand2,cosine,max_cosine,quantity_x,quantity_y,quantity_flag,mod_brand2,uom_flag,uom_x,uom_y,strength_flag,strength_x,strength_y,salt_flag,pack,manufacturer,catg,subcatg,mrp,count,mod_cosine
33593,monocef o dt tab 100mg 10s,,tablet,monocef o,monocef o 100 10s,1.0,monocef,monocef,monocef,371990.0,monocef o 100 dt tablet 10s,tablet,monocef,monocef o 100 10s,monocef o 100 tablet 10s,,,,,,monocef o tablet 100mg 10s,,,,,,,0,10s,Aristo Pharmaceuticals Pvt Ltd,,,150,1,
33595,briv plus tab 50mg 10s,,tablet,briv plus,briv plus 50 10s,1.0,briv,briv,briv,367394.0,briv + 50mg tablet 10s,tablet,briv,briv plus 50 10s,briv plus 50mg tablet 10s,,,,,,briv plus tablet 50mg 10s,,,,,,,1,10s,Intas Pharmaceuticals Ltd,,,154,1,
33597,sitazit tab 100mg 10s,,tablet,sitazit,sitazit 100 10s,1.0,sitazit,sitazit,sitazit,377331.0,sitazit 100mg tablet 10s,tablet,sitazit,sitazit 100 10s,sitazit 100mg tablet 10s,,,,,,sitazit tablet 100mg 10s,,,,,,,0,10s,Glenmark Pharmaceuticals Ltd,,,145,1,
33620,beniduce tab 8mg 10s,,tablet,beniduce,beniduce 8 10s,1.0,beniduce,beniduce,beniduce,124883.0,beniduce 8mg tablet 10s,tablet,beniduce,beniduce 8 10s,beniduce 8mg tablet 10s,,,,,,beniduce tablet 8mg 10s,,,,,,,0,10s,Macleods Pharmaceuticals Pvt Ltd,,,71.3,1,
33621,lamrest tab 5mg 15s,,tablet,lamrest,lamrest 5 15s,1.0,lamrest,lamrest,lamrest,371053.0,lamrest 5 tablet 15s,tablet,lamrest,lamrest 5 15s,lamrest 5 tablet 15s,,,,,,lamrest tablet 5mg 15s,,,,,,,0,15s,Tas Med India Pvt Ltd,,,159.72,1,
33628,ondet 4 tab 10s,,tablet,ondet,ondet 4 10s,1.0,ondet,ondet,ondet,264239.0,ondet 4mg tablet md 10s,tablet,ondet,ondet 4 10s,ondet 4mg tablet 10s,,,,,,ondet 4 tablet 10s,,,,,,,0,10s,Intas Pharmaceuticals Ltd,,,46.58,1,
33632,cetrizine 10 tab 10s,,tablet,cetrizine,cetrizine 10 10s,1.0,cetrizine,cetrizine,cetrizine,150534.0,cetrizine 10 mg tablet 10s,tablet,cetrizine,cetrizine 10 10s,cetrizine 10mg tablet 10s,,,,,,cetrizine 10 tablet 10s,,,,,,,0,10s,Mediste Pharmaceuticals Pvt Ltd,,,20,1,
33634,fexoultra 120 tab 10s,,tablet,fexoultra,fexoultra 120 10s,1.0,fexoultra,fexoultra,fexoultra,385441.0,fexoultra 120mg tablet 10s,tablet,fexoultra,fexoultra 120 10s,fexoultra 120mg tablet 10s,,,,,,fexoultra 120 tablet 10s,,,,,,,0,10s,Dr Morepen Labs Ltd,,,176,1,
33643,calcitas d tab 15s,,tablet,calcitas d,calcitas d 15s,1.0,calcitas,calcitas,calcitas,143950.0,calcitas d tablet 15s,tablet,calcitas,calcitas d 15s,calcitas d tablet 15s,,,,,,calcitas d tablet 15s,,,,,,,0,15s,Intas Pharmaceuticals Ltd,,,97,1,
33652,dulax tab 10s,,tablet,dulax,dulax 10s,1.0,dulax,dulax,dulax,368924.0,dulax tablet 10s,tablet,dulax,dulax 10s,dulax tablet 10s,,,,,,dulax tablet 10s,,,,,,,0,10s,SEARLE,,,11.2,1,
33668,apresol plus tab 10s,,tablet,apresol plus,apresol plus 10s,1.0,apresol,apresol,apresol,114185.0,apresol plus tablet 10s,tablet,apresol,apresol plus 10s,apresol plus tablet 10s,,,,,,apresol plus tablet 10s,,,,,,,0,10s,ORDAIN HEALTH CARE PVT LTD,,,92.33,1,
33669,valparin alkalets tab 200mg 15s,,tablet,valparin alkalets,valparin alkalets 200 15s,1.0,valparin,valparin,valparin,380794.0,valparin alkalets 200mg tablet 15s,tablet,valparin,valparin alkalets 200 15s,valparin alkalets 200mg tablet 15s,,,,,,valparin alkalets tablet 200mg 15s,,,,,,,0,15s,Sanofi India Limited,,,57.45,1,
33670,sgltd m tab 5/500mg 10s,,tablet,sgltd m,sgltd m 5/500 10s,1.0,sgltd,sgltd,sgltd,385803.0,sgltd m 5mg/500mg tablet 10s,tablet,sgltd,sgltd m 5/500 10s,sgltd m 5mg/500mg tablet 10s,,,,,,sgltd m tablet 5/500mg 10s,,,,,,,0,10s,Mankind Pharma Ltd,,,70,1,
33672,lorinol tab 10mg 15s,,tablet,lorinol,lorinol 10 15s,1.0,lorinol,lorinol,lorinol,377108.0,lorinol 10mg tablet 15s,tablet,lorinol,lorinol 10 15s,lorinol 10mg tablet 15s,,,,,,lorinol tablet 10mg 15s,,,,,,,0,15s,Micro Labs Ltd,,,138,1,
33676,biselect tab 10mg 10s,,tablet,biselect,biselect 10 10s,1.0,biselect,biselect,biselect,128216.0,biselect 10 tablet 10s,tablet,biselect,biselect 10 10s,biselect 10 tablet 10s,,,,,,biselect tablet 10mg 10s,,,,,,,0,10s,Intas Pharmaceuticals Ltd,,,80,1,
33691,t cal max tab 10s,,tablet,t cal max,t cal max 10s,1.0,t cal,t,t,322466.0,t cal max tablet 10s,tablet,t,t cal max 10s,t cal max tablet 10s,,,,,,t cal max tablet 10s,,,,,,,0,10s,RAYON MEDICARE PVT LTD,,,210,1,
33693,ignalis tab 50mg 10s,,tablet,ignalis,ignalis 50 10s,1.0,ignalis,ignalis,ignalis,377282.0,ignalis 50mg tablet 10s,tablet,ignalis,ignalis 50 10s,ignalis 50mg tablet 10s,,,,,,ignalis tablet 50mg 10s,,,,,,,0,10s,Intas Pharmaceuticals Ltd,,,90,1,
33695,dapaglyn s tab 10/100mg 10s,,tablet,dapaglyn s,dapaglyn s 10/100 10s,1.0,dapaglyn,dapaglyn,dapaglyn,377487.0,dapaglyn s 10mg/100mg tablet 10s,tablet,dapaglyn,dapaglyn s 10/100 10s,dapaglyn s 10mg/100mg tablet 10s,,,,,,dapaglyn s tablet 10/100mg 10s,,,,,,,0,10s,Zydus Healthcare Ltd,,,210,1,
33696,abiways tab 15s,,tablet,abiways,abiways 15s,1.0,abiways,abiways,abiways,380076.0,abiways tablet 15s,tablet,abiways,abiways 15s,abiways tablet 15s,,,,,,abiways tablet 15s,,,,,,,0,15s,Mankind Pharma Ltd,,,251.25,1,
33698,dapanorm trio tab 10s,,tablet,dapanorm trio,dapanorm trio 10s,1.0,dapanorm,dapanorm,dapanorm,377761.0,dapanorm trio tablet 10s,tablet,dapanorm,dapanorm trio 10s,dapanorm trio tablet 10s,,,,,,dapanorm trio tablet 10s,,,,,,,0,10s,Alkem Laboratories Ltd,,,197,1,
33702,amlovas m tab 5/25mg 10s,,tablet,amlovas m,aovas m 5/25 10s,1.0,amlovas,amlovas,amlovas,111505.0,amlovas m 5/25 tablet er 10s,tablet,amlovas,aovas m 5/25 10s,amlovas m 5/25 tablet 10s,,,,,,amlovas m tablet 5/25mg 10s,,,,,,,0,10s,Macleods Pharmaceuticals Pvt Ltd,,,103,1,
33727,neksium tab 20mg 15s,,tablet,neksium,neksium 20 15s,1.0,neksium,neksium,neksium,385318.0,neksium 20mg tablet 15s,tablet,neksium,neksium 20 15s,neksium 20mg tablet 15s,,,,,,neksium tablet 20mg 15s,,,,,,,0,15s,Astra Zeneca,,,132.02,1,
33733,sinbroside tab 10s,,tablet,sinbroside,sinbroside 10s,1.0,sinbroside,sinbroside,sinbroside,379892.0,sinbroside tablet 10s,tablet,sinbroside,sinbroside 10s,sinbroside tablet 10s,,,,,,sinbroside tablet 10s,,,,,,,0,10s,VIENTO HEALTH CARE,,,200,1,
33735,aceclo mr tab 10s,,tablet,aceclo,aceclo 10s,1.0,aceclo,aceclo,aceclo,101591.0,aceclo mr tablet 10s,tablet,aceclo,aceclo 10s,aceclo tablet 10s,,,,,,aceclo tablet 10s,,,,,,,0,10s,Aristo Pharmaceuticals Pvt Ltd,,,88.65,1,
33737,mycofit s tab 360mg 10s,,tablet,mycofit s,mycofit s 360 10s,1.0,mycofit,mycofit,mycofit,246898.0,mycofit s 360 tablet 10s,tablet,mycofit,mycofit s 360 10s,mycofit s 360 tablet 10s,,,,,,mycofit s tablet 360mg 10s,,,,,,,0,10s,Intas Pharmaceuticals Ltd,,,1330,1,
33748,logihair women tab 10s,,tablet,logihair women,logihair women 10s,1.0,logihair,logihair,logihair,381523.0,logihair women tablet 10s,tablet,logihair,logihair women 10s,logihair women tablet 10s,,,,,,logihair women tablet 10s,,,,,,,0,10s,Canixa Life Sciences Pvt,,,225,1,
33749,cilacar tm tab 50mg 10s,,tablet,cilacar tm,cilacar tm 50 10s,1.0,cilacar,cilacar,cilacar,377723.0,cilacar tm 50mg tablet er 10s,tablet,cilacar,cilacar tm 50 10s,cilacar tm 50mg tablet 10s,,,,,,cilacar tm tablet 50mg 10s,,,,,,,0,10s,J B Chemicals and Pharmaceuticals Ltd,,,145.04,1,
33753,rosycap tab 5mg 15s,,tablet,rosycap,rosycap 5 15s,1.0,rosycap,rosycap,rosycap,379303.0,rosycap 5mg tablet 15s,tablet,rosycap,rosycap 5 15s,rosycap 5mg tablet 15s,,,,,,rosycap tablet 5mg 15s,,,,,,,0,15s,Akumentis Healthcare Ltd,,,91.5,1,
33759,alersin total tab 10s,,tablet,alersin total,alersin total 10s,1.0,alersin,alersin,alersin,107763.0,alersin total tablet sr 10s,tablet,alersin,alersin total 10s,alersin total tablet 10s,,,,,,alersin total tablet 10s,,,,,,,0,10s,VESTAL LIFESCIENCES (P) LTD.,,,165,1,
33761,bisopharm tab 2.5mg 10s,,tablet,bisopharm,bisopharm 2.5 10s,1.0,bisopharm,bisopharm,bisopharm,383111.0,bisopharm 2.5mg tablet 10s,tablet,bisopharm,bisopharm 2.5 10s,bisopharm 2.5mg tablet 10s,,,,,,bisopharm tablet 2.5mg 10s,,,,,,,0,10s,Eris Lifesciences Ltd,,,59,1,
33762,bisopharm tab 5mg 10s,,tablet,bisopharm,bisopharm 5 10s,1.0,bisopharm,bisopharm,bisopharm,383110.0,bisopharm 5mg tablet 10s,tablet,bisopharm,bisopharm 5 10s,bisopharm 5mg tablet 10s,,,,,,bisopharm tablet 5mg 10s,,,,,,,0,10s,Eris Lifesciences Pvt Ltd,,,106,1,
33805,levtock tab 500mg 10s,,tablet,levtock,levtock 500 10s,1.0,levtock,levtock,levtock,379325.0,levtock 500 tablet 10s,tablet,levtock,levtock 500 10s,levtock 500 tablet 10s,,,,,,levtock tablet 500mg 10s,,,,,,,0,10s,Kuresys Labs,,,129,1,
33808,cartisafe forte tab 10s,,tablet,cartisafe forte,cartisafe forte 10s,1.0,cartisafe,cartisafe,cartisafe,146051.0,cartisafe forte tablet 10s,tablet,cartisafe,cartisafe forte 10s,cartisafe forte tablet 10s,,,,,,cartisafe forte tablet 10s,,,,,,,0,10s,Jenburkt Pharma,,,143.75,1,
33809,viropil tab 30s,,tablet,viropil,viropil 30s,1.0,viropil,viropil,viropil,338374.0,viropil tablet 30s,tablet,viropil,viropil 30s,viropil tablet 30s,,,,,,viropil tablet 30s,,,,,,,0,30s,Emcure Pharmaceuticals Ltd,,,4121,1,
33813,uvox cr tab 100mg 10s,,tablet,uvox,uvox 100 10s,1.0,uvox,uvox,uvox,334709.0,uvox cr 100mg tablet 10s,tablet,uvox,uvox 100 10s,uvox 100mg tablet 10s,,,,,,uvox tablet 100mg 10s,,,,,,,0,10s,ABBOTT HEALTHCARE PRIVATE LIMITED,,,412.19,1,
33818,tapal tab 100mg 10s,,tablet,tapal,tapal 100 10s,1.0,tapal,tapal,tapal,321770.0,tapal er 100 tablet 10s,tablet,tapal,tapal 100 10s,tapal 100 tablet 10s,,,,,,tapal tablet 100mg 10s,,,,,,,0,10s,MSN Laboratories,,,228.64,1,
33820,newbona active tab 15s,,tablet,newbona active,newbona active 15s,1.0,newbona,newbona,newbona,377061.0,newbona active tablet 15s,tablet,newbona,newbona active 15s,newbona active tablet 15s,,,,,,newbona active tablet 15s,,,,,,,0,15s,Akumentis Healthcare Ltd,,,395,1,
33821,met xl am tab 25/2.5mg 20s,,tablet,met am,met am 25/2.5 20s,1.0,met,met,met,371759.0,met xl am 25/2.5 tablet 20s,tablet,met,met am 25/2.5 20s,met am 25/2.5 tablet 20s,,,,,,met am tablet 25/2.5mg 20s,,,,,,,0,20s,Ajanta Pharma Ltd,,,177,1,
33828,flemiclav tab 625mg 10s,,tablet,flemiclav,flemiclav 625 10s,1.0,flemiclav,flemiclav,flemiclav,195224.0,flemiclav 625 tablet 10s,tablet,flemiclav,flemiclav 625 10s,flemiclav 625 tablet 10s,,,,,,flemiclav tablet 625mg 10s,,,,,,,0,10s,FDC Ltd,,,150.25,1,
33830,sitaxa dm tab 10/100/1000mg 10s,,tablet,sitaxa dm,sitaxa dm 10/100/1000 10s,1.0,sitaxa,sitaxa,sitaxa,383122.0,sitaxa dm 10mg/100mg/1000mg tablet 10s,tablet,sitaxa,sitaxa dm 10/100/1000 10s,sitaxa dm 10mg/100mg/1000mg tablet 10s,,,,,,sitaxa dm tablet 10/100/1000mg 10s,,,,,,,0,10s,Torrent Pharmaceuticals Ltd,,,230,1,
33846,feboxa tab 40mg 10s,,tablet,feboxa,feboxa 40 10s,1.0,feboxa,feboxa,feboxa,192419.0,feboxa 40 tablet 10s,tablet,feboxa,feboxa 40 10s,feboxa 40 tablet 10s,,,,,,feboxa tablet 40mg 10s,,,,,,,0,10s,Ranbaxy,,,142.5,1,
33849,gkn plus tab 10s,,tablet,gkn plus,gkn plus 10s,1.0,gkn,gkn,gkn,369945.0,gkn plus tablet 10s,tablet,gkn,gkn plus 10s,gkn plus tablet 10s,,,,,,gkn plus tablet 10s,,,,,,,0,10s,VIENTO HEALTH CARE,,,240,1,
33852,avonit tab 100mg 10s,,tablet,avonit,avonit 100 10s,1.0,avonit,avonit,avonit,379247.0,avonit 100 tablet 10s,tablet,avonit,avonit 100 10s,avonit 100 tablet 10s,,,,,,avonit tablet 100mg 10s,,,,,,,0,10s,AVROHN PHARMA I LIMITED,,,155,1,
33858,bilamont tab 10s,,tablet,bilamont,bilamont 10s,1.0,bilamont,bilamont,bilamont,378632.0,bilamont tablet 10s,tablet,bilamont,bilamont 10s,bilamont tablet 10s,,,,,,bilamont tablet 10s,,,,,,,0,10s,Aristo Pharmaceuticals Pvt Ltd,,,90,1,
33859,ferospring m tab 10s,,tablet,ferospring m,ferospring m 10s,1.0,ferospring,ferospring,ferospring,378769.0,ferospring m tablet 10s,tablet,ferospring,ferospring m 10s,ferospring m tablet 10s,,,,,,ferospring m tablet 10s,,,,,,,0,10s,OXIRICH HEALTHCARE PVT LTD,,,155,1,
33865,sobisis ec tab 500mg 10s,,tablet,sobisis ec,sobisis ec 500 10s,1.0,sobisis,sobisis,sobisis,374593.0,sobisis ec 500 tablet 10s,tablet,sobisis,sobisis ec 500 10s,sobisis ec 500 tablet 10s,,,,,,sobisis ec tablet 500mg 10s,,,,,,,0,10s,La Renon Healthcare Pvt Ltd,,,41,1,
33867,osify tab 10s,,tablet,osify,osify 10s,1.0,osify,osify,osify,372956.0,osify tablet 10s,tablet,osify,osify 10s,osify tablet 10s,,,,,,osify tablet 10s,,,,,,,0,10s,OSREN HEALTHCARE PVT.LTD.,,,640,1,
33868,xifarix tab 400mg 10s,,tablet,xifarix,xifarix 400 10s,1.0,xifarix,xifarix,xifarix,379207.0,xifarix 400 tablet 10s,tablet,xifarix,xifarix 400 10s,xifarix 400 tablet 10s,,,,,,xifarix tablet 400mg 10s,,,,,,,0,10s,SINSAN PHARMACEUTICALS,,,352,1,
33870,jubiglim m tab 1mg 15s,,tablet,jubiglim m,jubiglim m 1 15s,1.0,jubiglim,jubiglim,jubiglim,380711.0,jubiglim m 1mg tablet pr 15s,tablet,jubiglim,jubiglim m 1 15s,jubiglim m 1mg tablet 15s,,,,,,jubiglim m tablet 1mg 15s,,,,,,,0,15s,JUBILANT LIFE SCIENCE,,,77.55,1,
33871,retoz neo tab 60mg 10s,,tablet,retoz neo,retoz neo 60 10s,1.0,retoz,retoz,retoz,377477.0,retoz neo 60mg tablet 10s,tablet,retoz,retoz neo 60 10s,retoz neo 60mg tablet 10s,,,,,,retoz neo tablet 60mg 10s,,,,,,,0,10s,Dr Reddy's Laboratories Ltd,,,128.25,1,
33891,retoz neo tab 120mg 10s,,tablet,retoz neo,retoz neo 120 10s,1.0,retoz,retoz,retoz,377478.0,retoz neo 120mg tablet 10s,tablet,retoz,retoz neo 120 10s,retoz neo 120mg tablet 10s,,,,,,retoz neo tablet 120mg 10s,,,,,,,0,10s,Dr Reddy's Laboratories Ltd,,,205.3,1,
33892,sitaglyn tab 50mg 10s,,tablet,sitaglyn,sitaglyn 50 10s,1.0,sitaglyn,sitaglyn,sitaglyn,377309.0,sitaglyn 50mg tablet 10s,tablet,sitaglyn,sitaglyn 50 10s,sitaglyn 50mg tablet 10s,,,,,,sitaglyn tablet 50mg 10s,,,,,,,0,10s,Zydus Healthcare Ltd,,,99,1,
33893,avanair tab 200mg 4s,,tablet,avanair,avanair 200 4s,1.0,avanair,avanair,avanair,380332.0,avanair 200mg tablet 4s,tablet,avanair,avanair 200 4s,avanair 200mg tablet 4s,,,,,,avanair tablet 200mg 4s,,,,,,,0,4s,Cipla Ltd,,,320,1,
33894,clinsodent tab 4s,,tablet,clinsodent,clinsodent 4s,1.0,clinsodent,clinsodent,clinsodent,154551.0,clinsodent tablet 4s,tablet,clinsodent,clinsodent 4s,clinsodent tablet 4s,,,,,,clinsodent tablet 4s,,,,,,,0,4s,Ipca Laboratories Ltd,,,14,1,
33895,cilaheart tab 10mg 15s,,tablet,cilaheart,cilaheart 10 15s,1.0,cilaheart,cilaheart,cilaheart,385802.0,cilaheart 10mg tablet 15s,tablet,cilaheart,cilaheart 10 15s,cilaheart 10mg tablet 15s,,,,,,cilaheart tablet 10mg 15s,,,,,,,0,15s,Mankind Pharma Ltd,,,139.53,1,
33896,sgltd m tab 10/500mg 10s,,tablet,sgltd m,sgltd m 10/500 10s,1.0,sgltd,sgltd,sgltd,380112.0,sgltd-m 10mg/500mg tablet 10s,tablet,sgltd,sgltd m 10/500 10s,sgltd m 10mg/500mg tablet 10s,,,,,,sgltd m tablet 10/500mg 10s,,,,,,,1,10s,Mankind Pharma Ltd,,,109.53,1,
33913,sitaclass m tab 50/500mg 10s,,tablet,sitaclass m,sitaclass m 50/500 10s,1.0,sitaclass,sitaclass,sitaclass,377588.0,sitaclass m 50mg/500mg tablet 10s,tablet,sitaclass,sitaclass m 50/500 10s,sitaclass m 50mg/500mg tablet 10s,,,,,,sitaclass m tablet 50/500mg 10s,,,,,,,0,10s,Macleods Pharmaceuticals Pvt Ltd,,,106,1,
33916,lamez od tab 50mg 10s,,tablet,lamez od,lamez od 50 10s,1.0,lamez,lamez,lamez,224427.0,lamez od 50 tablet sr 10s,tablet,lamez,lamez od 50 10s,lamez od 50 tablet 10s,,,,,,lamez od tablet 50mg 10s,,,,,,,0,10s,Intas Pharmaceuticals Ltd,,,164,1,
33919,aldosmin tab 1000mg 10s,,tablet,aldosmin,aldosmin 1000 10s,1.0,aldosmin,aldosmin,aldosmin,366424.0,aldosmin 1000mg tablet 10s,tablet,aldosmin,aldosmin 1000 10s,aldosmin 1000mg tablet 10s,,,,,,aldosmin tablet 1000mg 10s,,,,,,,0,10s,Sun Pharmaceutical Industries Ltd,,,238,1,
33920,glura m xr tab 50/1000mg 15s,,tablet,glura m,glura m 50/1000 15s,1.0,glura,glura,glura,377288.0,glura m xr 50mg/1000mg tablet 15s,tablet,glura,glura m 50/1000 15s,glura m 50mg/1000mg tablet 15s,,,,,,glura m tablet 50/1000mg 15s,,,,,,,0,15s,Eris Lifesciences Ltd,,,180,1,
33924,sitaday tab 100mg 15s,,tablet,sitaday,sitaday 100 15s,1.0,sitaday,sitaday,sitaday,380100.0,sitaday 100mg tablet 15s,tablet,sitaday,sitaday 100 15s,sitaday 100mg tablet 15s,,,,,,sitaday tablet 100mg 15s,,,,,,,0,15s,Mankind Pharma Ltd,,,208.5,1,
33925,sitanorm m tab 50/500mg 15s,,tablet,sitanorm m,sitanorm m 50/500 15s,1.0,sitanorm,sitanorm,sitanorm,377354.0,sitanorm m 50mg/500mg tablet 15s,tablet,sitanorm,sitanorm m 50/500 15s,sitanorm m 50mg/500mg tablet 15s,,,,,,sitanorm m tablet 50/500mg 15s,,,,,,,0,15s,Micro Labs Ltd,,,149,1,
33935,ovador 3m tab 10s,,tablet,ovador 3m,ovador 3m 10s,1.0,ovador,ovador,ovador,379917.0,ovador 3m tablet 10s,tablet,ovador,ovador 3m 10s,ovador 3m tablet 10s,,,,,,ovador 3m tablet 10s,,,,,,,0,10s,Curador Healthcare Pvt Ltd,,,250,1,
33937,dapaglyn sm tab 100/500mg 10s,,tablet,dapaglyn sm,dapaglyn sm 100/500 10s,1.0,dapaglyn,dapaglyn,dapaglyn,382805.0,dapaglyn sm 100/500 tablet 10s,tablet,dapaglyn,dapaglyn sm 100/500 10s,dapaglyn sm 100/500 tablet 10s,,,,,,dapaglyn sm tablet 100/500mg 10s,,,,,,,0,10s,Zydus Healthcare Ltd,,,230,1,
33943,reclide mr tab 60mg 15s,,tablet,reclide,reclide 60 15s,1.0,reclide,reclide,reclide,373851.0,reclide  xr 60 tablet 15s,tablet,reclide,reclide 60 15s,reclide 60 tablet 15s,,,,,,reclide tablet 60mg 15s,,,,,,,0,15s,Dr Reddy's Laboratories Ltd,,,202.75,1,
33951,jubira tab 10mg 15s,,tablet,jubira,jubira 10 15s,1.0,jubira,jubira,jubira,382404.0,jubira 10mg tablet 15s,tablet,jubira,jubira 10 15s,jubira 10mg tablet 15s,,,,,,jubira tablet 10mg 15s,,,,,,,0,15s,JUBILANT LIFE SCIENCE,,,222.75,1,
33954,dothip tab 25mg 15s,,tablet,dothip,dothip 25 15s,1.0,dothip,dothip,dothip,378575.0,dothip 25mg tablet 15s,tablet,dothip,dothip 25 15s,dothip 25mg tablet 15s,,,,,,dothip tablet 25mg 15s,,,,,,,0,15s,Micro Labs Ltd,,,86.7,1,
33955,coralan od tab 10mg 10s,,tablet,coralan od,coralan od 10 10s,1.0,coralan,coralan,coralan,378277.0,coralan od 10mg tablet 10s,tablet,coralan,coralan od 10 10s,coralan od 10mg tablet 10s,,,,,,coralan od tablet 10mg 10s,,,,,,,0,10s,Serdia Pharmaceuticals India Pvt Ltd,,,290,1,
33960,clinterol tab 15s,,tablet,clinterol,clinterol 15s,1.0,clinterol,clinterol,clinterol,385535.0,clinterol tablet 15s,tablet,clinterol,clinterol 15s,clinterol tablet 15s,,,,,,clinterol tablet 15s,,,,,,,0,15s,LEBONE HEALTHCARE PVT LTD,,,15s,1,
33962,cadyra max tab 10s,,tablet,cadyra max,cadyra max 10s,1.0,cadyra,cadyra,cadyra,382064.0,cadyra max tablet 10s,tablet,cadyra,cadyra max 10s,cadyra max tablet 10s,,,,,,cadyra max tablet 10s,,,,,,,0,10s,KAYRA INNOPHARM,,,298,1,
33967,lethyrox tab 50mg 100s,,tablet,lethyrox,lethyrox 50 100s,1.0,lethyrox,lethyrox,lethyrox,226499.0,lethyrox 50 tablet 100s,tablet,lethyrox,lethyrox 50 100s,lethyrox 50 tablet 100s,,,,,,lethyrox tablet 50mg 100s,,,,,,,0,100s,Intas Pharmaceuticals Ltd,,,123.2,1,
33969,volibo r tab 0.5mg/0.2mg 10s,,tablet,volibo r,volibo r 0.5/0.2 10s,1.0,volibo,volibo,volibo,376105.0,volibo r 0.5mg/0.2mg tablet 10s,tablet,volibo,volibo r 0.5/0.2 10s,volibo r 0.5mg/0.2mg tablet 10s,,,,,,volibo r tablet 0.5mg/0.2mg 10s,,,,,,,0,10s,Sun Pharmaceutical Industries Ltd,,,140,1,
33972,ultra d3 4k tab 15s,,tablet,ultra d3 4k,ultra d3 4k 15s,1.0,ultra d3,ultra,ultra,366113.0,ultra d3 4k tablet 15s,tablet,ultra,ultra d3 4k 15s,ultra d3 4k tablet 15s,,,,,,ultra d3 4k tablet 15s,,,,,,,0,15s,MEYER ORGANICS PVT LTD,,,15s,1,
33973,multi 4 all tab 15s,,tablet,multi 4 all,multi 4 all 15s,1.0,multi 4,multi,multi,382485.0,multi 4 all tablet 15s,tablet,multi,multi 4 all 15s,multi 4 all tablet 15s,,,,,,multi 4 all tablet 15s,,,,,,,0,15s,,,,15s,1,
33979,t2c tab 10mg 15s,,tablet,t2c,t2c 10 15s,1.0,t2c,t2c,t2c,374886.0,t2c 10mg tablet 15s,tablet,t2c,t2c 10 15s,t2c 10mg tablet 15s,,,,,,t2c tablet 10mg 15s,,,,,,,0,15s,Ipca Laboratories Ltd,,,255,1,
33981,sitared m tab 50/500mg 15s,,tablet,sitared m,sitared m 50/500 15s,1.0,sitared,sitared,sitared,377646.0,sitared m 50mg/500mg tablet 15s,tablet,sitared,sitared m 50/500 15s,sitared m 50mg/500mg tablet 15s,,,,,,sitared m tablet 50/500mg 15s,,,,,,,0,15s,Sun Pharmaceutical Industries Ltd,,,142.5,1,
33983,telmipack tab 40mg 10s,,tablet,telmipack,telmipack 40 10s,1.0,telmipack,telmipack,telmipack,323514.0,telmipack 40 tablet 10s,tablet,telmipack,telmipack 40 10s,telmipack 40 tablet 10s,,,,,,telmipack tablet 40mg 10s,,,,,,,0,10s,Koye Pharmaceuticals Pvt ltd,,,81.98,1,
33994,verquvo tab 5mg 14s,,tablet,verquvo,verquvo 5 14s,1.0,verquvo,verquvo,verquvo,377544.0,verquvo 5mg tablet 14s,tablet,verquvo,verquvo 5 14s,verquvo 5mg tablet 14s,,,,,,verquvo tablet 5mg 14s,,,,,,,0,14s,Bayer Zydus Pharma Pvt Ltd,,,2039,1,
33997,lysoflam mr tab 10s,,tablet,lysoflam,lysoflam 10s,1.0,lysoflam,lysoflam,lysoflam,232918.0,lysoflam mr tablet 10s,tablet,lysoflam,lysoflam 10s,lysoflam tablet 10s,,,,,,lysoflam tablet 10s,,,,,,,0,10s,Cachet Pharmaceuticals Pvt Ltd,,,156,1,
34000,macsita m tab 50/1000mg 10s,,tablet,macsita m,macsita m 50/1000 10s,1.0,macsita,macsita,macsita,377507.0,macsita m xr 50mg/1000mg tablet 10s,tablet,macsita,macsita m 50/1000 10s,macsita m 50mg/1000mg tablet 10s,,,,,,macsita m tablet 50/1000mg 10s,,,,,,,0,10s,Macleods Pharmaceuticals Pvt Ltd,,,115,1,
34002,procotri tab 15s,,tablet,procotri,procotri 15s,1.0,procotri,procotri,procotri,378698.0,procotri tablet 15s,tablet,procotri,procotri 15s,procotri tablet 15s,,,,,,procotri tablet 15s,,,,,,,0,15s,STEADFAST MEDISHIIELD PVT LTD,,,37.5,1,
34004,bisobis tab 2.5mg 10s,,tablet,bisobis,bisobis 2.5 10s,1.0,bisobis,bisobis,bisobis,380433.0,bisobis 2.5mg tablet 10s,tablet,bisobis,bisobis 2.5 10s,bisobis 2.5mg tablet 10s,,,,,,bisobis tablet 2.5mg 10s,,,,,,,0,10s,Corona Remedies Pvt Ltd,,,40,1,
34007,dapnat tab 10mg 10s,,tablet,dapnat,dapnat 10 10s,1.0,dapnat,dapnat,dapnat,377214.0,dapnat 10mg tablet 10s,tablet,dapnat,dapnat 10 10s,dapnat 10mg tablet 10s,,,,,,dapnat tablet 10mg 10s,,,,,,,0,10s,Natco Pharma Ltd,,,99,1,
