item_code,brand_x,Master Catalogue name,medicine_type_x,exp_sku_brand,mod_brand,count_syp,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,exp_sku_brand5,id,brand_y,medicine_type_y,sku_brand,new_brand,new_brand2,cosine,max_cosine,salt_flag,mod_brand2,uom_flag,uom_x,uom_y,pack,manufacturer,catg,subcatg,mrp,medicine_type_flag,count_cap,count_tab,count,mod_cosine,quantity_x,quantity_y,quantity_flag,strength_flag,strength_x,strength_y
33361,neem ayu anti dandruff cap 60s,,capsule,neem ayu anti dandruff,neem ayu anti dandruff 60s,,neem ayu anti,neem ayu,neem,,382257.0,neem leaf capsule 60s,capsule,neem,neem leaf 60s,neem leaf capsule 60s,0.5163977794943222,0.5163977794943222,0.0,neem ayu anti dandruff capsule 60s,2.0,,,60s,MOHINI PHARMACITICULES,,,599.0,,1.0,,1,0.5163977794943222,60.0,60.0,0.0,2.0,,
33885,pure foods vitamin d3â  cap 60 s,,capsule,pure foods vitamin d3â,pure foods vitamin d3â 60 s,,pure foods vitamin,pure foods,pure,,282805.0,pure nutrition vitamin e capsule 60s,capsule,pure,pure nutrition vitamin e 60s,pure nutrition vitamin e capsule 60s,0.3651483716701107,0.3651483716701107,0.0,pure foods vitamin d3â  capsule 60 s,2.0,,,60s,Rollins International Pvt Pvt,,,499.0,,1.0,,1,0.3651483716701107,,60.0,1.0,2.0,,
33338,densomin cap 10s,,capsule,densomin,densomin 10s,,densomin,densomin,densomin,,163528.0,densomin capsule 10s,capsule,densomin,densomin 10s,densomin capsule 10s,,,0.0,densomin capsule 10s,,,,10s,BIOREX HEALTHCARE,,,165.0,,1.0,,1,,,,,,,
33349,full 365 cap 15s,,capsule,full,full 365 15s,,full,full,full,,198380.0,full 365 capsule 15s,capsule,full,full 365 15s,full 365 capsule 15s,,,0.0,full 365 capsule 15s,,,,15s,Zuventus Healthcare Ltd,,,118.55,,1.0,,1,,,,,,,
33411,mac rabonik dsr cap 15s,,capsule,mac rabonik dsr,mac rabonik dsr 15s,,mac rabonik,mac,mac,,377526.0,mac rabonik dsr capsule 15s,capsule,mac,mac rabonik dsr 15s,mac rabonik dsr capsule 15s,,,0.0,mac rabonik dsr capsule 15s,,,,15s,Eris Lifesciences Pvt Ltd,,,230.58,,1.0,,1,,,,,,,
33415,ocubless cap 10s,,capsule,ocubless,ocubless 10s,,ocubless,ocubless,ocubless,,259761.0,ocubless capsule 10s,capsule,ocubless,ocubless 10s,ocubless capsule 10s,,,0.0,ocubless capsule 10s,,,,10s,Centaur Pharmaceuticals Pvt Ltd,,,169.09,,1.0,,1,,,,,,,
33478,statpure a cap 20/75mg 15s,,capsule,statpure a,statpure a 20/75 15s,,statpure,statpure,statpure,,380603.0,statpure a 20mg/75mg capsule 15s,capsule,statpure,statpure a 20/75 15s,statpure a 20mg/75mg capsule 15s,,,0.0,statpure a capsule 20/75mg 15s,,,,15s,Mankind Pharma Ltd,,,162.0,,1.0,,1,,,,,,,
33583,carbofol plus cap 10s,,capsule,carbofol plus,carbofol plus 10s,,carbofol,carbofol,carbofol,,379252.0,carbofol plus capsule 10s,capsule,carbofol,carbofol plus 10s,carbofol plus capsule 10s,,,0.0,carbofol plus capsule 10s,,,,10s,AVROHN PHARMA I LIMITED,,,140.0,,1.0,,1,,,,,,,
33592,neksium d cap 20mg 10s,,capsule,neksium d,neksium d 20 10s,,neksium,neksium,neksium,,372294.0,neksium d 20 capsule sr 10s,capsule,neksium,neksium d 20 10s,neksium d 20 capsule 10s,,,0.0,neksium d capsule 20mg 10s,,,,10s,Pfizer Ltd,,,81.0,,1.0,,1,,,,,,,
33598,straton cap 10s,,capsule,straton,straton 10s,,straton,straton,straton,,379512.0,straton capsule 10s,capsule,straton,straton 10s,straton capsule 10s,,,0.0,straton capsule 10s,,,,10s,AMAZONE PHARMACETICALS PVT LTD,,,495.0,,1.0,,1,,,,,,,
33622,proglumin cap 10s,,capsule,proglumin,proglumin 10s,,proglumin,proglumin,proglumin,,373513.0,proglumin capsule 10s,capsule,proglumin,proglumin 10s,proglumin capsule 10s,,,0.0,proglumin capsule 10s,,,,10s,Septalyst Lifesciences Pvt.Ltd.,,,350.0,,1.0,,1,,,,,,,
33692,arorab dsr cap 15s,,capsule,arorab dsr,arorab dsr 15s,,arorab,arorab,arorab,,366758.0,arorab dsr capsule 15s,capsule,arorab,arorab dsr 15s,arorab dsr capsule 15s,,,0.0,arorab dsr capsule 15s,,,,15s,Aareen Healthcare Pvt Ltd,,,163.5,,1.0,,1,,,,,,,
33751,prograf cap 0.5mg 10s,,capsule,prograf,prograf 0.5 10s,,prograf,prograf,prograf,,281014.0,prograf 0.5mg capsule 10s,capsule,prograf,prograf 0.5 10s,prograf 0.5mg capsule 10s,,,0.0,prograf capsule 0.5mg 10s,,,,10s,ASTELLAS PHARMA INDIA PVT LTD,,,234.0,,1.0,,1,,,,,,,
33848,lipophage cap 60mg 10s,,capsule,lipophage,lipophage 60 10s,,lipophage,lipophage,lipophage,,228690.0,lipophage 60 capsule 10s,capsule,lipophage,lipophage 60 10s,lipophage 60 capsule 10s,,,0.0,lipophage capsule 60mg 10s,,,,10s,Franco-Indian Pharmaceuticals Pvt Ltd,,,334.5,,1.0,,1,,,,,,,
33850,curcuria softgel cap 10s,,capsule,curcuria softgel,curcuria softgel 10s,,curcuria,curcuria,curcuria,,379685.0,curcuria softgel capsule 10s,capsule,curcuria,curcuria softgel 10s,curcuria softgel capsule 10s,,,0.0,curcuria softgel capsule 10s,,,,10s,REYANO LIFE CARE,,,399.0,,1.0,,1,,,,,,,
33866,tuksan cap 10s,,capsule,tuksan,tuksan 10s,,tuksan,tuksan,tuksan,,331364.0,tuksan capsule 10s,capsule,tuksan,tuksan 10s,tuksan capsule 10s,,,0.0,tuksan capsule 10s,,,,10s,Excel Waves Formulation,,,530.0,,1.0,,1,,,,,,,
33912,lycorip q10 cap 10s,,capsule,lycorip q10,lycorip q10 10s,,lycorip,lycorip,lycorip,,232649.0,lycorip q10 capsule 10s,capsule,lycorip,lycorip q10 10s,lycorip q10 capsule 10s,,,0.0,lycorip q10 capsule 10s,,,,10s,KRP PHARMA,,,590.0,,1.0,,1,,,,,,,
33922,astymin forte cap 30s,,capsule,astymin forte,astymin forte 30s,,astymin,astymin,astymin,,366814.0,astymin forte capsule 30s,capsule,astymin,astymin forte 30s,astymin forte capsule 30s,,,0.0,astymin forte capsule 30s,,,,30s,Tablets India Limited,,,398.0,,1.0,,1,,,,,,,
33926,rosupack a cap 10/75mg 10s,,capsule,rosupack a,rosupack a 10/75 10s,,rosupack,rosupack,rosupack,,293616.0,rosupack a 10mg/75mg capsule 10s,capsule,rosupack,rosupack a 10/75 10s,rosupack a 10mg/75mg capsule 10s,,,0.0,rosupack a capsule 10/75mg 10s,,,,10s,Koye Pharmaceuticals Pvt ltd,,,72.6,,1.0,,1,,,,,,,
33942,shfol plus cap 10s,,capsule,shfol plus,shfol plus 10s,,shfol,shfol,shfol,,311386.0,shfol  plus capsule 10s,capsule,shfol,shfol plus 10s,shfol plus capsule 10s,,,0.0,shfol plus capsule 10s,,,,10s,SH HEALTHCARE PRIVATE LIMITED,,,199.5,,1.0,,1,,,,,,,
33963,hepagress cap 7s,,capsule,hepagress,hepagress 7s,,hepagress,hepagress,hepagress,,382383.0,hepagress capsule 7s,capsule,hepagress,hepagress 7s,hepagress capsule 7s,,,0.0,hepagress capsule 7s,,,,7s,La Renon Healthcare Pvt Ltd,,,525.0,,1.0,,1,,,,,,,
33964,ddr d cap 10s,,capsule,ddr d,ddr d 10s,,ddr,ddr,ddr,,379524.0,ddr d capsule 10s,capsule,ddr,ddr d 10s,ddr d capsule 10s,,,0.0,ddr d capsule 10s,,,,10s,Msn Labs,,,199.0,,1.0,,1,,,,,,,
33974,rapilif d cap 4/0.5mg 10s,,capsule,rapilif d,rapilif d 4/0.5 10s,,rapilif,rapilif,rapilif,,286917.0,rapilif d 4/0.5 capsule 10s,capsule,rapilif,rapilif d 4/0.5 10s,rapilif d 4/0.5 capsule 10s,,,0.0,rapilif d capsule 4/0.5mg 10s,,,,10s,Ipca Laboratories Ltd,,,255.0,,1.0,,1,,,,,,,
33344,tofatas xr tab 11mg 10s,,tablet,tofatas,tofatas 11 10s,,tofatas,tofatas,tofatas,,375313.0,tofatas tablet 10s,tablet,tofatas,tofatas 10s,tofatas tablet 10s,0.8164965809277259,0.8164965809277259,0.0,tofatas tablet 11mg 10s,2.0,mg ,,10s,Intas Pharmaceuticals Ltd,,,530,,,1.0,1,0.8164965809277259,10.0,10.0,0.0,2.0,11,
33465,amlozaar tab 15s,,tablet,amlozaar,aozaar 15s,,amlozaar,amlozaar,amlozaar,,377893.0,amlozaar h tablet 15s,tablet,amlozaar,aozaar h 15s,amlozaar h tablet 15s,0.8164965809277259,0.8164965809277259,0.0,amlozaar tablet 15s,2.0,,,15s,Micro Labs Ltd,,,249,,,1.0,1,0.8164965809277259,15.0,15.0,0.0,2.0,,
33510,zapiz tab 0.5mg 20s,,tablet,zapiz,zapiz 0.5 20s,,zapiz,zapiz,zapiz,,345935.0,zapiz 0.5 tablet 10s,tablet,zapiz,zapiz 0.5 10s,zapiz 0.5 tablet 10s,0.75,0.75,0.0,zapiz tablet 0.5mg 20s,2.0,mg ,,20s,Intas Pharmaceuticals Ltd,,,77.5,,,1.0,1,0.75,20.0,10.0,1.0,2.0,0.5,
33518,troxip tab 100mg 10s,,tablet,troxip,troxip 100 10s,,troxip,troxip,troxip,,330659.0,troxip tablet 10s,tablet,troxip,troxip 10s,troxip tablet 10s,0.8164965809277259,0.8164965809277259,0.0,troxip tablet 100mg 10s,2.0,mg ,,10s,Zuventus Healthcare Ltd,,,117.95,,,1.0,1,0.8164965809277259,10.0,10.0,0.0,2.0,100,
33594,tilstigmin tab 15mg 10s,,tablet,tilstigmin,tilstiin 15 10s,,tilstigmin,tilstigmin,tilstigmin,,326582.0,tilstigmin tablet 10s,tablet,tilstigmin,tilstiin 10s,tilstigmin tablet 10s,0.8164965809277259,0.8164965809277259,0.0,tilstigmin tablet 15mg 10s,2.0,mg ,,10s,Aristo Pharmaceuticals Pvt Ltd,,,55.47,,,1.0,1,0.8164965809277259,10.0,10.0,0.0,0.0,tilsti,tilsti
33636,mypar 500 tab 10s,,tablet,mypar,mypar 500 10s,,mypar,mypar,mypar,,247337.0,mypar 500mg tablet 1000s,tablet,mypar,mypar 500 1000s,mypar 500mg tablet 1000s,0.6666666666666667,0.6666666666666667,0.0,mypar 500 tablet 10s,2.0,,mg ,10s,Dr Morepen Labs Ltd,,,11.31,,,1.0,1,0.6666666666666667,10.0,1000.0,1.0,2.0,,500
33671,carvidon mr tab 15s,,tablet,carvidon,carvidon 15s,,carvidon,carvidon,carvidon,,146113.0,carvidon  mr tablet 10s,tablet,carvidon,carvidon 10s,carvidon tablet 10s,0.4999999999999999,0.4999999999999999,0.0,carvidon tablet 15s,2.0,,,15s,Micro Labs Ltd,,,234,,,1.0,1,0.4999999999999999,15.0,10.0,1.0,2.0,,
33854,mycolon sr tab 200mg 10s,,tablet,mycolon,mycolon 200 10s,,mycolon,mycolon,mycolon,,379896.0,mycolon tablet 10s,tablet,mycolon,mycolon 10s,mycolon tablet 10s,0.8164965809277259,0.8164965809277259,0.0,mycolon tablet 200mg 10s,2.0,mg ,,10s,WATERLEY PHARMACEUTICALS PVT LTD,,,195,,,1.0,1,0.8164965809277259,10.0,10.0,0.0,2.0,200,
33860,sitabite tab 100mg 10s,,tablet,si,si tabletites 100 10s,,si,si,si,,311654.0,si fixim 100mg tablet dt 10s,tablet,si,si fixim 100 10s,si fixim 100mg tablet 10s,0.75,0.75,0.0,si tabletites 100mg 10s,0.0,mg ,mg ,10s,Corona Remedies Pvt Ltd,,,99,,,2.0,1,0.75,10.0,10.0,0.0,0.0,100,100
33976,zapiz tab 0.25mg 20s,,tablet,zapiz,zapiz 0.25 20s,,zapiz,zapiz,zapiz,,345934.0,zapiz 0.25 tablet 10s,tablet,zapiz,zapiz 0.25 10s,zapiz 0.25 tablet 10s,0.75,0.75,0.0,zapiz tablet 0.25mg 20s,2.0,mg ,,20s,Intas Pharmaceuticals Ltd,,,34.48,,,1.0,1,0.75,20.0,10.0,1.0,2.0,0.25,
33982,kerashine tab 15s,,tablet,kerashine,kerashine 15s,,kerashine,kerashine,kerashine,,220984.0,kerashine tablet 10s,tablet,kerashine,kerashine 10s,kerashine tablet 10s,0.4999999999999999,0.4999999999999999,0.0,kerashine tablet 15s,2.0,,,15s,Butson Bioscience,,,15s,,,1.0,1,0.4999999999999999,15.0,10.0,1.0,2.0,,
33990,azulix tab 2mg 15s,,tablet,azulix,azulix 2 15s,,azulix,azulix,azulix,,361891.0,azulix 2 mf tablet pr 15s,tablet,azulix,azulix 2 mf 15s,azulix 2 mf tablet 15s,0.8660254037844387,0.8660254037844387,0.0,azulix tablet 2mg 15s,2.0,mg ,,15s,Torrent Pharmaceuticals Ltd,,,57.23,,,1.0,1,0.8660254037844387,15.0,15.0,0.0,2.0,2,
33354,vildapride d tab 10/100mg 10s,,tablet,vildapride d,vildapride d 10/100 10s,,vildapride,vildapride,vildapride,,377994.0,vildapride d 100mg/10mg tablet 10s,tablet,vildapride,vildapride d 100/10 10s,vildapride d 100mg/10mg tablet 10s,0.9999999999999998,0.9999999999999998,0.0,vildapride d tablet 10/100mg 10s,0.0,mg ,mg ,10s,Micro Labs Ltd,,,250,,,1.0,1,0.9999999999999998,10.0,10.0,0.0,1.0,10/100,100
33388,tripride forte tab 1mg 15s,,tablet,tripride forte,tripride forte 1 15s,,tripride,tripride,tripride,,330197.0,tripride 1 tablet sr 15s,tablet,tripride,tripride 1 15s,tripride 1 tablet 15s,0.8660254037844387,0.8660254037844387,1.0,tripride forte tablet 1mg 15s,2.0,mg ,,15s,Micro Labs Ltd,,,165,,,1.0,1,0.8660254037844387,15.0,15.0,0.0,2.0,1,
33444,sat k2 tab 10s,,tablet,sat k2,sat k2 10s,,sat,sat,sat,,374388.0,sat k2 7 tablet 10s,tablet,sat,sat k2 7 10s,sat k2 7 tablet 10s,0.8660254037844387,0.8660254037844387,0.0,sat k2 tablet 10s,2.0,,,10s,SAT PHARMA,,,275,,,1.0,1,0.8660254037844387,10.0,10.0,0.0,2.0,,
33452,moktel woman tab 10s,,tablet,moktel woman,moktel woman 10s,,moktel,moktel,moktel,,242916.0,moktel tablet 10s,tablet,moktel,moktel 10s,moktel tablet 10s,0.8164965809277259,0.8164965809277259,0.0,moktel woman tablet 10s,2.0,,,10s,KEPLER HEALTHCARE PVT LTD,,,238,,,1.0,1,0.8164965809277259,10.0,10.0,0.0,2.0,,
33487,ctd mt tab 6.25/25/40mg 10s,,tablet,ctd mt,ctd mt 6.25/25/40 10s,,ctd,ctd,ctd,,377974.0,ctd mt 6.25mg/25mg/40mg tablet 10s.,tablet,ctd,ctd mt 6.25/25/40 10s.,ctd mt 6.25mg/25mg/40mg tablet 10s.,1.0,1.0,0.0,ctd mt tablet 6.25/25/40mg 10s,0.0,mg ,mg ,10s,Ipca Laboratories Ltd,,,110.4,,,1.0,1,1.0,10.0,10.0,0.0,1.0,6.25/25/40,6.25
33506,pregiva nt tab 10/75mg 10s,,tablet,pregiva nt,pregiva nt 10/75 10s,,pregiva,pregiva,pregiva,,373466.0,pregiva nt tablet 10s,tablet,pregiva,pregiva nt 10s,pregiva nt tablet 10s,0.7745966692414834,0.7745966692414834,0.0,pregiva nt tablet 10/75mg 10s,2.0,mg ,,10s,Kuresys Labs,,,180,,,1.0,1,0.7745966692414834,10.0,10.0,0.0,2.0,10/75,
33521,mg or tab 500mg 30s,,tablet,mg or,or 500 30s,,mg,mg,mg,,371863.0,mg or tablet 30s,tablet,mg,or 30s,mg or tablet 30s,0.8164965809277259,0.8164965809277259,0.0,mg or tablet 500mg 30s,0.0,mg ,mg ,30s,NUTRILIFE INDIA PVT LTD,,,510,,,1.0,1,0.8164965809277259,30.0,30.0,0.0,2.0,,
33673,rado qz tab 10s,,tablet,rado qz,rado qz 10s,,rado,rado,rado,,285940.0,rado q tablet 10s,tablet,rado,rado q 10s,rado q tablet 10s,0.6666666666666667,0.6666666666666667,0.0,rado qz tablet 10s,2.0,,,10s,Radicool Pharmaceutical Pvt Ltd,,,595,,,1.0,1,0.6666666666666667,10.0,10.0,0.0,2.0,,
33715,corbis t tab 2.5mg 10s,,tablet,corbis t,corbis t 2.5 10s,,corbis,corbis,corbis,,157960.0,corbis 2.5 tablet 10s,tablet,corbis,corbis 2.5 10s,corbis 2.5 tablet 10s,0.8944271909999159,0.8944271909999159,1.0,corbis t tablet 2.5mg 10s,2.0,mg ,,10s,Torrent Pharmaceuticals Ltd,,,120,,,1.0,1,0.8944271909999159,10.0,10.0,0.0,2.0,2.5,
33734,lanum c tab 500mg 10s,,tablet,lanum c,lanum c 500 10s,,lanum,lanum,lanum,,224753.0,lanum c tablet 10s,tablet,lanum,lanum c 10s,lanum c tablet 10s,0.8660254037844387,0.8660254037844387,0.0,lanum c tablet 500mg 10s,2.0,mg ,,10s,La Renon Healthcare Pvt Ltd,,,19,,,1.0,1,0.8660254037844387,10.0,10.0,0.0,2.0,500,
33740,jectocos lip tab 10s,,tablet,jectocos lip,jectocos lip 10s,,jectocos,jectocos,jectocos,,217538.0,jectocos lipo tablet fc 10s,tablet,jectocos,jectocos lipo fc 10s,jectocos lipo tablet fc 10s,0.5773502691896258,0.5773502691896258,0.0,jectocos lip tablet 10s,2.0,,,10s,Oaknet Healthcare Pvt Ltd,,,184,,,1.0,1,0.5773502691896258,10.0,10.0,0.0,2.0,,
33760,dapacose m tab 10/500mg 10s,,tablet,dapacose m,dapacose m 10/500 10s,,dapacose,dapacose,dapacose,,368414.0,dapacose m 10 tablet er 10s,tablet,dapacose,dapacose m 10 10s,dapacose m 10 tablet 10s,0.8944271909999159,0.8944271909999159,0.0,dapacose m tablet 10/500mg 10s,2.0,mg ,,10s,J B Chemicals and Pharmaceuticals Ltd,,,120.42,,,1.0,1,0.8944271909999159,10.0,10.0,0.0,2.0,10/500,
33807,lam plus tab 20mg 15s,,tablet,lam plus,lam plus 20 15s,,lam,lam,lam,,378846.0,lam plus tablet 15s,tablet,lam,lam plus 15s,lam plus tablet 15s,0.8660254037844387,0.8660254037844387,0.0,lam plus tablet 20mg 15s,2.0,mg ,,15s,Tas Med India Pvt Ltd,,,73.92,,,1.0,1,0.8660254037844387,15.0,15.0,0.0,2.0,20,
33862,cilaheart t tab 40mg 15s,,tablet,cilaheart t,cilaheart t 40 15s,,cilaheart,cilaheart,cilaheart,,380102.0,cilaheart t tablet 15s,tablet,cilaheart,cilaheart t 15s,cilaheart t tablet 15s,0.8660254037844387,0.8660254037844387,0.0,cilaheart t tablet 40mg 15s,2.0,mg ,,15s,Mankind Pharma Ltd,,,160.71,,,1.0,1,0.8660254037844387,15.0,15.0,0.0,2.0,40,
33909,sitara dm tab 10/100/500 10s,,tablet,sitara dm,sitara dm 10/100/500 10s,,sitara,sitara,sitara,,382377.0,sitara dm 500mg tablet 10s,tablet,sitara,sitara dm 500 10s,sitara dm 500mg tablet 10s,0.8164965809277261,0.8164965809277261,0.0,sitara dm tablet 10/100/500 10s,2.0,,mg ,10s,Intas Pharmaceuticals Ltd,,,190,,,1.0,1,0.8164965809277261,10.0,10.0,0.0,2.0,,500
33923,gabafix m sr tab 75mg 10s,,tablet,gabafix m,gabafix m 75 10s,,gabafix,gabafix,gabafix,,199222.0,gabafix m sr tablet 10s,tablet,gabafix,gabafix m 10s,gabafix m tablet 10s,0.8660254037844387,0.8660254037844387,0.0,gabafix m tablet 75mg 10s,2.0,mg ,,10s,Aareen Healthcare Pvt Ltd,,,164.9,,,1.0,1,0.8660254037844387,10.0,10.0,0.0,2.0,75,
33927,sitacose m tab 50/1000mg 10s,,tablet,sitacose m,sitacose m 50/1000 10s,,sitacose,sitacose,sitacose,,377550.0,sitacose m 1000mg tablet 10s,tablet,sitacose,sitacose m 1000 10s,sitacose m 1000mg tablet 10s,0.8944271909999159,0.8944271909999159,0.0,sitacose m tablet 50/1000mg 10s,0.0,mg ,mg ,10s,J B Chemicals and Pharmaceuticals Ltd,,,140,,,1.0,1,0.8944271909999159,10.0,10.0,0.0,1.0,50/1000,1000
33984,zukanorm m tab 50/1000mg 15s,,tablet,zukanorm m,zukanorm m 50/1000 15s,,zukanorm,zukanorm,zukanorm,,380106.0,zukanorm m 500mg/50mg tablet 15s,tablet,zukanorm,zukanorm m 500/50 15s,zukanorm m 500mg/50mg tablet 15s,0.7999999999999998,0.7999999999999998,0.0,zukanorm m tablet 50/1000mg 15s,0.0,mg ,mg ,15s,Mankind Pharma Ltd,,,115.33,,,1.0,1,0.7999999999999998,15.0,15.0,0.0,1.0,50/1000,500
33644,pro b-complex tab 10s,,tablet,pro b complex,pro b complex 10s,,pro b,pro,pro,,373495.0,pro retro tablet 10s,tablet,pro,pro retro 10s,pro retro tablet 10s,0.5773502691896258,0.5773502691896258,0.0,pro b complex tablet 10s,2.0,,,10s,PAAM,,,10,,,1.0,1,0.5773502691896258,10.0,10.0,0.0,2.0,,
33736,new neuro lv tab 10s,,tablet,new neuro lv,new neuro lv 10s,,new neuro,new,new,,252594.0,new xt tablet 10s,tablet,new,new 10s,new tablet 10s,0.7071067811865475,0.7071067811865475,0.0,new neuro lv tablet 10s,2.0,,,10s,Synokem Pharmaceuticals Ltd,,,163.9,,,1.0,1,0.7071067811865475,10.0,10.0,0.0,2.0,,
33817,gluconorm z xr forte tab 60mg 10s,,tablet,gluconorm z forte,gluconorm z forte 60 10s,,gluconorm z,gluconorm,gluconorm,,378004.0,gluconorm z xr 60mg/1000mg forte tablet 10s,tablet,gluconorm,gluconorm z 60/1000 forte 10s,gluconorm z 60mg/1000mg forte tablet 10s,0.9128709291752768,0.9128709291752768,0.0,gluconorm z forte tablet 60mg 10s,0.0,mg ,mg ,10s,Lupin Ltd,,,95.53,,,1.0,1,0.9128709291752768,10.0,10.0,0.0,0.0,60,60
34010,glimipack m 1 forte tab 10s,,tablet,glimipack m 1 forte,glimipack m 1 forte 10s,,glimipack m 1,glimipack m,glimipack,,202458.0,glimipack m forte 1mg/1000mg tablet 10s,tablet,glimipack,glimipack m forte 1/1000 10s,glimipack m forte 1mg/1000mg tablet 10s,0.9128709291752768,0.9128709291752768,0.0,glimipack m 1 forte tablet 10s,2.0,,mg ,10s,Koye Pharmaceuticals Pvt ltd,,,87.12,,,1.0,1,0.9128709291752768,10.0,10.0,0.0,2.0,,1
33345,rexipra forte tab 15s,,tablet,rexipra forte,rexipra forte 15s,,rexipra,rexipra,rexipra,,383056.0,rexipra forte tablet 15s,tablet,rexipra,rexipra forte 15s,rexipra forte tablet 15s,,,0.0,rexipra forte tablet 15s,,,,15s,Intas Pharmaceuticals Ltd,,,246,,,1.0,1,,,,,,,
33346,tikleen tab 90mg 10s,,tablet,tikleen,tikleen 90 10s,,tikleen,tikleen,tikleen,,375267.0,tikleen 90 tablet 10s,tablet,tikleen,tikleen 90 10s,tikleen 90 tablet 10s,,,0.0,tikleen tablet 90mg 10s,,,,10s,Ipca Laboratories Ltd,,,220,,,1.0,1,,,,,,,
33347,montek fx tab 15s,,tablet,montek fx,montek fx 15s,,montek,montek,montek,,378069.0,montek fx tablet 15s,tablet,montek,montek fx 15s,montek fx tablet 15s,,,0.0,montek fx tablet 15s,,,,15s,Sun Pharmaceutical Industries Ltd,,,278,,,1.0,1,,,,,,,
33348,mahagaba nt tab 75mg 10s,,tablet,mahagaba nt,mahagaba nt 75 10s,,mahagaba,mahagaba,mahagaba,,380065.0,mahagaba nt 75 tablet 10s,tablet,mahagaba,mahagaba nt 75 10s,mahagaba nt 75 tablet 10s,,,0.0,mahagaba nt tablet 75mg 10s,,,,10s,Mankind Pharma Ltd,,,159.9,,,1.0,1,,,,,,,
33351,revelol xl tab 12.5mg 15s,,tablet,revelol,revelol 12.5 15s,,revelol,revelol,revelol,,373981.0,revelol xl 12.5 tablet 15s,tablet,revelol,revelol 12.5 15s,revelol 12.5 tablet 15s,,,0.0,revelol tablet 12.5mg 15s,,,,15s,Ipca Laboratories Ltd,,,78.8,,,1.0,1,,,,,,,
33352,volix trio tab 1mg 15s,,tablet,volix trio,volix trio 1 15s,,volix,volix,volix,,377956.0,volix trio 1mg tablet 15s,tablet,volix,volix trio 1 15s,volix trio 1mg tablet 15s,,,0.0,volix trio tablet 1mg 15s,,,,15s,Sun Pharmaceutical Industries Ltd,,,149,,,1.0,1,,,,,,,
33353,volix trio forte tab 2mg 15s,,tablet,volix trio forte,volix trio forte 2 15s,,volix trio,volix,volix,,377955.0,volix trio forte 2mg tablet er 15s,tablet,volix,volix trio forte 2 15s,volix trio forte 2mg tablet 15s,,,0.0,volix trio forte tablet 2mg 15s,,,,15s,Sun Pharmaceutical Industries Ltd,,,235.5,,,1.0,1,,,,,,,
33390,floslo tab 5mg 10s,,tablet,floslo,floslo 5 10s,,floslo,floslo,floslo,,195616.0,floslo 5 tablet 10s,tablet,floslo,floslo 5 10s,floslo 5 tablet 10s,,,0.0,floslo tablet 5mg 10s,,,,10s,Intas Pharmaceuticals Ltd,,,304,,,1.0,1,,,,,,,
33395,bempesta r tab 40mg 10s,,tablet,bempesta r,bempesta r 40 10s,,bempesta,bempesta,bempesta,,381432.0,bempesta r 40mg tablet 10s,tablet,bempesta,bempesta r 40 10s,bempesta r 40mg tablet 10s,,,0.0,bempesta r tablet 40mg 10s,,,,10s,Torrent Pharmaceuticals Ltd,,,490,,,1.0,1,,,,,,,
33412,celin f tab 10s,,tablet,celin f,celin f 10s,,celin,celin,celin,,367756.0,celin f tablet 10s,tablet,celin,celin f 10s,celin f tablet 10s,,,0.0,celin f tablet 10s,,,,10s,Koye Pharmaceuticals Pvt ltd,,,329,,,1.0,1,,,,,,,
33416,glucreta m tab 5/500mg 10s,,tablet,glucreta m,glucreta m 5/500 10s,,glucreta,glucreta,glucreta,,370116.0,glucreta m 5/500 tablet er 10s,tablet,glucreta,glucreta m 5/500 10s,glucreta m 5/500 tablet 10s,,,0.0,glucreta m tablet 5/500mg 10s,,,,10s,Torrent Pharmaceuticals Ltd,,,78,,,1.0,1,,,,,,,
33418,rifakem tab 400mg 10s,,tablet,rifakem,rifakem 400 10s,,rifakem,rifakem,rifakem,,291288.0,rifakem 400 tablet 10s,tablet,rifakem,rifakem 400 10s,rifakem 400 tablet 10s,,,0.0,rifakem tablet 400mg 10s,,,,10s,Alkem Laboratories Ltd,,,334,,,1.0,1,,,,,,,
33419,voglistar gm tab 2mg 15s,,tablet,voglistargm,voglistar 2 15s,,voglistargm,voglistargm,voglistargm,,380103.0,voglistar gm 2 tablet 15s,tablet,voglistar,voglistar 2 15s,voglistargm 2 tablet 15s,,,0.0,voglistargm tablet 2mg 15s,,,,15s,Mankind Pharma Ltd,,,254.85,,,1.0,1,,,,,,,
33421,vitamerc lc tab 10s,,tablet,vitamerc lc,vitamerc lc 10s,,vitamerc,vitamerc,vitamerc,,385864.0,vitamerc lc tablet 10s,tablet,vitamerc,vitamerc lc 10s,vitamerc lc tablet 10s,,,0.0,vitamerc lc tablet 10s,,,,10s,VATAVE HEALTHCARE,,,295,,,1.0,1,,,,,,,
33427,sitared tab 100mg 7s,,tablet,sitared,sitared 100 7s,,sitared,sitared,sitared,,377337.0,sitared 100mg tablet 7s,tablet,sitared,sitared 100 7s,sitared 100mg tablet 7s,,,0.0,sitared tablet 100mg 7s,,,,7s,Sun Pharmaceutical Industries Ltd,,,90.65,,,1.0,1,,,,,,,
