item_code,brand,pack,company,catg,subcatg,mrp
1092626,VOLINI SPRAY (40GM) 40GM,,SUN PHARMA=[ OTC ],,,149
1092628,VOLINI GEL (50GM) 50GM,,SUN PHARMA=[ OTC ],,,190
1092630,NEURONOX INJ,,SUNPHARMA(ORTUS),,,15500
1092632,RABONIK DSR TAB 1*15,,ERIS-{ NIKKOS },,,199.11
1092634,SALISIA DS OINT 30GM,,AJANTA-[ ZILLION ],,,130
1092636,TUGAIN 5% GEL 60ML,,CIPLA-( XTERNA ),,,850.47
1092637,TUGAIN 10% GEL 60ML,,CIPLA-( XTERNA ),,,525
1092638,TUGAIN 2% GEL 60ML,,CIPLA-( XTERNA ),,,247
1092640,MYOTOP-150 TABS 1*10,,ZUVENTUS-( ODENEA ),,,142.55
1092644,AZIMAX 100-DT 3TAB,,CIPLA-( SPECTRA-1 ),,,17.33
1092646,CEFSTRONG SYP 30ML,,CIPLA-( NURTURE-1 ),,,0
1092664,NEXRET T-0.04% GEL 15GM,,DR.REDDY-[ DERMATOLOGY ],,,260
1092665,NEXRET 0.01% CREAM 15GM,,DR.REDDY-[ DERMATOLOGY ],,,206.5
1092666,RAZO-IR 1*10,,DR.REDDY^S LABORATORIES LTD.,,,75
1092669,NEBIPIL 2.5 MG 1*10,,ALKEM-(*MEDIVA ),,,88
1092671,COVANCE-50 CP 1*30,,SUN PHARMA=[ PHARMA ],,,143.92
1092674,MILPRAN-25 TAB 1*10,,AJANTA-[ VERIZON ],,,39
1092675,MILPRAN-50 TAB 1*10,,AJANTA-[ VERIZON ],,,69
1092677,VAIO-24 CAP 1*10,,RONYD,,,119.9
1092679,WEGALIN CAPS 1*10,,RONYD (ASTA)_,,,124.9
1092681,ONDY MD-4 TAB 1*10,,RONYD,,,46
1092683,SONIRAB-20 TAB 1*10,,RONYD,,,69.9
1092684,GOLDCAL CAP 1*10,,RONYD,,,141.9
1092686,MAGA-S 170ML,,RONYD,,,65
1092687,PICPRO DRY SYP 30ML,,RONYD,,,49
1092688,RONCLAV DRY SYP 30ML,,RONYD,,,53.85
1092689,BIG-NAC GEL 30GM,,RONYD,,,90
1092690,BIG-NAC-P TAB 1*10,,RONYD,,,45
1092691,BIG-NAC-SR TAB 10^S,,RONYD,,,41.9
1092692,GOLDCAL-M 1*10,,RONYD,,,69
1092693,GRANDCLAV TAB 1*10,,RONYD,,,325
1092694,GRANDFLOX-320 TAB 1*5,,RONYD,,,149.9
1092695,GREATCEF-200 TAB 1*10,,RONYD (ASTA)_,,,229
1092696,KNEEJOINT CARE 1*10,,RONYD,,,189.9
1092697,NEX-0 TAB 1*10,,RONYD,,,55.9
1092698,NEX-0Z TAB 1*10,,RONYD,,,74.9
1092699,NIMIRON TAB 1*10,,RONYD,,,34.9
1092700,NIMIRON-SP TAB 1*10,,RONYD,,,59
1092701,NOKIFER TAB 10,,RONYD,,,79.9
1092702,PICPRO CAPS 1*10,,RONYD,,,99
1092703,RONCLAV-625 TAB 1*6,,RONYD,,,200.59
1092704,RONYCOLD-M TAB 1*10,,RONYD,,,98
1092705,SONIRAB-D TAB 1*10,,RONYD,,,65.9
1092706,SONIRAB-DSR 1*10,,RONYD,,,104
1092707,SONIRAB-IT CAP 1*10,,RONYD,,,142
1092709,STRONE-100 CAP 1*10,,SERUM INSTITUTE OF INDIA,,,90
1092737,DILANTIN KAPSEALS 100MG,,PFIZER (NEURO),,,166.51
1092739,SYNASMA INJ-100MG 1VIAL,,SUN PHARMA=[ PHARMA-LIFE ],,,16.43
1092740,TRAMBAX OD-200 TAB 1*10,,SUN PHARMA=[ SOLUS-M ],,,290
1092750,DONEP M-FORTE 1*15T,,ALKEM-(*PENTACARE ),,,359
1092751,DONEP M TAB 1*15,,ALKEM-(*PENTACARE ),,,290
1092762,CITELEC OD TABS 1*10,,SUN PHARMA=[ SOLUS-CARE ],,,719
1092764,DUCAL D 1*10,,MOREPAN LAB LTD,,,45
1092766,DYTOR PLUS-5 1*15,,CIPLA-( VITALIS-1 ),,,79.05
1092770,METXL-R 50 1*10,,AJANTA SOLESTA,,,167
1092772,PANTHEGEL 7.5GM 7.5GM,,(AJANTA),,,156.5
1092774,NILAC GEL 20GM,,DR.REDDY^S LABORATORIES LTD.,,,86
1092776,ARPIMUNE ME-100 MG 1*5,,RPG NEPHROCARE,,,327.2
1092781,NUKAST-4 TABS 1*10,,ZUVENTUS-( GROMAXX ),,,87.95
1092783,CORTIMAX SUSP 30ML,,ZUVENTUS-( GROMAXX ),,,69.85
1092785,CARTIGEN DUO 1*10,,PHARMED (TISKON),,,315
1092787,COMBANCE EYE DROPS 5ML,,CIPLA-( NURTURE-1 ),,,13.4
1092789,ZYPINE 2.5 MG 1*10,,AJANTA-[ ALMIRON ],,,0
1092796,VESIACT TAB 1*10,,FOURRTS:-[ SP. ],,,255
1092798,SUCRAFIL D (SYP). 100ML,,FOURRTS PERMIERE GASTRO,,,82
1092801,ZINTROL 21.5 GM 1GM,,PHARMED (TISKON),,,18.25
1092808,ALLSUTH 100ML,,IPCA BIONOVA ACE,,,212.1
1092809,HALOTOP-S OINT (10GM) 10GM,,IPCA=( BIONOVA ),,,179
1092811,PREGABA M-150 10T,,TORRENT [VITUS],,,186.25
1092813,SALISIA SHAMPOO 60ML,,AJANTA-[ ZILLION ],,,140
1092816,OXYQUINE-400 TAB 1*10,,RONYD DERMAJOINT HEALTH,,,120
1092818,ERITEL-AM 1*15,,ERIS-{ INSPIRA },,,177.88
1092820,VELGUT CAP 1*15,,ERIS-{ NIKKOS },,,241.57
1092824,RANIDAPRIL TAB 10MG 1*10,,SUN PHARMA=[ C.V-LIFE ],,,157
1092826,BISPEC-5 MG 1*15,,DR.REDDY^S LABORATORIES LTD.,,,585.5
1092829,TICOCIN 400INJ 1*1,,CIPLA-( NURTURE-1 ),,,1685.5
1092845,RISNIA MD-1 TAB 1*10,,CIPLA-( IMPULSE ),,,17.84
1092847,CERUVIN 150 CAP 1*10,,SUN PHARMA=[ C.V-LIFE ],,,62
1092849,DIVALRATE ES-750 1*10,,IPCA=( INNOVA ),,,95
1092851,NEBISTOL-5 TAB 1*10,,ERIS(VICTUS),,,85
1092858,WARF-3 TAB 1*30,,CIPLA-( VILATIS-2 ),,,116.59
1092860,CIPLAR LA-20 1*15,,(CIP),,,46.9
1092861,CIPLAR LA-40 1*15,,(CIP),,,89.83
1092873,CAPICET-30 TABS 1*10,,EMCURE:-[ XENNEA ],,,1231.34
1092875,FULSED INJ 10ML,,SUN PHARMA=[ SOLUS-M ],,,60.79
1092880,PREGABA PLUS 1*10,,AJANTA-[ ALMIRON ],,,151.66
1092882,ZATOR-10 1*10T,,UNISERARCH INTEGRA,,,29.05
1092883,ZATOR-20 1*10T,,UNISERARCH INTEGRA,,,46
1092885,PROXECEF 30-DT,,AJANTA-[ ZILLION ],,,74
1092887,PROXECEF 50-DT,,AJANTA-[ ZILLION ],,,119
1092889,NEPAFLAM 5ML 5ML,,AJANTA-[ ILLUMA ],,,178
1092891,AQUALUBE E/D 10ML,,AJANTA-[ ILLUMA ],,,155.27
1092893,RAPILIF D-8/0.5 1*20,,IPCA=( URO ),,,456.35
1092895,MUCOPIDE TAB 1*10,,AJANTA-[ ALMIRON ],,,64
1092897,NETROMAX 50MG INJ,,ZUVENTUS HEALTHCARE LTD,,,106.1
1092899,NOOTROPIL GRA SACHET 1200MG,,UCB PHARMA,,,17
1092901,MEZAKOOL 1*10,,ALEMBIC-( ENTERON-GASTRO ),,,70
1092905,FUROBID 250MG 1*4,,ALEMBIC-( MAXICA ),,,68.85
1092906,FUROBID 500MG 1*4,,ALEMBIC-( MAXICA ),,,135.15
1092908,AXN GOLD PWD [MANGO] 200MG,,ALGEN HEALTHCARE,,,240
1092916,OMNIGRA 50 MG 1*4 TAB,,CIPLA-( NURTURE-1 ),,,75.6
1092918,OMNIGRA 100 1*4,,CIPLA-( NURTURE-1 ),,,113.4
1092922,EFLOX-OZ SYP 30ML,,ALGEN HEALTHCARE,,,36.9
1092923,TEZOLIL INJ 1,,ALGEN HEALTHCARE,,,388
1092925,VIOBEL CAPS 1*10,,ALGEN HEALTHCARE,,,95
1092927,TETAN CT-12.5 1*15,,ALEMBIC-( PHARMA ),,,240.2
1092931,GLIMISAVE M-1 FORTE 1*15,,ERIS-{ PHARMA },,,138.46
1092932,GLIMISAVE M-2 FORTE 1*15,,ERIS-{ PHARMA },,,176.02
1092933,GLIMISAVE M-851 1*10T,,ERIS-{ PHARMA },,,45
1092934,GLIMISAVE M-852 1*10T,,ERIS-{ PHARMA },,,65
1092939,TOVAXO EYE DROP 2.5ML,,AJANTA-[ INYX ],,,335
1092941,TENOLOL-25 1*14,,IPCA=( DYNAMIX ),,,42.8
1092948,ENZOCORT-24 1*6T,,ALKEM-(BERGEN_ASTA),,,180
1092950,GEMCERIN-G 1*10,,ALKEM-(BERGEN_ASTA),,,120
1092952,SUDOPEN KIT  500MG 1VIAL,,SUN PHARMA=[ INTENSIVE(LIFE) ],,,3667
1092956,ADHAIR 5% 60ML,,UNICHEM-[ UNIKARE ],,,578
1092961,E-COD PLUS 1*15,,UNIVERSAL,,,276
1092963,FOURTS B DROPS 15ML,,FOURRTS PREMIERE DIABETO,,,76.5
1092974,OMNICID TAB MINT,,CIPLA-( NURTURE-1 ),,,10.83
1092978,ANGIBLOC-AM TAB 1*10,,ALKEM-(CARDIOLOGY-2),,,60
1092982,JUSTSLEEP-3 TAB 1*10,,EMCURE:-[ XENNEX ],,,84
1092984,CALCIEM DHA CAPS 1*15,,EMCURE:-[ XENNEA ],,,125
1092986,POSMEAL-0.2 1*10T,,UNISERARCH INTEGRA,,,59
1092988,POSMEAL-0.3 1*10T,,UNISERARCH INTEGRA,,,78
1092990,TELSAR H-80 1*10T,,UNISEARCH CD,,,222.45
1092992,DOXURE 30GM 30GM,,UNISEARCH CD,,,79
1092994,TOVAXO-T EYE DROP 2.5ML,,AJANTA-[ INYX ],,,379
1092996,HALOBET CREAM (15GM) 15GM,,AJANTA-[MAXCOR],,,156.5
1092998,BEVON-CD CAP 1*10,,ZUVENTUS LIFESTYLE,,,142.9
1093000,C-TAX O 400 TAB 1*10,,ZUVENTUS-( LASOR ),,,192.75
1093002,DICFAST CAPS 1*10,,FOREGEN HEALTHCARE PVT.LTD.,,,79.5
1093004,VICARE CAPS 1*10,,EMCURE:-[ XENNEX ],,,76.4
1093008,NUCORIL OD TABS 1*10,,EMCURE:-[ NUCRON ],,,357.5
1093010,INFEN-P 1*10T,,EMCURE:-[ XENNEX ],,,99.25
1093012,EMPERIDE MP-1 1*10T,,EMCURE:-[ XENNEA ],,,0
1093016,DFL-A 1*10,,DIRECT(UNIMARCK HEALTHCARE LTD.),,,450
1093017,DFZ-24 1*6,,IPCA=( IPM ),,,312
1093018,DFZ-30 1*6,,IPCA=( IPM ),,,220
1093019,THIOFAST-4 1*10,,IPCA=( IPM ),,,87
1093020,THIOFENAC-8 1*10,,AJANTA-[ ALMIRON ],,,167.5
1093023,DFZ-6 1*6,,IPCA=( IPM ),,,88
1093029,FORCAN IV INJ 100ML,,CIPLA-( NURTURE-1 ),,,108.15
1093032,STARPILL TAB 1*10,,CIPLA-( NURTURE-1 ),,,145
1093055,CLOPIVAS AP 150 1*15,,(CIP),,,71.39
1093057,NEUGABA 75 1*10,,(SUN),,,86
1093059,ALOVENT 5MG 1*10,,SUN PHARMA=[ PHARMA-LIFE ],,,63
1093061,RACIPER IT CAP 1*10,,SUN PHARMA=[ SOLUS-M ],,,104.4
1093063,NOKIFER (SYP). 150ML,,RONYD,,,99.9
1093075,HAPPYCEF-500 TAB 1*10,,RONYD,,,649
1093077,AZIPRO-250 TAB 1*6,,CIPLA-( LIFECARE ),,,71
1093078,AZIPRO-500 TAB 1*3,,CIPLA-( LIFECARE ),,,71
1093079,AZIPRO 100 R/U 30ML,,CIPLA-( LIFECARE ),,,21
1093080,AZIPRO 200 R/U 15ML,,CIPLA-( LIFECARE ),,,34.5
1093082,XYLISTIN-4.5 MILLION 1,,CIPLA-( NURTURE-1 ),,,5536.19
1093084,ENZOCORT (SYP). 30ML,,ALKEM-(BERGEN_ASTA),,,72.5
1093086,TECHLOR-80 TAB 1*10,,CIPLA LTD.,,,173
1093088,ETOVA P-400 1*10,,IPCA=( IPM ),,,90
1093090,CNN-100 MR,,IPCA=( BIONOVA ),,,470
1093092,RAAB-DSR 1*10,,ALGEN HEALTHCARE,,,69
1093094,TENVIR TAB 1*30,,CIPLA-( SUPRACARE ),,,1727.7
1093096,NICOTEX-4 [PAN-4] 4TAB,,CIPLA-( LIFECARE ),,,72
1093098,ATORZIP-10 TAB 1*10,,RONYD,,,79
1093099,ATORZIP-20 TAB 1*10,,RONYD,,,149
1093101,VAIO JR SYRUP 100ML,,RONYD,,,79.9
1093103,ONDY SYRUP 30ML,,RONYD,,,32
1093107,RISNIA FORTE TAB 1*10,,CIPLA-( IMPULSE ),,,56
1093115,ADHAIR 2% 60ML,,UNICHEM-[ UNIKARE ],,,247
1093117,SUPACOR 30GM 30GM,,UNICHEM LAB,,,125
1093120,FORTIFY SOFTGEL 1,,UNIVERSAL,,,80
1093122,AQUASOFT CREAM (150) 150GM,,AJANTA-[ AVECIA ],,,378
1093124,ATORFIT-MAX 1*10,,FOREGEN (GENASIA BIOTECH),,,136
1093128,CYKLOKAPRON IV-500 1*10,,( AMTEK ) MARKETING @ SERVICES,,,69.77
1093130,GUTCLEAR (SYP) 200 200ML,,ZUVENTUS-( GROMAXX ),,,285
1093132,URSOMAX 150MG 1*10,,ZUVENTUS-( GROMAXX ),,,149.9
1093133,URSOMAX 300MG 1*10,,ZUVENTUS-( GROMAXX ),,,296.6
1093135,AZITHRAL DT-250 1*5,,ALEMBIC-( MEGACARE ),,,59.22
1093136,LORETA P-8 TAB 1*10,,ZUVENTUS-( ODENEA ),,,60
1093138,RABEE-ISR CAP 1*10,,RPG:-{ PHARMA },,,108.31
1093140,ENOXSAVE 20MG 0.2ML 2ML,,ERIS-{ PHARMA },,,155.78
1093141,ENTEROCLAUSI SACH. 1GM,,FOURRTS:-[ VIBRANT ],,,22.32
1093142,ENOXSAVE 60MG 0.2ML,,ERIS-{ PHARMA },,,523
1093149,CDENSE-TAB 1*30,,WANBURY=( LIMITED ),,,260
1093154,STALIA + 1*10,,WANBURY=( LIMITED ),,,69
1093165,INDUKT-2.5 1*5,,WANBURY-(WOW),,,169
1093167,LORFIT-P 1*10,,ALEMBIC-( OSTEOFIT ),,,72
1093169,MULTIVATE WOMEN 1*15,,UNIVERSAL,,,288
1093171,RABIPEN-DSR 1*10,,MOREPAN LAB LTD,,,101.04
1093178,RUMALAYA LINIMENT 60ML,,HIMALAYA,,,150
1093180,SOLVIN COLD DROP 15ML,,IPCA=( INNOVA ),,,28.6
1093185,LINOSPAN 600 TAB 1*10T,,CIPLA-( SPECTRA-2 ),,,368.91
1093188,BRONCHOSOLVIN TAB 1*10,,(IPCA),,,22
1093190,FLEXIGLIM-0.5 MG 1*10T,,UNISEARCH CD,,,54.35
1093191,FLEXIGLIM-1 MG 1*10T,,UNISEARCH CD,,,43
1093192,FLEXIGLIM-2 MG 1*10T,,UNISEARCH CD,,,47
1093197,TM SF CAP 1*10,,PFIZER-( FUTURA ),,,11.64
1093199,ONDFAST DROPS 30ML,,FOREGEN (GENASIA BIOTECH),,,34
1093201,TARGIT-H 1*15,,PFIZER-( INTIMA ),,,188.74
1093202,TARGIT 80 1*15,,PFIZER-( INTIMA ),,,125.21
1093203,TARGIT 20 1*15,,PFIZER-( INTIMA ),,,54.3
1093204,TARGIT 40 1*15,,PFIZER-( INTIMA ),,,94.03
1093206,OL-VAMLO-20 TAB 1*10,,SUN PHARMA=[ C.V-CARE ],,,99.5
1093208,LEKAST-KMD TAB 1*10,,DIRECT(UNIMARCK HEALTHCARE LTD.),,,49
1093209,MPF-13 TAB 1*10,,DIRECT(UNIMARCK HEALTHCARE LTD.),,,370
1093211,NICOTEX-2 [PAN] 1*9,,CIPLA-( LIFECARE ),,,101
1093215,FLOTRAL TAB 10 1*30,,SUN PHARMA=[ URO ],,,495
1093217,ENOXACARE 20MG/0.02ML,,IPCA=( HYCARE ),,,375
1093218,ENOXACARE 40MG/0.02ML,,IPCA=( HYCARE ),,,450
1093219,ENOXACARE 60MG/0.02ML,,IPCA=( HYCARE ),,,525
1093221,VAIO 24 SYP 200ML,,RONYD,,,129
1093224,VAIO POWDER 200GM,,RONYD,,,169
1093228,GLIMISAVE M-853 1*10T,,ERIS-{ PHARMA },,,77
1093232,JUPIROS-10 TAB 1*15,,ALKEM-(CARDIOLOGY),,,188
1093233,JUPIROS-20 TAB 1*15,,ALKEM-(CARDIOLOGY),,,381
1093234,JUPIROS-5 TAB 1*15,,ALKEM-(CARDIOLOGY),,,91
1093236,SUMO COLD PCF SYP 60ML,,ALKEM-(*ALPHA ),,,52
1093238,GEMIDRO TAB 1TAB,,ALKEM-(BERGEN_ASTA),,,426
1093240,GEMCAL GRO SYP 200ML,,ALKEM (BERGEN_NOVA),,,174
1093241,GEMCAL NASAL SPRAY 3.7ML,,ALKEM-(BERGEN_ASTA),,,2180
1093243,INSUMIN PLUS CAP 1*10,,ALKEM-(*MEDIVA ),,,216
1093245,NEFROSAVE FORTE 1*15,,FOURRTS:-[ SP. ],,,320
1093249,CEFOGUD-200 1*10,,FOREGEN (GENASIA BIOTECH),,,212.96
1093251,ROPIN 0.2% INJ 20ML,,NEON LAB.,,,75
1093256,XPLODE POWDER 200GM,,EMCURE:-[ PHARMA LTD ],,,411
1093257,ZEMCIFER CHEW TAB 1*10,,ZUVENTUS-( LASOR ),,,62.8
1093259,LORLIP-CV 1*10T,,UNISEARCH CD,,,120
1093260,LORLIP-LS 1*10T,,UNISEARCH CD,,,85
1093262,OMNISEC TAB 1*10,,CIPLA-( NURTURE-1 ),,,63.8
1093264,TOPCORT CREAM 5GM 5GM,,CIPLA-( SPECTRA-NP ),,,99
1093266,TRICOSILK PRO 60ML 60ML,,AJANTA-[MAXCOR],,,1200
1093269,SEBIFIN PLUS CREAM 15GM,,SUNPHARMA(ORTUS),,,235
1093271,WYSOLONE DT-10 1*15,,WYETH (AB ENT.),,,25.06
1093275,ULGEL PAN MASALA,,ALEMBIC-( ENTERON-GASTRO ),,,52
1093278,HAPPYCEF-250 TAB 1*6,,RONYD,,,249.9
1093280,RONCLAV DS SYP 30ML,,RONYD,,,90
1093286,SUPRIMOX PLUS CAP 1*10,,SUN PHARMA=[ RESPIRATORY ],,,55.5
1093287,SUPRIMOX KID TAB 1*10,,SUN PHARMA=[ RESPIRATORY ],,,12.16
1093290,TECZINE AM CAP 1*10,,SUN PHARMA=[ CROSSLAND-1 ],,,78
1093293,MOX-CLAV-375 1*10T,,SUN PHARMA=[ RESPIRATORY ],,,240.5
1093294,MOX-CLAV-625 1*10T,,(RANBAXY),,,196.88
1093295,MOX-CLAV 1G TAB 4S,,SUN PHARMA=[ RESPIRATORY ],,,394
1093296,MOX-CLAV DROPS 10ML,,SUN PHARMA=[ RESPIRATORY ],,,95
1093297,MOX-CLAV DS DISTAB 457MG 1*10,,SUN PHARMA=[ RESPIRATORY ],,,205
1093298,MOX-CLAV DS SUS 457 MG 30ML,,SUN PHARMA=[ RESPIRATORY ],,,145
1093299,MOX-CLAV ORAL SYP 30ML,,SUN PHARMA=[ RESPIRATORY ],,,68.45
1093300,MOX-CLAV DIS 156.25 MG 6S,,SUN PHARMA=[ RESPIRATORY ],,,46.7
1093301,MOX-CLAV BD DIS 228.5 MG TAB 6S,,SUN PHARMA=[ RESPIRATORY ],,,116.66
1093302,MOX-CLAV BD SYP 30ML,,SUN PHARMA=[ RESPIRATORY ],,,59.41
1093304,ROLES-20 1*15,,(RANBAXY),,,139
1093305,ROLES D CAP 1*10,,SUN PHARMA=[ PHARMA-LIFE ],,,133
1093309,CRIXAN DT-125 1*10T,,SUN PHARMA=[ CROSSLAND-1 ],,,221.6
1093310,CRIXAN OD-500 1*5,,SUN PHARMA=[ CROSSLAND-1 ],,,288.47
1093311,DOLAMIDE TAB 20 1*10,,SUN PHARMA CLASSIC,,,74.5
1093315,LOXOF 250MG 1*5,,SUN PHARMA=[ PHARMA ],,,43.78
1093317,LOXOF 500MG 1*5,,SUN PHARMA=[ PHARMA ],,,100.2
1093318,LOXOF 750MG 1*5,,SUN PHARMA=[ PHARMA ],,,81.98
1093320,LEVIOSA 299V CAP 1*10,,SUN PHARMA=[ RESPIRATORY ],,,299
1093323,NEYTA TAB 10T,,EMCURE:-[ XENNEA ],,,59.5
1093325,ROSUVAS 40 1*10,,SUN PHARMA=[ C.V-LIFE ],,,590
1093327,NO-ED SACHET 10GM,,NEXGEN-ESSENTIA DIV,,,42
1093331,VINICOR XL-50 1*10,,(IPCA),,,64.84
1093333,CARNIVIT 1*10,,SUN PHARMA=[ RESPIRATORY ],,,134
1093335,CARNIVIT E 1*10,,SUN PHARMA=[ RESPIRATORY ],,,34.9
1093337,LOPIMUNE TAB 60TAB,,CIPLA-( SUPRACARE ),,,2664.27
1093339,CAROFIT PLUS TAB 1*10,,AJANTA-[ AVECIA ],,,153
1093341,SALISIA KT SHAMPOO 75ML,,AJANTA-[ ZILLION ],,,315
1093343,RIFIDIA 200MG 1*10,,AJANTA-[ ALMIRON ],,,90
1093345,RONCLAV-375 TAB. 1*6,,RONYD,,,129
1093347,ONDY 2ML INJ 1*1,,RONYD,,,19
1093349,ONDY 4ML INJ 1*1,,RONYD,,,38
1093351,OLMAX CH-20/6.25 1*10,,GLENMARK-[ CV ],,,95.5
1093354,CUTINORM LOTION 100ML,,IPCA=( BIONOVA ),,,160
1093356,ZERODOL TH-4 1*10,,IPCA PHARMA,,,209
1093358,PEGRED 119GM,,DR.REDDY-[ RECURA ],,,307.25
1093359,PEG-SR 300 1*10,,IPCA=( INNOVA ),,,280
1093360,PICPRO-Z DRY SYP 30ML,,RONYD,,,49
1093361,PEG SR M-150 1*10,,IPCA=( INNOVA ),,,160
1093363,PANPLUS-D 1*10,,ALEMBIC-( PHARMA ),,,67
1093365,MEGACLAV-375 TAB 1*10,,ALEMBIC-( MAXICA ),,,198.2
1093369,FECORGEN (SYP). 200ML,,FOREGEN (GENASIA BIOTECH),,,96
1093371,CONSIVAS-10 TAB 10T,,EMCURE:- [CD],,,96.3
1093372,CONSIVAS-5 TAB 1*10,,EMCURE:- [CD],,,57.55
1093377,RONYCUF-D (SYP). 100ML,,RONYD,,,59.9
1093379,SIZOMAX #T-3 1*10,,RPG:-{ EMPATHY LIFE SCIENCES },,,29
1093382,LAVETA-M TAB 1*10,,(ALEMBIC),,,168
1093384,CRESAR-AM 1*15,,CIPLA:-[ VITALIS-3 ],,,110.89
1093387,PEGRED-C 138.4,,DR.REDDY-[ RECURA ],,,361.5
1093390,GARDIAN TAB 1*10,,CIPLA-( SPECTRA-2 ),,,140
1093392,TUGAIN 2% FOAM 60GM,,CIPLA-( XTERNA ),,,346
1093393,TUGAIN 5% FOAM 60GM,,CIPLA-( XTERNA ),,,996.82
1093395,OSTEOKIT 1*30,,ALEMBIC-( OSTEOFIT ),,,546.4
1093397,CODO-Q COUGH LINCTUS 100ML,,IPCA=( INTIMA ),,,61
1093400,CIPLOX 750 TAB 1*10,,CIPLA-( SPECTRA-1 ),,,129.95
1093407,ORTAN H-40 1*10,,AJANTA-[ NUVENTA ],,,125
1093408,ORTAN-10 TAB 1*10,,AJANTA-[ NUVENTA ],,,25
1093409,FIVASA NASAL SPRAY 6ML,,AJANTA MEXLON,,,240
1093411,SERTIVE 25 TAB 3*10,,EMCURE:-[ XENNEX ],,,55
1093416,LIVIVE INFUS 10ML,,EMCURE:-[ XENNEX ],,,203.3
1093418,MAGAMYCIN INJ 1GM,,( AMTEK ) MARKETING @ SERVICES,,,361.51
1093422,ZINCRIS (SYP). 60ML,,CIPLA-( NURTURE-1 ),,,69
1093424,URIFAST 1*15T,,CIPLA-( UROLOGY ),,,132.21
1093426,METOLAR AM-25 1*10T,,CIPLA-( VITALIS-1 ),,,75.02
1093433,FECORGEN TAB 1*10,,FOREGEN (GENASIA BIOTECH),,,69.9
1093435,ZANOCIN 100 (LIQ). 60ML,,SUN PHARMA=[ REXTAR ],,,92.5
1093437,XPRAB INJ 1 VIAL,,SUN PHARMA=[ PHARMA ],,,398.35
1093441,SUCRAPEN O (SYP). 100ML,,MOREPAN LAB LTD,,,91.5
1093443,ERADICLAV 625 TAB 1*10,,MOREPAN LAB LTD,,,195.9
1093445,BLAZTERE INJ 1 VAIL,,DR.REDDY^S LABORATORIES LTD.,,,3212
1093447,METXL AM-25/5 1*20,,AJANTA SOLESTA,,,225
1093450,RONYCOLD M-KID TAB 1*10,,RONYD,,,69.5
1093456,ACE REVELOL 50/5 1*10,,IPCA=( CCC ),,,285.35
1093457,REVELOL AM 25/2.5 1*10,,IPCA=( CCC ),,,129.6
1093459,BIOQUIN-200 10S,,IPCA=( BIONOVA ),,,68.5
1093461,PEG SR M-75 1*10,,IPCA=( INNOVA ),,,95
1093463,CONSIVIT B SOFT 1*10,,EMCURE:-[ XENNEA ],,,39
1093465,POD PLUS 325 10T,,UNICHEM LAB,,,253.85
1093466,POD PLUS DRY SYP. 30ML,,UNICHEM LAB,,,66.5
1093468,DOMADOL PLUS 1*10T,,TORRENT [VITUS],,,105.3
1093472,C-TAX O FORTE DRY SYP 50ML,,ZUVENTUS-( LASOR ),,,119.64
1093474,AZITHRAL-XL-100 (SYP) 30ML,,ALEMBIC-( MEGACARE ),,,92.8
1093476,METOLAR AM-50 1*10,,CIPLA-( VITALIS-1 ),,,162.51
1093478,ESLO TEL-2.5 1*15T,,ZUVENTUS HEALTHCARE LTD,,,227.1
1093479,ESLO TEL-5 1*10T,,ZUVENTUS HEALTHCARE LTD,,,226
1093481,HYDRAZIDE-12.5 1*10,,CIPLA-( SPECTRA-NP ),,,9.74
1093484,CEFOP-AZ 125 KID 1*10,,MEDLEY-( NUTRAKARE ),,,99
1093486,DIP-5 MG 1*10T,,ALKEM-(*MEDIVA ),,,29
1093488,SUMO COLD PCF DROP 10ML,,ALKEM-(*ALPHA ),,,39
1093490,TRINERVE FORTE CAP 1*10,,ALKEM-(*ACE ),,,159.5
1093492,PEG SR M-300 1*10,,IPCA=( INNOVA ),,,290
1093498,PIOGLU M-15 1*10,,EMCURE:-[ CRIANTE ],,,42.4
1093502,PLEOTOR T 1*10,,IPCA=( HYCARE ),,,90
1093504,ARGIN SACHET 5GM,,(FOURTS),,,43
1093506,ROSUFIT-5 1*15,,AJANTA-[INOVIO],,,90.5
1093507,ROSUFIT-10 1*15,,AJANTA-[INOVIO],,,151
1093511,TELEACT D 80 1*10,,SUNPHARMA V (OLD),,,179.5
1093513,ZUVOG M-0.2 TAB 1*10,,ZUVENTUS LIFESTYLE,,,134.55
1093515,SEACOD ACTIVE [30] 1*30,,UNIVERSAL,,,108
1093517,SALISIA SOAP 75GM,,AJANTA-[ ZILLION ],,,75
1093519,MELACARE-HC 15GM,,AJANTA-[ ZILLION ],,,95
1093521,CUTINORM BATHING BAR 75G,,IPCA=( BIONOVA ),,,125
1093523,PITOCIN INJ 1ML 1ML,,PFIZER-( FUTURA ),,,19.57
1093525,GUTCLEAR (SYP) 100 100ML,,ZUVENTUS-( GROMAXX ),,,142.4
1093527,POLARES 100 DRY SYP 30ML,,ZUVENTUS-( GROMAXX ),,,111.45
1093529,FRIDA TAB 1*10,,SERUM INSTITUTE OF INDIA,,,75.2
1093531,UTEREST TAB 1*30,,SERUM INSTITUTE OF INDIA,,,36
1093534,MAGNIPRO 1*10,,PHARMED ACE,,,152.86
1093536,ADVOG-0.2 MG 1*10,,ERIS-{ INSPIRA },,,82.52
