DRUG CODE,BRAND NAME,pack,MANUFACTURER,catg,subcatg,MRP
1041707,Nivea Essential Lip Balm With Shea Butter 10 gm,,Reckitt Benckiser India Pvt Ltd,,,82
845469,Nivea Fruity Lip Balm - Strawberry 10 gm,,Reckitt Benckiser India Pvt Ltd,,,82
937280,Nivea Men 42K Deodorant Spray 150 ml,,Reckitt Benckiser India Pvt Ltd,,,82
937274,Nivea Men Acne Face Wash 50 gm,,Reckitt Benckiser India Pvt Ltd,,,82
903220,Nivea Men All-in-1 Charcoal 10X Vitamin C Effect Face Wash 100 gm,,Reckitt Benckiser India Pvt Ltd,,,82
409766,Nivea Men Body Deodorizer - Energy 120 ml,,Reckitt Benckiser India Pvt Ltd,,,82
409765,Nivea Men Body Deodorizer - Ice Cool 120 ml,,Reckitt Benckiser India Pvt Ltd,,,82
858117,Nivea Men Dark Spot Reduction 10X Vitamin C Effect Face Wash 100 gm,,Reckitt Benckiser India Pvt Ltd,,,82
910093,Nivea Men Dark Spot Reduction 10X Vitamin C Effect Face Wash 50 gm,,Reckitt Benckiser India Pvt Ltd,,,82
891222,Nivea Men Dark Spot Reduction Creme 150 ml,,Reckitt Benckiser India Pvt Ltd,,,82
1041704,Nivea Men Dark Spot Reduction Creme 30 ml,,Reckitt Benckiser India Pvt Ltd,,,82
966751,Nivea Men Deep Impact Acne Face Wash - Himalayan Rock Salt + Salicylic Acid 100 gm,,Reckitt Benckiser India Pvt Ltd,,,82
820357,Nivea Men Deep Impact Deodorant - Freshness 150 ml,,Reckitt Benckiser India Pvt Ltd,,,82
823198,Nivea Men Deep Impact Face & Beard Wash - Intense Clean 100 gm,,Reckitt Benckiser India Pvt Ltd,,,82
823197,Nivea Men Deep Impact Roll On Deodorant - Freshness 50 ml,,Reckitt Benckiser India Pvt Ltd,,,82
937285,Nivea Men Face Moisturiser Non-Sticky Gel - Fresh 30 ml,,Reckitt Benckiser India Pvt Ltd,,,82
409767,Nivea Men Fresh Active Deodorant 150 ml,,Reckitt Benckiser India Pvt Ltd,,,82
801482,Nivea Men Fresh Ocean Deodorant Spray 150 ml,,Reckitt Benckiser India Pvt Ltd,,,82
13596,Nivea Men Fresh Power Deodorant 150 ml,,Reckitt Benckiser India Pvt Ltd,,,82
411251,Nivea Men Roll On Deodorant - Fresh Active 25 ml,,Reckitt Benckiser India Pvt Ltd,,,360
902960,Nivea Men Roll-On Deodorant Buy 2 Get 1 Free Combo Pack - Fresh active + Cool Kick + Deep Impact (Pack of 3 x 50 ml),,Reckitt Benckiser India Pvt Ltd,,,360
801484,Nivea Men Sensitive Shaving Foam 200 ml,,Reckitt Benckiser India Pvt Ltd,,,360
13641,Nivea Men Silver Protect Antibacterial Deodorant 150 ml,,Reckitt Benckiser India Pvt Ltd,,,360
813687,Nivea Men SPF 15 Lip Balm - Active Care 4.8 gm,,Reckitt Benckiser India Pvt Ltd,,,360
857518,Nivea Milk Delights Face Wash for Dry Skin - Honey 50 ml,,Reckitt Benckiser India Pvt Ltd,,,360
833986,Nivea Nourishing Lotion Body Milk - Deep Moisture Serum 200 ml,,Reckitt Benckiser India Pvt Ltd,,,360
935260,Nivea Nourishing Lotion Body Milk - Deep Moisture Serum 400 ml,,Reckitt Benckiser India Pvt Ltd,,,360
842867,Nivea Oil In Lotion Rose & Argan Oil for Dry Skin 400 ml,,Reckitt Benckiser India Pvt Ltd,,,360
802824,Nivea Original Care Lip Balm 4.8 gm,,Reckitt Benckiser India Pvt Ltd,,,360
13643,Nivea Pearl & Beauty Deodorant 150 ml,,Reckitt Benckiser India Pvt Ltd,,,360
411250,Nivea Pearl & Beauty Roll On 25 ml,,Reckitt Benckiser India Pvt Ltd,,,360
825339,Nivea Pearl & Beauty Roll On 50 ml,,Reckitt Benckiser India Pvt Ltd,,,360
851504,Nivea Pomegranate Shine Lip Balm 4.8 gm,,Reckitt Benckiser India Pvt Ltd,,,360
412559,Nivea Protect & Care Roll On 25 ml,,Reckitt Benckiser India Pvt Ltd,,,360
937269,Nivea Roll On Deodorant - Fresh Natural 25 ml,,Reckitt Benckiser India Pvt Ltd,,,360
411253,Nivea Roll-On Deodorant - Whitening Smooth Skin 25 ml,,Reckitt Benckiser India Pvt Ltd,,,360
935258,Nivea Roll-On Deodorant Buy 2 Get 1 Free Combo Pack - Pearl Beauty + Protect & Care + Whitening Sensitive Skin (Pack of 3 x 50 ml),,Reckitt Benckiser India Pvt Ltd,,,360
851506,Nivea Shea Smooth Body Milk 200 ml,,Reckitt Benckiser India Pvt Ltd,,,360
895174,Nivea Shower Gel - Lemon & Oil 125 ml,,Reckitt Benckiser India Pvt Ltd,,,360
895175,Nivea Shower Gel - Waterlilly & Oil 125 ml,,Reckitt Benckiser India Pvt Ltd,,,360
974922,NIVEA SOFT Body cream - Pomegrante 50 ml,,Reckitt Benckiser India Pvt Ltd,,,360
909366,Nivea Soft Light Moisturiser - Berry Blossom 100 ml,,Reckitt Benckiser India Pvt Ltd,,,360
888390,Nivea Soft Light Moisturiser - Berry Blossom 50 ml,,Reckitt Benckiser India Pvt Ltd,,,120
888391,Nivea Soft Light Moisturiser - Chilled Mint 50 ml,,Reckitt Benckiser India Pvt Ltd,,,120
13617,Nivea Soft Light Moisturiser 200 ml,,Reckitt Benckiser India Pvt Ltd,,,120
13603,Nivea Soft Light Moisturiser 25 ml,,Reckitt Benckiser India Pvt Ltd,,,120
901011,Nivea Soft Light Moisturiser 300 ml,,Reckitt Benckiser India Pvt Ltd,,,120
903871,Nivea Soft Light Moisturiser 50 ml,,Reckitt Benckiser India Pvt Ltd,,,120
411258,Nivea Sun Protect & Moisture SPF 50 Lotion 125 ml,,Reckitt Benckiser India Pvt Ltd,,,120
411256,Nivea Sun Protect & Moisture SPF 50 Lotion 75 ml,,Reckitt Benckiser India Pvt Ltd,,,120
411006,Nivea Whitening Cool Sensation Body Lotion 75 ml,,Reckitt Benckiser India Pvt Ltd,,,120
967025,Reverzo Vitamin C Face Serum 20 ml,,Reckitt Benckiser India Pvt Ltd,,,120
362506,Scalpe Plus Anti Dandruff Shampoo 75 ml,,Reckitt Benckiser India Pvt Ltd,,,120
917046,Scalpe Pro Daily Anti Dandruff Shampoo 100 ml,,Reckitt Benckiser India Pvt Ltd,,,120
