item_code,brand,Master Catalogue name,medicine_type,exp_sku_brand,mod_brand,count_tab,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,pack,manufacturer,catg,subcatg,mrp
DEK0007,dekofsyn 100's tab,,tablet,dekofsyn 100s,dekofsyn 100s,1,dekofsyn,dekofsyn,dekofsyn,100,ALARSIN PHARMACEUTICALS LTD,,,1.02
DEP0062,deprend tab 10's,,tablet,deprend,deprend 10s,1,deprend,deprend,deprend,10,BIRLA LIFE SCIENCES,,,3.3
DEP0218,depauz tab 10's (relphia),,tablet,depauz,depauz 10s relphia,1,depauz,depauz,depauz,10,RELPHIA LIFE SCIENCES,,,34.0
DER0077,dermarut tab 10's,,tablet,dermarut,dermarut 10s,1,dermarut,dermarut,dermarut,10,BIRLA LIFE SCIENCES,,,4.2
DER0354,dermaton vh 8 tab,,tablet,dermaton vh,dermaton vh 8,1,dermaton,dermaton,dermaton,1,HAR-HARI OM MANUFACTURERES,,,75.0
DES0047,destrol tab 10's,,tablet,destrol,destrol 10s,1,destrol,destrol,destrol,10,ABL BIOTECHNOLOGIESS PVT LTD,,,0.74
DFE0004,d'fend s/f orange flav effervescent tab 20's,,tablet,dfend s/f orange flav effervescent,dfend s/f orange flav effervescent 20s,1,dfend s/f orange flav,dfend s/f orange,dfend s/f,1,FUSION HEALTH CARE PVT LTD,,,399.0
DFI0002,dfit tab 10's,,tablet,dfit,dfit 10s,1,dfit,dfit,dfit,10,CAH-CADILA HEALTHCARE LTD,,,5.0
DHA0007,dhanwantharam-101 tab 10's,,tablet,dhanwantharam,dhanwantharam 101 10s,1,dhanwantharam,dhanwantharam,dhanwantharam,10,NAG-NAGARJUNA,,,1.2
DHA0012,dhatrika tab 10's,,tablet,dhatrika,dhatrika 10s,1,dhatrika,dhatrika,dhatrika,10,BIRLA LIFE SCIENCES,,,67.0
DHA0049,dhatri nisha plus tab 60's,,tablet,dhatri nisha plus,dhatri nisha plus 60s,1,dhatri nisha,dhatri,dhatri,1,KAL-KALLESHWAR AYURVEDA CARE,,,150.0
DHA0051,dhatri loha tab 80's,,tablet,dhatri loha,dhatri loha 80s,1,dhatri,dhatri,dhatri,1,VIRGO HEALTH CARE PVT LTD,,,115.0
DHO0014,dhootapapeshwar vasant kusumakar rasa 30's tab,,tablet,dhootapapeshwar vasant kusumakar rasa 30s,dhootapapeshwar vasant kusumakar rasa 30s,1,dhootapapeshwar vasant kusumakar rasa,dhootapapeshwar vasant kusumakar,dhootapapeshwar vasant,1,DUMMY,,,1505.0
DHO0017,dhootapapeshwar sootha shekhar ras 100's tab,,tablet,dhootapapeshwar sootha shekhar ras 100s,dhootapapeshwar sootha shekhar ras 100s,1,dhootapapeshwar sootha shekhar ras,dhootapapeshwar sootha shekhar,dhootapapeshwar sootha,1,DUMMY,,,257.0
DHO0025,mahalaxmivilas rasa prm tab 10's (dhootapapeshwar),,tablet,mahalaxmivilas rasa prm,mahalaxmivilas rasa prm 10s dhootapapeshwar,1,mahalaxmivilas rasa,mahalaxmivilas,mahalaxmivilas,1,SHR-SHREE DHOOTAPAPESHWAR LTD,,,30.5
DHO0043,dhootapapeshwar vatavidhwansa maha rasa 60's tab,,tablet,dhootapapeshwar vatavidhwansa maha rasa 60s,dhootapapeshwar vatavidhwansa maha rasa 60s,1,dhootapapeshwar vatavidhwansa maha rasa,dhootapapeshwar vatavidhwansa maha,dhootapapeshwar vatavidhwansa,1,SHR-SHREE DHOOTAPAPESHWAR LTD,,,130.0
DHO0062,dhootapapeshwar brahmi vati buddhivardhak 60s tab,,tablet,dhootapapeshwar brahmi vati buddhivardhak 60s,dhootapapeshwar brahmi vati buddhivardhak 60s,1,dhootapapeshwar brahmi vati buddhivardhak,dhootapapeshwar brahmi vati,dhootapapeshwar brahmi,1,SHR-SHREE DHOOTAPAPESHWAR LTD,,,3.38
DHO0072,dhoothpapeshwar asthiposhak tab 60's,,tablet,dhoothpapeshwar asthiposhak,dhoothpapeshwar asthiposhak 60s,1,dhoothpapeshwar,dhoothpapeshwar,dhoothpapeshwar,1,SHR-SHREE DHOOTAPAPESHWAR LTD,,,198.0
DHO0157,dhouty yog tablet 30s,,tablet,dhouty yog,dhouty yog 30s,1,dhouty,dhouty,dhouty,1,3M INDIA LTD,,,100.0
DIA0487,diarika tab 10's,,tablet,diarika,diarika 10s,1,diarika,diarika,diarika,10,KARNANI PHARMACEUTICALS,,,1.2
DIA0538,diajowel vh 11 tab,,tablet,diajowel vh,diajowel vh 11,1,diajowel,diajowel,diajowel,1,HAR-HARI OM MANUFACTURERES,,,75.0
DIA0599,diabetrack tab 30's (tanvi herbals),,tablet,diabetrack,diabetrack 30s tanvi herbals,1,diabetrack,diabetrack,diabetrack,30,TAN-TANVI COLLECTION INDIA PVT,,,4.17
DIA0679,diabkalp tab 30's (pravek),,tablet,diabkalp,diabkalp 30s pravek,1,diabkalp,diabkalp,diabkalp,1,PRAVEK KALP PVT LTD,,,80.0
DIA0776,diabza diabetes controller tab 60's (teachers),,tablet,diabza diabetes controller,diabza diabetes controller 60s teachers,1,diabza diabetes,diabza,diabza,1,TEACHER'S GRACE SCIENTIFIC AYURVEDA,,,540.0
DIA0788,diataal choco vits chocolate flav chew tab 10's,,tablet,diataal chocolate vits chocolate flav chew,diataal chocolate vits flav chew 10s,1,diataal chocolate vits chocolate flav,diataal chocolate vits chocolate,diataal chocolate vits,10,USV LTD,,,8.5
DIC0514,dicalciiplex tab 15's,,tablet,dicalciiplex,dicalciiplex 15s,1,dicalciiplex,dicalciiplex,dicalciiplex,15,KHANDELWAL LABORATORIES LTD,,,7.9
DIG0224,digivid 600 s/f orange flav chew tab 10's,,tablet,digivid 600 s/f orange flav chew,digivid 600 s/f orange flav chew 10s,1,digivid 600 s/f orange flav,digivid 600 s/f orange,digivid 600 s/f,10,DIGITAL VISION LTD,,,28.0
DIL0213,dilapsin tab 30's,,tablet,dilapsin,dilapsin 30s,1,dilapsin,dilapsin,dilapsin,30,SOL-SOLUMIKS,,,2.93
DIN0046,dindayal hriday kavach tabs 30's,,tablet,dindayal hriday kavach,dindayal hriday kavach 30s,1,dindayal hriday,dindayal,dindayal,1,DIN-DINDYAL,,,450.0
DIN0047,dindayal livcare ultra tabs 30's,,tablet,dindayal livcare ultra,dindayal livcare ultra 30s,1,dindayal livcare,dindayal,dindayal,1,DIN-DINDYAL,,,120.0
DIN0066,dinate-cp tab 15's (divine),,tablet,dinate cp,dinate cp 15s divine,1,dinate,dinate,dinate,15,DIVINE SAVIOUR PVT LTD,,,17.33
DIV0261,divya medha vati extra power tab 120's (patanjali),,tablet,divya medha vati extra power,divya medha vati extra power 120s patanjali,1,divya medha vati extra,divya medha vati,divya medha,1,PATHANJALI AYURVEDA LIMITED,,,250.0
DOR0135,dorcical fizz orange flav effervescent tab 15's,,tablet,dorcical fizz orange flav effervescent,dorcical fizz orange flav effervescent 15s,1,dorcical fizz orange flav,dorcical fizz orange,dorcical fizz,1,LEPIUS LIFESCIENCE PVT LTD,,,124.2
DPU0001,d-push 60k orange flav tab 4's,,tablet,d push 60k orange flav,d push 60k orange flav 4s,1,d push 60k orange,d push 60k,d push,4,RELICON PHARMACEUTICAL PVT LTD,,,24.75
DRR0033,dr reckeweg five phosph 6x tablet,,tablet,dr reckeweg five phosph 6x,dr reckeweg five phosph 6x,1,dr reckeweg five phosph,dr reckeweg five,dr reckeweg,1,3M INDIA LTD,,,160.0
DRR0034,dr reckeweg calcarea phosphorica 6x tablet 20gm,,tablet,dr reckeweg calcarea phosphorica 6x,dr reckeweg calcarea phosphorica 6x 20,1,dr reckeweg calcarea phosphorica,dr reckeweg calcarea,dr reckeweg,1,3M INDIA LTD,,,160.0
DRV0023,dr.vaidya's herbobuild ds tablets 30's,,tablet,dr.vaidyas herbobuild ds,dr.vaidyas herbobuild ds 30s,1,dr.vaidyas herbobuild,dr.vaidyas,dr.vaidyas,1,HERBOLAB INDIA PVT LTD,,,400.0
DUC0095,ducodyl tab (bisacodyl gastro-resistant tab),,tablet,ducodyl,ducodyl bisacodyl gastro resistants,2,ducodyl,ducodyl,ducodyl,10,3M INDIA LTD,,,11.0
DUO0162,duo plus tab,,tablet,duo plus,duo plus,1,duo,duo,duo,1,ZENTIVA HEALTHCARE PVT LTD,,,20.0
DUO0227,duo stop 50/75 tab 10's,,tablet,duo stop 50/75,duo stop 50/75 10s,1,duo stop,duo,duo,10,INTEGRACE PVT LTD,,,16.0
DYB0001,dybogen  tab,,tablet,dybogen,dybogen,1,dybogen,dybogen,dybogen,1,VER-VERMA PHARMACY,,,2.5
DYN0105,dynex gold tab 10's,,tablet,dynex gold,dynex gold 10s,1,dynex,dynex,dynex,10,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,7.7
EAU0011,eaucal-k2 bubblegum flav chew tab 10's,,tablet,eaucal k2 bubblegum flav chew,eaucal k2 bubblegum flav chew 10s,1,eaucal k2 bubblegum flav,eaucal k2 bubblegum,eaucal k2,10,MEDSTRY BIOTECH PVT LTD,,,24.01
EBO0016,ebony tab 10's,,tablet,ebony,ebony 10s,1,ebony,ebony,ebony,10,NEWTRIMED HEALTHCARE PVT LTD,,,18.0
EC10001,ec 1000 s/f orange flav tab 10's,,tablet,ec 1000 s/f orange flav,ec 1000 s/f orange flav 10s,1,ec 1000 s/f orange,ec 1000 s/f,ec 1000,1,DERMAREX HEALTHCARE LTD,,,190.0
ECZ0002,eczegon tab 10's,,tablet,eczegon,eczegon 10s,1,eczegon,eczegon,eczegon,10,BIRLA LIFE SCIENCES,,,4.8
EDL0001,edleo tab 10's (aanav),,tablet,edleo,edleo 10s aanav,1,edleo,edleo,edleo,1,AANAV HEALTHCARE PVT LTD,,,150.0
EFF0059,effcovit-cz orange flav chew tab 10's,,tablet,effcovit cz orange flav chew,effcovit cz orange flav chew 10s,1,effcovit cz orange flav,effcovit cz orange,effcovit cz,10,BEN HADDED PHARMA PVT LTD,,,6.5
EFF0060,effcovit-d3 orange flav chew tab 15's,,tablet,effcovit d3 orange flav chew,effcovit d3 orange flav chew 15s,1,effcovit d3 orange flav,effcovit d3 orange,effcovit d3,15,BEN HADDED PHARMA PVT LTD,,,16.0
EFF0075,effcovit-d3 orange flav chew tab 10's,,tablet,effcovit d3 orange flav chew,effcovit d3 orange flav chew 10s,1,effcovit d3 orange flav,effcovit d3 orange,effcovit d3,10,BEN HADDED PHARMA PVT LTD,,,17.0
EFV0002,efvc s/f orange flav effervescent tab 20's,,tablet,efvc s/f orange flav effervescent,efvc s/f orange flav effervescent 20s,1,efvc s/f orange flav,efvc s/f orange,efvc s/f,1,MRHM PHARMA PVT LTD,,,399.0
EKA0002,ekangwfer ras tab 40's,,tablet,ekangwfer ras,ekangwfer ras 40s,1,ekangwfer,ekangwfer,ekangwfer,1,A R K COMPANY,,,2.87
ELA0144,eladi cough & cold chewable tab 200's,,tablet,eladi cough & cold chewable,eladi cough & cold chewable 200s,1,eladi cough & cold,eladi cough &,eladi cough,200,DUMMY,,,1.0
ELC0100,elc1000 s/f orange flav effervescent tab 20's,,tablet,elc1000 s/f orange flav effervescent,elc1000 s/f orange flav effervescent 20s,1,elc1000 s/f orange flav,elc1000 s/f orange,elc1000 s/f,1,ELIS PHARMACEUTICALS INDIA PVT LTD,,,340.0
ELE0226,elements uri flush-3 plus tab 60's (mi),,tablet,elements uri flush 3 plus,elements uri flush 3 plus 60s mi,1,elements uri flush 3,elements uri flush,elements uri,1,MI LIFESTYLE MARKETING GLOBAL PVT LTD,,,1100.0
EMS0028,emsee tab 10's,,tablet,emsee,emsee 10s,1,emsee,emsee,emsee,10,MEGDE HEALTHCARE,,,9.0
EMU0031,emuvit-z orange flav chew tab 10's,,tablet,emuvit z orange flav chew,emuvit z orange flav chew 10s,1,emuvit z orange flav,emuvit z orange,emuvit z,10,ZENON HEALTHCARE LTD,,,19.9
ENE0025,enerjet tab 10's,,tablet,enerjet,enerjet 10s,1,enerjet,enerjet,enerjet,10,BIRLA LIFE SCIENCES,,,1.33
ENE0091,energol-ma 500mg tab 10's,,tablet,energol ma,energol ma 500 10s,1,energol,energol,energol,10,MAH-MAHARISHI AYRUVEDIC,,,18.6
ENE0102,energy 6 tab 10's,,tablet,energy,energy 6 10s,1,energy,energy,energy,10,BRUSSELS LABORATORIES PVT LTD,,,12.0
ENG0075,engeza d3 60k orange flav chew tab 4's,,tablet,engeza d3 60k orange flav chew,engeza d3 60k orange flav chew 4s,1,engeza d3 60k orange flav,engeza d3 60k orange,engeza d3 60k,4,MERAKI HEALTH,,,26.5
ENN0001,enn stone tab,,tablet,enn stone,enn stone,1,enn,enn,enn,10,DR REDDY S (ONCOLOGY),,,5.5
ENO0006,eno (lemon) tab,,tablet,eno lemon,eno lemon,1,eno,eno,eno,4,HINDUSTAN UNILEVER LIMITED(HFD),,,7.0
ENO0059,eno refreshing tabs,,tablet,eno refreshing,eno refreshing,1,eno,eno,eno,6,HINDUSTAN UNILEVER LIMITED(HFD),,,1.33
ENO0061,eno mint tablets 6's,,tablet,eno mint,eno mint 6s,1,eno,eno,eno,1,HINDUSTAN UNILEVER LIMITED(HFD),,,1.33
ENT0071,entostal  tab,,tablet,entostal,entostal,1,entostal,entostal,entostal,30,SOL-SOLUMIKS,,,2.0
ENT0125,entron vh 10 tablet,,tablet,entron vh,entron vh 10,1,entron,entron,entron,1,HAR-HARI OM MANUFACTURERES,,,2.5
ENT0157,entcold tab 10's,,tablet,entcold,entcold 10s,1,entcold,entcold,entcold,10,GLANDSTONE PHARMA INDIA PVT LTD,,,5.9
ENT0166,enterofizz-el orange flav effervescent tab 4's,,tablet,enterofizz el orange flav effervescent,enterofizz el orange flav effervescent 4s,1,enterofizz el orange flav,enterofizz el orange,enterofizz el,4,THEMIS PHARMACEUTICALS LTD,,,34.0
ENV0054,envirochip for tablet/ wi-fi router silver 1,,tablet,envirochip for,envirochip for wi fi router silver 1,1,envirochip,envirochip,envirochip,1,SYENERGY ENVIRONICS LTD,,,700.0
ENV0055,envirochip for tablet/wi-fi router black 1,,tablet,envirochip for,envirochip for tablet/wi fi router black 1,1,envirochip,envirochip,envirochip,1,SYENERGY ENVIRONICS LTD,,,700.0
ENZ0195,enzowell mix fruit flav chew tab 10's,,tablet,enzowell mix fruit flav chew,enzowell mix fruit flav chew 10s,1,enzowell mix fruit flav,enzowell mix fruit,enzowell mix,10,MEDWELL PHARMACEUTICALS,,,62.9
EPD0001,epderm tab 10's,,tablet,epderm,epderm 10s,1,epderm,epderm,epderm,10,GD PHARMACEUTICALSS PVT LTD,,,3.84
EPI0318,epione-d3 60k pineapple flav chew tab 4's,,tablet,epione d3 60k pineapple flav chew,epione d3 60k pineapple flav chew 4s,1,epione d3 60k pineapple flav,epione d3 60k pineapple,epione d3 60k,4,EPIONE PHARMACEUTICALS PVT LTD,,,24.5
ERA0126,erakivit-d3 60k orange flav chew tab 4's,,tablet,erakivit d3 60k orange flav chew,erakivit d3 60k orange flav chew 4s,1,erakivit d3 60k orange flav,erakivit d3 60k orange,erakivit d3 60k,4,ERAKI PHARMACEUTICALS,,,27.0
ERI0085,erich forte lemon flav chew tab 10's,,tablet,erich forte lemon flav chew,erich forte lemon flav chew 10s,1,erich forte lemon flav,erich forte lemon,erich forte,10,ZEE LABORATORIES LTD,,,12.5
ERO0029,erozen tab,,tablet,erozen,erozen,1,erozen,erozen,erozen,10,ASV LABS PVT LTD,,,9.8
ESC0150,escor-z s/f orange flav tab 20's,,tablet,escor z s/f orange flav,escor z s/f orange flav 20s,1,escor z s/f orange,escor z s/f,escor z,1,ADROIT HEALTHCARE PVT LTD,,,358.0
ESO0297,esomifyl 40 tab 10's,,tablet,esomifyl,esomifyl 40 10s,1,esomifyl,esomifyl,esomifyl,10,LEEFORD HEALTH CARE LTD,,,6.5
EVE0062,eveshor tab 10's,,tablet,eveshor,eveshor 10s,1,eveshor,eveshor,eveshor,10,BIRLA LIFE SCIENCES,,,4.2
EVE0282,evecare forte tab 10's (himalaya),,tablet,evecare forte,evecare forte 10s himalaya,1,evecare,evecare,evecare,10,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,4.2
EXP0038,expel tab 10's,,tablet,expel,expel 10s,1,expel,expel,expel,10,ZOIC LIFE SCIENCES,,,3.85
EXP0071,expedite tab 10's (merven),,tablet,expedite,expedite 10s merven,1,expedite,expedite,expedite,10,MERVEN PHARMACEUTICALS,,,6.0
EXT0038,extus cc tab 10's,,tablet,extus cc,extus cc 10s,1,extus,extus,extus,10,ADONIS LABORATORIES PVT LTD,,,3.0
EZC0001,ez card tab,,tablet,ez card,ez card,1,ez,ez,ez,1,NOVORIX PHARMA PVT LTD,,,11.0
EZI0001,ezislim 60's tab,,tablet,ezislim 60s,ezislim 60s,1,ezislim,ezislim,ezislim,1,ACTIFIT INDIA PVT LTD,,,340.0
EZY0006,ezyme tab,,tablet,ezyme,ezyme,1,ezyme,ezyme,ezyme,10,CENTAUR PHARMACETICALS PVT,,,1.0
FAS0112,fast&up charge fizzy orange blast effervescent tab 20's,,tablet,fast&up charge fizzy orange blast effervescent,fast&up charge fizzy orange blast effervescent 20s,1,fast&up charge fizzy orange blast,fast&up charge fizzy orange,fast&up charge fizzy,1,AERONUTRIX SPORTS PRODUCTS PVT LTD,,,390.0
FAS0113,fast&up reload fizzy berry blast effervescent tab 20's,,tablet,fast&up reload fizzy berry blast effervescent,fast&up reload fizzy berry blast effervescent 20s,1,fast&up reload fizzy berry blast,fast&up reload fizzy berry,fast&up reload fizzy,1,AERONUTRIX SPORTS PRODUCTS PVT LTD,,,215.0
FAS0114,fast&up vitalize fizzy orange blast effervescent tab 20's,,tablet,fast&up vitalize fizzy orange blast effervescent,fast&up vitalize fizzy orange blast effervescent 20s,1,fast&up vitalize fizzy orange blast,fast&up vitalize fizzy orange,fast&up vitalize fizzy,1,AERONUTRIX SPORTS PRODUCTS PVT LTD,,,390.0
FAS0116,fast&up reload fizzy lemon blast effervescent tab 20's,,tablet,fast&up reload fizzy lemon blast effervescent,fast&up reload fizzy lemon blast effervescent 20s,1,fast&up reload fizzy lemon blast,fast&up reload fizzy lemon,fast&up reload fizzy,1,AERONUTRIX SPORTS PRODUCTS PVT LTD,,,215.0
FAS0122,fast&up calcio fizzy orange blast tab 20's,,tablet,fast&up calcio fizzy orange blast,fast&up calcio fizzy orange blast 20s,1,fast&up calcio fizzy orange,fast&up calcio fizzy,fast&up calcio,1,AERONUTRIX SPORTS PRODUCTS PVT LTD,,,190.0
FAS0135,fast&up vitalize fizzy orange blast effervescent tab 10's,,tablet,fast&up vitalize fizzy orange blast effervescent,fast&up vitalize fizzy orange blast effervescent 10s,1,fast&up vitalize fizzy orange blast,fast&up vitalize fizzy orange,fast&up vitalize fizzy,1,AERONUTRIX SPORTS PRODUCTS PVT LTD,,,200.0
FAS0146,fast&up charge kidz mango flavour tab 25's,,tablet,fast&up charge kidz mango flavour,fast&up charge kidz mango flavour 25s,1,fast&up charge kidz mango,fast&up charge kidz,fast&up charge,1,AERONUTRIX SPORTS PRODUCTS PVT LTD,,,390.0
FAS0152,fast&up reload peach ice tea tab 20's,,tablet,fast&up reload peach ice tea,fast&up reload peach ice tea 20s,1,fast&up reload peach ice,fast&up reload peach,fast&up reload,1,AERONUTRIX SPORTS PRODUCTS PVT LTD,,,235.0
FAS0165,fast&up charge kidz mango flavour tab 25s,,tablet,fast&up charge kidz mango flavour,fast&up charge kidz mango flavour 25s,1,fast&up charge kidz mango,fast&up charge kidz,fast&up charge,1,3M INDIA LTD,,,23.0
FAS0170,fast&up reload peach ice tea tab 20s,,tablet,fast&up reload peach ice tea,fast&up reload peach ice tea 20s,1,fast&up reload peach ice,fast&up reload peach,fast&up reload,1,3M INDIA LTD,,,265.0
FAT0002,fatfree tab 10's,,tablet,fatfree,fatfree 10s,1,fatfree,fatfree,fatfree,10,3M INDIA LTD,,,7.5
FEM0228,femitone vh 2 tablet,,tablet,femitone vh,femitone vh 2,1,femitone,femitone,femitone,1,HAR-HARI OM MANUFACTURERES,,,2.5
FEV0056,fevrex tab 30's (tanvi herbal),,tablet,fevrex,fevrex 30s tanvi herbal,1,fevrex,fevrex,fevrex,1,TAN-TANVI COLLECTION INDIA PVT,,,170.0
FIB0131,fibronac 600 orange flav chew tab 10's,,tablet,fibronac 600 orange flav chew,fibronac 600 orange flav chew 10s,1,fibronac 600 orange flav,fibronac 600 orange,fibronac 600,10,QUANTIS BIOTECH INDIA PVT LTD,,,24.8
FIB0139,fibrocin tab 35's,,tablet,fibrocin,fibrocin 35s,1,fibrocin,fibrocin,fibrocin,1,DR. JOHN LABS HEALTHCARE PVT LTD,,,130.0
FIF0011,fifatrol tab 30's,,tablet,fifatrol,fifatrol 30s,1,fifatrol,fifatrol,fifatrol,1,AIMIL PHARMA INDIA PVT LTD,,,184.0
FIL0043,filly tab,,tablet,filly,filly,1,filly,filly,filly,1,DUMMY,,,190.0
FIT0070,fitchamp tab 10's,,tablet,fitchamp,fitchamp 10s,1,fitchamp,fitchamp,fitchamp,10,KAPLIN HEALTHCARE PVT LTD,,,16.5
FIT0096,fitspire fit women multivitamin tab 60's,,tablet,fitspire fit women multivitamin,fitspire fit women multivitamin 60s,1,fitspire fit women,fitspire fit,fitspire,1,STARCARE,,,1899.0
FIT0097,fitspire fit men vitality tab 60's,,tablet,fitspire fit men vitality,fitspire fit men vitality 60s,1,fitspire fit men,fitspire fit,fitspire,1,STARCARE,,,1799.0
FIT0098,fitspire fit men gold multivitamin tab 60's,,tablet,fitspire fit men gold multivitamin,fitspire fit men gold multivitamin 60s,1,fitspire fit men gold,fitspire fit men,fitspire fit,1,STARCARE,,,1999.0
FIT0099,fitspire immunity booster tab 60's,,tablet,fitspire immunity booster,fitspire immunity booster 60s,1,fitspire immunity,fitspire,fitspire,1,STARCARE,,,1299.0
FIX0016,fixon 200mg tab 10's,,tablet,fixon,fixon 200 10s,1,fixon,fixon,fixon,10,IPCA LABORATORIES PVT LTD,,,190.0
FIX0127,fixon cl 325 tab 10's,,tablet,fixon cl,fixon cl 325 10s,1,fixon,fixon,fixon,10,LANMARK PHARMACEUTICALS,,,22.1
FIZ0002,fizinorm forte tab,,tablet,fizinorm forte,fizinorm forte,1,fizinorm,fizinorm,fizinorm,4,FIZIKEM LIFE SCIENCES,,,12.49
FIZ0024,fizonac 600 orange flav effervescent tab 10's,,tablet,fizonac 600 orange flav effervescent,fizonac 600 orange flav effervescent 10s,1,fizonac 600 orange flav,fizonac 600 orange,fizonac 600,10,DEPSON HEALTHCARE,,,22.0
FLA0044,flagcip tab 10's,,tablet,flagcip,flagcip 10s,1,flagcip,flagcip,flagcip,10,BIRLA LIFE SCIENCES,,,9.0
FLE0052,flexeaze tab 10's,,tablet,flexeaze,flexeaze 10s,1,flexeaze,flexeaze,flexeaze,10,BIRLA LIFE SCIENCES,,,4.8
FLE0053,flexyton tab 10's,,tablet,flexyton,flexyton 10s,1,flexyton,flexyton,flexyton,10,BIRLA LIFE SCIENCES,,,10.0
FOL0796,fol-d3 60k s/f orange flav chew tablet 4's,,tablet,fol d3 60k s/f orange flav chew,fol d3 60k s/f orange flav chew 4s,1,fol d3 60k s/f orange flav,fol d3 60k s/f orange,fol d3 60k s/f,4,ZAIN PHARMACEUTICALS,,,16.25
FOR0081,fortage 100s pack tab,,tablet,fortage 100s pack,fortage 100s pack,1,fortage 100s,fortage,fortage,1,ALARSIN PHARMACEUTICALS LTD,,,165.0
FOR0083,fortage 50's tab,,tablet,fortage 50s,fortage 50s,1,fortage,fortage,fortage,50,ALARSIN PHARMACEUTICALS LTD,,,1.52
FOR0151,formalin tab,,tablet,formalin,formalin,1,formalin,formalin,formalin,10,TRK-TROIKAA LABORATORIES,,,145.0
FOR0203,fortyfitt tab,,tablet,fortyfitt,fortyfitt,1,fortyfitt,fortyfitt,fortyfitt,1,CHARAK PHARMA PVT LTD,,,3.3
FRA0122,fracgitus tab 30's (wellix),,tablet,fracgitus,fracgitus 30s wellix,1,fracgitus,fracgitus,fracgitus,1,WELLIX HEALTHCARE PVT LTD,,,678.0
FRE0241,freefat tab,,tablet,freefat,freefat,1,freefat,freefat,freefat,10,ESMATRIX LIFE SCIENCES PVT LTD,,,19.0
FRI0021,friendly tab 10's,,tablet,friendly,friendly 10s,1,friendly,friendly,friendly,10,VOTARY LABORATORIES LTD,,,5.0
FRU0124,fruitus c plus tang orange flav chew tab 20's,,tablet,fruitus c plus tang orange flav chew,fruitus c plus tang orange flav chew 20s,1,fruitus c plus tang orange flav,fruitus c plus tang orange,fruitus c plus tang,20,INVISION MEDI SCIENCE PVT LTD,,,5.0
FUL0137,fullyte tab 20's,,tablet,fullyte,fullyte 20s,1,fullyte,fullyte,fullyte,1,NOVOLET PHARMA PVT.LTD,,,6.75
FYT0030,fytum men's sexual wellness tab 40's (teachers),,tablet,fytum mens sexual wellness,fytum mens sexual wellness 40s teachers,1,fytum mens sexual,fytum mens,fytum,1,TEACHER'S GRACE SCIENTIFIC AYURVEDA,,,6300.0
GAL0015,galakol tab 40's,,tablet,galakol,galakol 40s,1,galakol,galakol,galakol,1,CHARAK PHARMA PVT LTD,,,110.0
GAN0027,gandhak rasayana 80 tab baid,,tablet,gandhak rasayana,gandhak rasayana 80 baid,1,gandhak,gandhak,gandhak,1,BVP-B V PANDIT,,,85.0
GAN0033,gandhaka rasayana 50's tab,,tablet,gandhaka rasayana 50s,gandhaka rasayana 50s,1,gandhaka rasayana,gandhaka,gandhaka,1,DUMMY,,,105.0
GAN0072,gandharva haritaki 500 tab 50's (ayush),,tablet,gandharva haritaki,gandharva haritaki 500 50s ayush,1,gandharva,gandharva,gandharva,1,AYUSH HERBACEUTICAL PVT LTD,,,90.0
GAN0080,gandamala kanadn ras tab 60 tab,,tablet,gandamala kanadn ras,gandamala kanadn ras 60s,2,gandamala kanadn,gandamala,gandamala,1,3M INDIA LTD,,,118.0
GAR0162,garbiton tab 10's,,tablet,garbiton,garbiton 10s,1,garbiton,garbiton,garbiton,10,BIRLA LIFE SCIENCES,,,2.46
GAS0029,gastrina 60's tab(dabur),,tablet,gastrina 60s,gastrina 60s dabur,1,gastrina,gastrina,gastrina,1,EWF PHARMACEUTICALS P LTD,,,0.77
GAS0139,gasorid tab,,tablet,gasorid,gasorid,1,gasorid,gasorid,gasorid,10,INDOSURGE BIOTECH,,,12.99
GAY0001,gayatarin-s tab 10's,,tablet,gayatarin s,gayatarin s 10s,1,gayatarin,gayatarin,gayatarin,10,AYURCHEM PRODUCTS,,,2.0
GEM0088,gemcium tab 10's,,tablet,gemcium,gemcium 10s,1,gemcium,gemcium,gemcium,10,ZYDUS CADILA HEALTHCARE LTD,,,11.7
GEM0239,gemvestin-500mg tab 10's,,tablet,gemvestin,gemvestin 500 10s,1,gemvestin,gemvestin,gemvestin,10,OLAMIC PHARMA PVT LTD,,,16.5
GEO0077,geo d3 cz s/f orange flav chew tab 10's,,tablet,geo d3 cz s/f orange flav chew,geo d3 cz s/f orange flav chew 10s,1,geo d3 cz s/f orange flav,geo d3 cz s/f orange,geo d3 cz s/f,10,ORIGIN HEALTH CARE PVT.,,,27.0
GIN0041,gingamint digestive tab (1x2000),,tablet,gingamint digestive,gingamint digestive 1x2000,1,gingamint,gingamint,gingamint,1,ROSEWELT PHARMACEUTICALS,,,100.0
GIN0092,gingamint-s tab 1000's (dyna),,tablet,gingamint s,gingamint s 1000s dyna,1,gingamint,gingamint,gingamint,1,DYNA TECHNO MEDICAL PVT LTD,,,225.0
GLU0112,glukostat  tab,,tablet,glukostat,glukostat,1,glukostat,glukostat,glukostat,1,DUMMY,,,3.11
GLU0179,glucomap tab,,tablet,glucomap,glucomap,1,glucomap,glucomap,glucomap,1,ADONIS LABORATORIES PVT LTD,,,3.0
