item_code,brand_x,Master Catalogue name,medicine_type_x,exp_sku_brand,mod_brand,count_cap,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,id,brand_y,category_c1,sku_brand,new_brand,medicine_type_y,new_brand2,cosine,max_cosine,quantity_x,quantity_y,quantity_flag,salt_flag,mod_brand2,uom_flag,uom_x,uom_y,strength_flag,strength_x,strength_y,pack,manufacturer,catg,subcatg,mrp,count,mod_cosine
BAI0093,baidyanath prostad cap 10's,,capsule,baidyanath prostad,baidyanath prostad 10s,1.0,baidyanath,baidyanath,baidyanath,122741.0,baidyanath vita ex gold capsule 10s,AYURVEDIC,baidyanath,baidyanath vita ex gold 10s,capsule,baidyanath vita ex gold capsule 10s,0.5163977794943222,0.5163977794943222,10,10,0.0,0.0,baidyanath prostad capsule 10s,2.0,,,2.0,,,10,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,2.6,2,0.5163977794943222
BAI0093,baidyanath prostad cap 10's,,capsule,baidyanath prostad,baidyanath prostad 10s,1.0,baidyanath,baidyanath,baidyanath,122742.0,baidyanath vita ex gold plus capsule 10s,AYURVEDIC,baidyanath,baidyanath vita ex gold plus 10s,capsule,baidyanath vita ex gold plus capsule 10s,0.47140452079103173,0.5163977794943222,10,10,0.0,0.0,baidyanath prostad capsule 10s,2.0,,,2.0,,,10,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,2.6,2,0.47140452079103173
BCO0024,b complex cap 30s,,capsule,b complex,b complex 30s,1.0,b,b,b,121843.0,b complex capsule 10s,ALLOPATHY NON-MEDICINE,b,b complex 10s,capsule,b complex capsule 10s,0.6666666666666667,0.6666666666666667,30,10,1.0,0.0,b complex capsule 30s,2.0,,,2.0,,,30,NEUVITHRAH NUTRITION PVT LTD,,,0.8,8,0.6666666666666667
BCO0024,b complex cap 30s,,capsule,b complex,b complex 30s,1.0,b,b,b,121844.0,b complex capsule 15s,ALLOPATHY NON-MEDICINE,b,b complex 15s,capsule,b complex capsule 15s,0.6666666666666667,0.6666666666666667,30,15,1.0,0.0,b complex capsule 30s,2.0,,,2.0,,,30,NEUVITHRAH NUTRITION PVT LTD,,,0.8,8,0.6666666666666667
BCO0024,b complex cap 30s,,capsule,b complex,b complex 30s,1.0,b,b,b,122279.0,b active capsule 30s,ALLOPATHY NON-MEDICINE,b,b active 30s,capsule,b active capsule 30s,0.6666666666666667,0.6666666666666667,30,30,0.0,0.0,b complex capsule 30s,2.0,,,2.0,,,30,NEUVITHRAH NUTRITION PVT LTD,,,0.8,8,0.6666666666666667
BCO0024,b complex cap 30s,,capsule,b complex,b complex 30s,1.0,b,b,b,140394.0,b marco capsule 30s,ALLOPATHY NON-MEDICINE,b,b marco 30s,capsule,b marco capsule 30s,0.6666666666666667,0.6666666666666667,30,30,0.0,0.0,b complex capsule 30s,2.0,,,2.0,,,30,NEUVITHRAH NUTRITION PVT LTD,,,0.8,8,0.6666666666666667
BCO0024,b complex cap 30s,,capsule,b complex,b complex 30s,1.0,b,b,b,381911.0,b healthy capsule 30s,,b,b healthy 30s,capsule,b healthy capsule 30s,0.6666666666666667,0.6666666666666667,30,30,0.0,0.0,b complex capsule 30s,2.0,,,2.0,,,30,NEUVITHRAH NUTRITION PVT LTD,,,0.8,8,0.6666666666666667
BCO0024,b complex cap 30s,,capsule,b complex,b complex 30s,1.0,b,b,b,420264.0,b-complex capsule 10s,Allopathy_RX_A,b,b complex 10s,capsule,b complex capsule 10s,0.6666666666666667,0.6666666666666667,30,10,1.0,0.0,b complex capsule 30s,2.0,,,2.0,,,30,NEUVITHRAH NUTRITION PVT LTD,,,0.8,8,0.6666666666666667
BCO0024,b complex cap 30s,,capsule,b complex,b complex 30s,1.0,b,b,b,590336.0,b-healthy capsule 30s,Allopathy_RX_A,b,b healthy 30s,capsule,b healthy capsule 30s,0.6666666666666667,0.6666666666666667,30,30,0.0,0.0,b complex capsule 30s,2.0,,,2.0,,,30,NEUVITHRAH NUTRITION PVT LTD,,,0.8,8,0.6666666666666667
BCO0024,b complex cap 30s,,capsule,b complex,b complex 30s,1.0,b,b,b,605167.0,b-complex 500s capsule,Allopathy_RX_A,b,b complex 500s,capsule,b complex 500s capsule,0.6666666666666667,0.6666666666666667,30,500,1.0,0.0,b complex capsule 30s,2.0,,,2.0,,,30,NEUVITHRAH NUTRITION PVT LTD,,,0.8,8,0.6666666666666667
BDE0001,b delphinia cap 10's,,capsule,b delphinia,b delphinia 10s,1.0,b,b,b,121840.0,b colex capsule 10s,ALLOPATHY NON-MEDICINE,b,b colex 10s,capsule,b colex capsule 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,0.0,b delphinia capsule 10s,2.0,,,2.0,,,10,SPH-SPHINX,,,3.0,14,0.6666666666666667
BDE0001,b delphinia cap 10's,,capsule,b delphinia,b delphinia 10s,1.0,b,b,b,121843.0,b complex capsule 10s,ALLOPATHY NON-MEDICINE,b,b complex 10s,capsule,b complex capsule 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,0.0,b delphinia capsule 10s,2.0,,,2.0,,,10,SPH-SPHINX,,,3.0,14,0.6666666666666667
BDE0001,b delphinia cap 10's,,capsule,b delphinia,b delphinia 10s,1.0,b,b,b,121862.0,b fact capsule 10s,ALLOPATHY NON-MEDICINE,b,b fact 10s,capsule,b fact capsule 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,0.0,b delphinia capsule 10s,2.0,,,2.0,,,10,SPH-SPHINX,,,3.0,14,0.6666666666666667
BDE0001,b delphinia cap 10's,,capsule,b delphinia,b delphinia 10s,1.0,b,b,b,121864.0,b fit capsule 10s,AYURVEDIC,b,b fit 10s,capsule,b fit capsule 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,0.0,b delphinia capsule 10s,2.0,,,2.0,,,10,SPH-SPHINX,,,3.0,14,0.6666666666666667
BDE0001,b delphinia cap 10's,,capsule,b delphinia,b delphinia 10s,1.0,b,b,b,121906.0,b rich capsule 10s,ALLOPATHY NON-MEDICINE,b,b rich 10s,capsule,b rich capsule 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,0.0,b delphinia capsule 10s,2.0,,,2.0,,,10,SPH-SPHINX,,,3.0,14,0.6666666666666667
BDE0001,b delphinia cap 10's,,capsule,b delphinia,b delphinia 10s,1.0,b,b,b,121908.0,b star capsule 10s,NON-MEDICINE,b,b star 10s,capsule,b star capsule 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,0.0,b delphinia capsule 10s,2.0,,,2.0,,,10,SPH-SPHINX,,,3.0,14,0.6666666666666667
BDE0001,b delphinia cap 10's,,capsule,b delphinia,b delphinia 10s,1.0,b,b,b,121922.0,b vital capsule 10s,AYURVEDIC,b,b vital 10s,capsule,b vital capsule 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,0.0,b delphinia capsule 10s,2.0,,,2.0,,,10,SPH-SPHINX,,,3.0,14,0.6666666666666667
BDE0001,b delphinia cap 10's,,capsule,b delphinia,b delphinia 10s,1.0,b,b,b,366995.0,b 29max capsule 10s,,b,b 29max 10s,capsule,b 29max capsule 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,0.0,b delphinia capsule 10s,2.0,,,2.0,,,10,SPH-SPHINX,,,3.0,14,0.6666666666666667
BDE0001,b delphinia cap 10's,,capsule,b delphinia,b delphinia 10s,1.0,b,b,b,385939.0,b forte capsule 10s,,b,b forte 10s,capsule,b forte capsule 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,0.0,b delphinia capsule 10s,2.0,,,2.0,,,10,SPH-SPHINX,,,3.0,14,0.6666666666666667
BDE0001,b delphinia cap 10's,,capsule,b delphinia,b delphinia 10s,1.0,b,b,b,420264.0,b-complex capsule 10s,Allopathy_RX_A,b,b complex 10s,capsule,b complex capsule 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,0.0,b delphinia capsule 10s,2.0,,,2.0,,,10,SPH-SPHINX,,,3.0,14,0.6666666666666667
BDE0001,b delphinia cap 10's,,capsule,b delphinia,b delphinia 10s,1.0,b,b,b,462467.0,b-lacto capsule 10s,Allopathy_RX_A,b,b lacto 10s,capsule,b lacto capsule 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,0.0,b delphinia capsule 10s,2.0,,,2.0,,,10,SPH-SPHINX,,,3.0,14,0.6666666666666667
BDE0001,b delphinia cap 10's,,capsule,b delphinia,b delphinia 10s,1.0,b,b,b,519266.0,b-alive capsule 10s,Allopathy_RX_A,b,b alive 10s,capsule,b alive capsule 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,0.0,b delphinia capsule 10s,2.0,,,2.0,,,10,SPH-SPHINX,,,3.0,14,0.6666666666666667
BDE0001,b delphinia cap 10's,,capsule,b delphinia,b delphinia 10s,1.0,b,b,b,550450.0,b-biotic capsule 10s,Allopathy_RX_A,b,b biotic 10s,capsule,b biotic capsule 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,0.0,b delphinia capsule 10s,2.0,,,2.0,,,10,SPH-SPHINX,,,3.0,14,0.6666666666666667
BDE0001,b delphinia cap 10's,,capsule,b delphinia,b delphinia 10s,1.0,b,b,b,622731.0,b-coplex capsule 10s,Allopathy_RX_A,b,b coplex 10s,capsule,b coplex capsule 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,0.0,b delphinia capsule 10s,2.0,,,2.0,,,10,SPH-SPHINX,,,3.0,14,0.6666666666666667
BEN0340,ben slim cap,,capsule,ben slim,ben slim capsule,1.0,ben,ben,ben,124704.0,ben q forte capsule 10s,ALLOPATHY NON-MEDICINE,ben,ben q forte 10s,capsule,ben q forte capsule 10s,0.2886751345948129,0.2886751345948129,cap,10,1.0,0.0,ben slim capsule,2.0,,,2.0,,,10,BENZ PHARMACEUTICALS PVT LTD,,,30.0,3,0.2886751345948129
BEN0340,ben slim cap,,capsule,ben slim,ben slim capsule,1.0,ben,ben,ben,535238.0,ben-dmr softgel capsule 10s,Allopathy_RX_A,ben,ben dmr softgel 10s,capsule,ben dmr softgel capsule 10s,0.2886751345948129,0.2886751345948129,cap,10,1.0,0.0,ben slim capsule,2.0,,,2.0,,,10,BENZ PHARMACEUTICALS PVT LTD,,,30.0,3,0.2886751345948129
BEN0340,ben slim cap,,capsule,ben slim,ben slim capsule,1.0,ben,ben,ben,551679.0,ben-gla softgel capsule 10s,Allopathy_RX_A,ben,ben gla softgel 10s,capsule,ben gla softgel capsule 10s,0.2886751345948129,0.2886751345948129,cap,10,1.0,0.0,ben slim capsule,2.0,,,2.0,,,10,BENZ PHARMACEUTICALS PVT LTD,,,30.0,3,0.2886751345948129
BEO0009,be one capsule,,capsule,be one,be one capsule,1.0,be,be,be,386127.0,be sule capsule 15s,,be,be sule 15s,capsule,be sule capsule 15s,0.33333333333333337,0.33333333333333337,cap,15,1.0,0.0,be one capsule,2.0,,,2.0,,,1,3M INDIA LTD,,,155.0,3,0.33333333333333337
BEO0009,be one capsule,,capsule,be one,be one capsule,1.0,be,be,be,386299.0,be sule capsule 15s,,be,be sule 15s,capsule,be sule capsule 15s,0.33333333333333337,0.33333333333333337,cap,15,1.0,0.0,be one capsule,2.0,,,2.0,,,1,3M INDIA LTD,,,155.0,3,0.33333333333333337
BEO0009,be one capsule,,capsule,be one,be one capsule,1.0,be,be,be,386349.0,be sule capsule 15s,,be,be sule 15s,capsule,be sule capsule 15s,0.33333333333333337,0.33333333333333337,cap,15,1.0,0.0,be one capsule,2.0,,,2.0,,,1,3M INDIA LTD,,,155.0,3,0.33333333333333337
BIO0206,biotral z cap 10's,,capsule,biotral z,biotral z 10s,1.0,biotral,biotral,biotral,127893.0,biotral capsule 10s,RX,biotral,biotral 10s,capsule,biotral capsule 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,1.0,biotral z capsule 10s,2.0,,,2.0,,,10,BIOCHEM PHARMACEUTICAL INDUSTRIES LTD,,,10.5,1,0.8164965809277259
BIO0921,bio aamla caps 400mg,,capsule,bio amla,bio aa 400,1.0,bio,bio,bio,126768.0,bio capsule 10s,AYURVEDIC,bio,bio 10s,capsule,bio capsule 10s,0.40824829046386296,0.40824829046386296,,10,1.0,0.0,bio amla capsule 400mg,2.0,,,2.0,400,,1,ULTRA BIOLOGICALS,,,210.0,1,0.40824829046386296
BIO0938,bional liverfit cap 10s,,capsule,bional liverfit,bional liverfit 10s,1.0,bional,bional,bional,127490.0,bional capsule 10s,NON-MEDICINE,bional,bional 10s,capsule,bional capsule 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,0.0,bional liverfit capsule 10s,2.0,,,2.0,,,10,MODI OMEGA PHARMA INDIA PVT LTD,,,13.0,1,0.8164965809277259
BON0363,bonset active cap 14's,,capsule,bonset active,bonset active 14s,1.0,bonset,bonset,bonset,141212.0,bonset capsule 30s,AYURVEDIC,bonset,bonset 30s,capsule,bonset capsule 30s,0.40824829046386296,0.40824829046386296,14,30,1.0,0.0,bonset active capsule 14s,2.0,,,2.0,,,1,LEBON PHARMACEUTICALS LTD,,,238.0,2,0.40824829046386296
BON0363,bonset active cap 14's,,capsule,bonset active,bonset active 14s,1.0,bonset,bonset,bonset,141213.0,bonset capsule 60s,AYURVEDIC,bonset,bonset 60s,capsule,bonset capsule 60s,0.40824829046386296,0.40824829046386296,14,60,1.0,0.0,bonset active capsule 14s,2.0,,,2.0,,,1,LEBON PHARMACEUTICALS LTD,,,238.0,2,0.40824829046386296
BON0506,bonset active cap 28's (lebon),,capsule,bonset active,bonset active 28s lebon,1.0,bonset,bonset,bonset,141212.0,bonset capsule 30s,AYURVEDIC,bonset,bonset 30s,capsule,bonset capsule 30s,0.35355339059327373,0.35355339059327373,28,30,1.0,0.0,bonset active capsule 28s lebon,2.0,,,2.0,,,1,LEBON PHARMACEUTICALS LTD,,,500.0,2,0.35355339059327373
BON0506,bonset active cap 28's (lebon),,capsule,bonset active,bonset active 28s lebon,1.0,bonset,bonset,bonset,141213.0,bonset capsule 60s,AYURVEDIC,bonset,bonset 60s,capsule,bonset capsule 60s,0.35355339059327373,0.35355339059327373,28,60,1.0,0.0,bonset active capsule 28s lebon,2.0,,,2.0,,,1,LEBON PHARMACEUTICALS LTD,,,500.0,2,0.35355339059327373
BRA0023,himalaya brahmi cap 60's,,capsule,himalaya brahmi,himalaya brahmi 60s,1.0,himalaya,himalaya,himalaya,210986.0,himalaya moringa capsule 60s,AYURVEDIC,himalaya,himalaya moringa 60s,capsule,himalaya moringa capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya brahmi capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,136.0,8,0.6666666666666667
BRA0023,himalaya brahmi cap 60's,,capsule,himalaya brahmi,himalaya brahmi 60s,1.0,himalaya,himalaya,himalaya,211071.0,himalaya sunthi capsule 60s,AYURVEDIC,himalaya,himalaya sunthi 60s,capsule,himalaya sunthi capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya brahmi capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,136.0,8,0.6666666666666667
BRA0023,himalaya brahmi cap 60's,,capsule,himalaya brahmi,himalaya brahmi 60s,1.0,himalaya,himalaya,himalaya,211089.0,himalaya vigorcare capsule 60s,AYURVEDIC,himalaya,himalaya vigorcare 60s,capsule,himalaya vigorcare capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya brahmi capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,136.0,8,0.6666666666666667
BRA0023,himalaya brahmi cap 60's,,capsule,himalaya brahmi,himalaya brahmi 60s,1.0,himalaya,himalaya,himalaya,364495.0,himalaya talekt capsule 60s,AYURVEDIC,himalaya,himalaya talekt 60s,capsule,himalaya talekt capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya brahmi capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,136.0,8,0.6666666666666667
BRA0023,himalaya brahmi cap 60's,,capsule,himalaya brahmi,himalaya brahmi 60s,1.0,himalaya,himalaya,himalaya,376922.0,himalaya guduchi capsule 60s,,himalaya,himalaya guduchi 60s,capsule,himalaya guduchi capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya brahmi capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,136.0,8,0.6666666666666667
BRA0023,himalaya brahmi cap 60's,,capsule,himalaya brahmi,himalaya brahmi 60s,1.0,himalaya,himalaya,himalaya,377001.0,himalaya hadjod capsule 60s,,himalaya,himalaya hadjod 60s,capsule,himalaya hadjod capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya brahmi capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,136.0,8,0.6666666666666667
BRA0023,himalaya brahmi cap 60's,,capsule,himalaya brahmi,himalaya brahmi 60s,1.0,himalaya,himalaya,himalaya,380999.0,himalaya gokshura capsule 60s,,himalaya,himalaya gokshura 60s,capsule,himalaya gokshura capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya brahmi capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,136.0,8,0.6666666666666667
BRA0023,himalaya brahmi cap 60's,,capsule,himalaya brahmi,himalaya brahmi 60s,1.0,himalaya,himalaya,himalaya,381046.0,himalaya tagara capsule 60s,,himalaya,himalaya tagara 60s,capsule,himalaya tagara capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya brahmi capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,136.0,8,0.6666666666666667
BRU0154,brufen rapid 200mg softgel cap 10's,,capsule,brufen rapid,brufen rapid 200 softgel 10s,1.0,brufen,brufen,brufen,142355.0,brufen mr soft gelatin capsule 10s,RX,brufen,brufen sg 10s,capsule,brufen sg capsule 10s,0.5163977794943222,0.5163977794943222,10,10,0.0,0.0,brufen rapid 200mg softgel capsule 10s,2.0,mg,,2.0,200,,10,ABBOTT INDIA LIMITED,,,2.93,1,0.5163977794943222
BSU0004,b support cap 10's,,capsule,b support,b support 10s,1.0,b,b,b,121840.0,b colex capsule 10s,ALLOPATHY NON-MEDICINE,b,b colex 10s,capsule,b colex capsule 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,0.0,b support capsule 10s,2.0,,,2.0,,,10,WELLCARE LIFESCIENCES LTD,,,13.9,14,0.6666666666666667
BSU0004,b support cap 10's,,capsule,b support,b support 10s,1.0,b,b,b,121843.0,b complex capsule 10s,ALLOPATHY NON-MEDICINE,b,b complex 10s,capsule,b complex capsule 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,0.0,b support capsule 10s,2.0,,,2.0,,,10,WELLCARE LIFESCIENCES LTD,,,13.9,14,0.6666666666666667
BSU0004,b support cap 10's,,capsule,b support,b support 10s,1.0,b,b,b,121862.0,b fact capsule 10s,ALLOPATHY NON-MEDICINE,b,b fact 10s,capsule,b fact capsule 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,0.0,b support capsule 10s,2.0,,,2.0,,,10,WELLCARE LIFESCIENCES LTD,,,13.9,14,0.6666666666666667
BSU0004,b support cap 10's,,capsule,b support,b support 10s,1.0,b,b,b,121864.0,b fit capsule 10s,AYURVEDIC,b,b fit 10s,capsule,b fit capsule 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,0.0,b support capsule 10s,2.0,,,2.0,,,10,WELLCARE LIFESCIENCES LTD,,,13.9,14,0.6666666666666667
BSU0004,b support cap 10's,,capsule,b support,b support 10s,1.0,b,b,b,121906.0,b rich capsule 10s,ALLOPATHY NON-MEDICINE,b,b rich 10s,capsule,b rich capsule 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,0.0,b support capsule 10s,2.0,,,2.0,,,10,WELLCARE LIFESCIENCES LTD,,,13.9,14,0.6666666666666667
BSU0004,b support cap 10's,,capsule,b support,b support 10s,1.0,b,b,b,121908.0,b star capsule 10s,NON-MEDICINE,b,b star 10s,capsule,b star capsule 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,0.0,b support capsule 10s,2.0,,,2.0,,,10,WELLCARE LIFESCIENCES LTD,,,13.9,14,0.6666666666666667
BSU0004,b support cap 10's,,capsule,b support,b support 10s,1.0,b,b,b,121922.0,b vital capsule 10s,AYURVEDIC,b,b vital 10s,capsule,b vital capsule 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,0.0,b support capsule 10s,2.0,,,2.0,,,10,WELLCARE LIFESCIENCES LTD,,,13.9,14,0.6666666666666667
BSU0004,b support cap 10's,,capsule,b support,b support 10s,1.0,b,b,b,366995.0,b 29max capsule 10s,,b,b 29max 10s,capsule,b 29max capsule 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,0.0,b support capsule 10s,2.0,,,2.0,,,10,WELLCARE LIFESCIENCES LTD,,,13.9,14,0.6666666666666667
BSU0004,b support cap 10's,,capsule,b support,b support 10s,1.0,b,b,b,385939.0,b forte capsule 10s,,b,b forte 10s,capsule,b forte capsule 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,0.0,b support capsule 10s,2.0,,,2.0,,,10,WELLCARE LIFESCIENCES LTD,,,13.9,14,0.6666666666666667
BSU0004,b support cap 10's,,capsule,b support,b support 10s,1.0,b,b,b,420264.0,b-complex capsule 10s,Allopathy_RX_A,b,b complex 10s,capsule,b complex capsule 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,0.0,b support capsule 10s,2.0,,,2.0,,,10,WELLCARE LIFESCIENCES LTD,,,13.9,14,0.6666666666666667
BSU0004,b support cap 10's,,capsule,b support,b support 10s,1.0,b,b,b,462467.0,b-lacto capsule 10s,Allopathy_RX_A,b,b lacto 10s,capsule,b lacto capsule 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,0.0,b support capsule 10s,2.0,,,2.0,,,10,WELLCARE LIFESCIENCES LTD,,,13.9,14,0.6666666666666667
BSU0004,b support cap 10's,,capsule,b support,b support 10s,1.0,b,b,b,519266.0,b-alive capsule 10s,Allopathy_RX_A,b,b alive 10s,capsule,b alive capsule 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,0.0,b support capsule 10s,2.0,,,2.0,,,10,WELLCARE LIFESCIENCES LTD,,,13.9,14,0.6666666666666667
BSU0004,b support cap 10's,,capsule,b support,b support 10s,1.0,b,b,b,550450.0,b-biotic capsule 10s,Allopathy_RX_A,b,b biotic 10s,capsule,b biotic capsule 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,0.0,b support capsule 10s,2.0,,,2.0,,,10,WELLCARE LIFESCIENCES LTD,,,13.9,14,0.6666666666666667
BSU0004,b support cap 10's,,capsule,b support,b support 10s,1.0,b,b,b,622731.0,b-coplex capsule 10s,Allopathy_RX_A,b,b coplex 10s,capsule,b coplex capsule 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,0.0,b support capsule 10s,2.0,,,2.0,,,10,WELLCARE LIFESCIENCES LTD,,,13.9,14,0.6666666666666667
BUD0078,budemax  f 200mg rotacap,,capsule,budemax f,budemax f 200 capsule,1.0,budemax,budemax,budemax,592454.0,budemax f 200mg rotacapsule,Allopathy_RX_A,budemax,budemax f 200 rotacapsule,capsule,budemax f 200mg rotacapsule,0.75,0.75,cap,rotacap,1.0,0.0,budemax f 200mg capsule,0.0,mg,mg,0.0,200,200,1,DUMMY,,,165.0,1,0.75
CAL0501,cal mag cap,,capsule,cal mag,cal mag capsule,1.0,cal,cal,cal,143601.0,cal aid capsule 10s,ALLOPATHY NON-MEDICINE,cal,cal aid 10s,capsule,cal aid capsule 10s,0.33333333333333337,0.33333333333333337,cap,10,1.0,0.0,cal mag capsule,2.0,,,2.0,,,1,AMW-AMWAY,,,9.9,3,0.33333333333333337
CAL0501,cal mag cap,,capsule,cal mag,cal mag capsule,1.0,cal,cal,cal,383759.0,cal aid capsule 15s,,cal,cal aid 15s,capsule,cal aid capsule 15s,0.33333333333333337,0.33333333333333337,cap,15,1.0,0.0,cal mag capsule,2.0,,,2.0,,,1,AMW-AMWAY,,,9.9,3,0.33333333333333337
CAL0501,cal mag cap,,capsule,cal mag,cal mag capsule,1.0,cal,cal,cal,563036.0,cal-xt softgel capsule 15s,Allopathy_RX_A,cal,cal softgel 15s,capsule,cal softgel capsule 15s,0.33333333333333337,0.33333333333333337,cap,15,1.0,0.0,cal mag capsule,2.0,,,2.0,,,1,AMW-AMWAY,,,9.9,3,0.33333333333333337
CAL0632,calcipure softgel cap 10's,,capsule,calcipure softgel,calcipure softgel 10s,1.0,calcipure,calcipure,calcipure,378771.0,calcipure 60k softgel capsule 4s,,calcipure,calcipure 60k softgel 4s,capsule,calcipure 60k softgel capsule 4s,0.5773502691896258,0.5773502691896258,10,4,1.0,0.0,calcipure softgel capsule 10s,2.0,,,2.0,,,10,SHIRON PHARMACEUTICALS LTD,,,9.5,1,0.5773502691896258
CAL1008,calrise softgel cap 10's,,capsule,calrise softgel,calrise softgel 10s,1.0,calrise,calrise,calrise,393821.0,calrise-plus softgel capsule 10s,Allopathy_RX_A,calrise,calrise plus softgel 10s,capsule,calrise plus softgel capsule 10s,0.8660254037844387,0.8660254037844387,10,10,0.0,0.0,calrise softgel capsule 10s,2.0,,,2.0,,,10,ELIS PHARMACEUTICALS INDIA PVT LTD,,,14.7,1,0.8660254037844387
CAL1184,calcirol gems cap 10's,,capsule,calcirol gems,calcirol gems 10s,1.0,calcirol,calcirol,calcirol,143929.0,calcirol gems soft gelatin capsule 4s,ALLOPATHY NON-MEDICINE,calcirol,calcirol gems sg 4s,capsule,calcirol gems sg capsule 4s,0.5773502691896258,0.5773502691896258,10,4,1.0,0.0,calcirol gems capsule 10s,2.0,,,2.0,,,10,ZYDUS CADILA HEALTHCARE LTD,,,10.8,1,0.5773502691896258
CAL1305,calciquick gemz cap,,capsule,calciquick gemz,calciquick gemz capsule,1.0,calciquick,calciquick,calciquick,143904.0,calciquick d3 60k capsule 4s,ALLOPATHY NON-MEDICINE,calciquick,calciquick d3 60k 4s,capsule,calciquick d3 60k capsule 4s,0.2886751345948129,0.2886751345948129,cap,4,1.0,0.0,calciquick gemz capsule,2.0,,,2.0,,,1,LEVIN LIFESCIENCES PVT LTD,,,10.0,1,0.2886751345948129
CAL1334,cal plus cap 10's,,capsule,cal plus,cal plus 10s,1.0,cal,cal,cal,453972.0,cal-q-plus softgel capsule 10s,Allopathy_RX_A,cal,cal q plus softgel 10s,capsule,cal q plus softgel capsule 10s,0.7745966692414834,0.7745966692414834,10,10,0.0,1.0,cal plus capsule 10s,2.0,,,2.0,,,10,SRIBIOTIC,,,9.28,1,0.7745966692414834
CHL0061,chloro fe cap 10's,,capsule,chloro fe,chloro fe 10s,1.0,chloro,chloro,chloro,577880.0,chloro-d3 softgel capsule 4s,Allopathy_RX_A,chloro,chloro d3 softgel 4s,capsule,chloro d3 softgel capsule 4s,0.2886751345948129,0.2886751345948129,10,4,1.0,0.0,chloro fe capsule 10s,2.0,,,2.0,,,10,ZYDUS CADILA HEALTHCARE LTD,,,6.3,1,0.2886751345948129
CHO0094,c hop-300mg cap 10's,,capsule,c hop,c hop 300 10s,1.0,c,c,c,155835.0,c mycin 300 capsule 10s,RX,c,c mycin 300 10s,capsule,c mycin 300 capsule 10s,0.75,0.75,10,10,0.0,0.0,c hop 300mg capsule 10s,2.0,mg,,2.0,300,,10,CORONA REMEDIES LTD,,,23.0,1,0.75
