item_code,brand_x,Master Catalogue name,medicine_type_x,exp_sku_brand,mod_brand,count_tab,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,id,brand_y,sku_brand,new_brand,medicine_type_y,new_brand2,cosine,max_cosine,quantity_x,quantity_y,quantity_flag,mod_brand2,uom_flag,uom_x,uom_y,strength_flag,strength_x,strength_y,salt_flag,pack,manufacturer,catg,subcatg,mrp,count,mod_cosine
1208191,arorab plus tab 1*10,,tablet,arorab plus,arorab plus 10s,1.0,arorab,arorab,arorab,366757.0,arorab 40mg tablet 10s,arorab,arorab 40 10s,tablet,arorab 40mg tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,arorab plus tablet 10s,2.0,,mg ,2.0,,40,1,,AAREN HEALTHCARE PVT LTD,,,229.0,1,0.6666666666666667
1208341,traxylate-et tab 1*10,,tablet,traxylate et,traxylate et 10s,1.0,traxylate,traxylate,traxylate,329037.0,traxylate et 250mg/250mg tablet 10s,traxylate,traxylate et 250/250 10s,tablet,traxylate et 250mg/250mg tablet 10s,0.6546536707079772,0.6546536707079772,10,10,0.0,traxylate et tablet 10s,2.0,,mg ,2.0,,250,0,,ALGEN HEALTHCARE,,,163.0,1,0.6546536707079772
1209454,rabonik dsr tab 1*15,,tablet,rabonik dsr,rabonik dsr 15s,1.0,rabonik,rabonik,rabonik,285541.0,rabonik 20 tablet 15s,rabonik,rabonik 20 15s,tablet,rabonik 20 tablet 15s,0.6666666666666667,0.6666666666666667,15,15,0.0,rabonik dsr tablet 15s,2.0,,,2.0,,,1,,(ERIS),,,199.11,1,0.6666666666666667
1209594,zine-l tab 1*15,,tablet,zine l,zine l 15s,1.0,zine,zine,zine,348437.0,zine l 5mg tablet 15s,zine,zine l 5 15s,tablet,zine l 5mg tablet 15s,0.8660254037844387,0.8660254037844387,15,15,0.0,zine l tablet 15s,2.0,,mg ,2.0,,5,0,,LIVIA HEALTH CARE,,,78.0,1,0.8660254037844387
1210085,zilarbi cn-5 tab 1*15,,tablet,zilarbi cn,zilarbi cn 5 15s,1.0,zilarbi,zilarbi,zilarbi,376485.0,zilarbi cn 40mg/5mg tablet 15s,zilarbi,zilarbi cn 40/5 15s,tablet,zilarbi cn 40mg/5mg tablet 15s,0.8944271909999159,0.8944271909999159,15,15,0.0,zilarbi cn 5 tablet 15s,2.0,,mg ,2.0,,40,0,,EMCURE:- [CD],,,195.0,1,0.8944271909999159
1220475,tranlok e tab 1*10,,tablet,tranlok e,tranlok e 10s,1.0,tranlok,tranlok,tranlok,328797.0,tranlok e 500 mg/250 mg tablet 10s,tranlok,tranlok e 500/250 10s,tablet,tranlok e 500mg/250mg tablet 10s,0.7745966692414834,0.7745966692414834,10,10,0.0,tranlok e tablet 10s,2.0,,mg ,2.0,,500,0,,ARISTO ( NEW ),,,195.0,1,0.7745966692414834
1220673,ofler-oz tab 1*10,,tablet,ofler oz,ofler oz 10s,1.0,ofler,ofler,ofler,260663.0,ofler oz 200 mg/500 mg tablet 10s,ofler,ofler oz 200/500 10s,tablet,ofler oz 200mg/500mg tablet 10s,0.7745966692414834,0.7745966692414834,10,10,0.0,ofler oz tablet 10s,2.0,,mg ,2.0,,200,0,,ARISTO MF-3,,,99.5,1,0.7745966692414834
1220680,omnicef plus tab 1*10,,tablet,omnicef plus,omnicef plus 10s,1.0,omnicef,omnicef,omnicef,263613.0,omnicef plus 200mg/200mg tablet 10s,omnicef,omnicef plus 200/200 10s,tablet,omnicef plus 200mg/200mg tablet 10s,0.6546536707079772,0.6546536707079772,10,10,0.0,omnicef plus tablet 10s,2.0,,mg ,2.0,,200,0,,ARISTO ( NEW ),,,118.0,1,0.6546536707079772
1220692,intimacy plus-2 tab 1*21s,,tablet,intimacy plus,intimacy plus 2 1 21s,1.0,intimacy,intimacy,intimacy,215631.0,intimacy plus 2 tablet 21s,intimacy,intimacy plus 2 21s,tablet,intimacy plus 2 tablet 21s,0.8944271909999159,0.8944271909999159,21,21,0.0,intimacy plus 2 tablet 1 21s,2.0,,,2.0,,,0,,ARISTO MF-3,,,138.0,1,0.8944271909999159
1220694,intimacy plus-3 tab 1*21s,,tablet,intimacy plus,intimacy plus 3 1 21s,1.0,intimacy,intimacy,intimacy,377060.0,intimacy plus 3mg tablet 21s,intimacy,intimacy plus 3 21s,tablet,intimacy plus 3mg tablet 21s,0.8944271909999159,0.8944271909999159,21,21,0.0,intimacy plus 3 tablet 1 21s,2.0,,mg ,2.0,,3,0,,ARISTO MF-3,,,114.95,1,0.8944271909999159
1220695,my pill tab 1*21s,,tablet,my pill,my pill 1 21s,1.0,my,my,my,246744.0,my pill tablet 21s,my,my pill 21s,tablet,my pill tablet 21s,0.8660254037844387,0.8660254037844387,21,21,0.0,my pill tablet 1 21s,2.0,,,2.0,,,0,,ARISTO MF-3,,,295.0,1,0.8660254037844387
1221210,pregalin nt tab 1*10,,tablet,pregalin nt,pregalin nt 10s,1.0,pregalin,pregalin,pregalin,279574.0,pregalin nt 75mg/10mg tablet 10s,pregalin,pregalin nt 75/10 10s,tablet,pregalin nt 75mg/10mg tablet 10s,0.7745966692414834,0.7745966692414834,10,10,0.0,pregalin nt tablet 10s,2.0,,mg ,2.0,,75,0,,TORRENT,,,206.6,1,0.7745966692414834
1221242,calcimax-k2+ tab 1*15,,tablet,calcimax k2+,calcimax k2+ 15s,1.0,calcimax,calcimax,calcimax,143851.0,calcimax k2 tablet 15s,calcimax,calcimax k2 15s,tablet,calcimax k2 tablet 15s,1.0000000000000002,1.0000000000000002,15,15,0.0,calcimax k2+ tablet 15s,2.0,,,2.0,,,0,,MEYER ORGANICS PVT LTD.,,,363.5,1,1.0000000000000002
1221272,metocard h 50 tab 10 str 1*10,,tablet,metocard h,metocard h 50 10 str 10s,1.0,metocard,metocard,metocard,239742.0,metocard h 50 tablet er 10s,metocard,metocard h 50 10s,tablet,metocard h 50 tablet 10s,0.8164965809277261,0.8164965809277261,10,10,0.0,metocard h 50 tablet 10 str 10s,2.0,,,2.0,,,0,,TORRENT,,,107.35,1,0.8164965809277261
1221309,newven od 100 tab 10 str 1*10,,tablet,newven od,newven od 100 10 str 10s,1.0,newven,newven,newven,252591.0,newven od 100 tablet er 10s,newven,newven od 100 10s,tablet,newven od 100 tablet 10s,0.8164965809277261,0.8164965809277261,10,10,0.0,newven od 100 tablet 10 str 10s,2.0,,,2.0,,,0,,TORRENT (AXON),,,217.4,1,0.8164965809277261
1221358,elmecob d tab 10 str 1*10,,tablet,elmecob d,elmecob d 10 str 10s,1.0,elmecob,elmecob,elmecob,185261.0,elmecob  d tablet 10s,elmecob,elmecob d 10s,tablet,elmecob d tablet 10s,0.7745966692414834,0.7745966692414834,10,10,0.0,elmecob d tablet 10 str 10s,2.0,,,2.0,,,0,,TORRENT,,,158.95,1,0.7745966692414834
1221362,herfem plus tab 10 str 1*10,,tablet,herfem plus,herfem plus 10 str 10s,1.0,herfem,herfem,herfem,210201.0,herfem plus tablet 10s,herfem,herfem plus 10s,tablet,herfem plus tablet 10s,0.7745966692414834,0.7745966692414834,10,10,0.0,herfem plus tablet 10 str 10s,2.0,,,2.0,,,0,,TORRENT,,,156.9,1,0.7745966692414834
1221394,ramisave-2.5 tab 1*10,,tablet,ramisave 2.5,ramisave 2.5 10s,1.0,ramisave,ramisave,ramisave,286509.0,ramisave ch 2.5mg/12.5mg tablet 10s,ramisave,ramisave ch 2.5/12.5 10s,tablet,ramisave ch 2.5mg/12.5mg tablet 10s,0.8333333333333334,0.8333333333333334,10,10,0.0,ramisave 2.5 tablet 10s,2.0,,mg ,2.0,,2.5,0,,(ERIS),,,58.66,1,0.8333333333333334
1221457,mirator 0.25 tab 10 str 1*10,,tablet,mirator 0.25,mirator 0.25 10 str 10s,1.0,mirator,mirator,mirator,242105.0,mirator 0.25 tablet 10s,mirator,mirator 0.25 10s,tablet,mirator 0.25 tablet 10s,0.8164965809277261,0.8164965809277261,10,10,0.0,mirator 0.25 tablet 10 str 10s,2.0,,,2.0,,,0,,TORRENT,,,87.5,1,0.8164965809277261
1221459,strolin p 400 tab 10 str 1*10,,tablet,strolin p,strolin p 400 10 str 10s,1.0,strolin,strolin,strolin,318015.0,strolin p 400 tablet 10s,strolin,strolin p 400 10s,tablet,strolin p 400 tablet 10s,0.8164965809277261,0.8164965809277261,10,10,0.0,strolin p 400 tablet 10 str 10s,2.0,,,2.0,,,0,,TORRENT (AXON),,,615.3,1,0.8164965809277261
1221465,citilin p tab 10 str 1*10,,tablet,citilin p,citilin p 10 str 10s,1.0,citilin,citilin,citilin,153336.0,citilin p tablet 10s,citilin,citilin p 10s,tablet,citilin p tablet 10s,0.7745966692414834,0.7745966692414834,10,10,0.0,citilin p tablet 10 str 10s,2.0,,,2.0,,,0,,TORRENT (AXON),,,637.42,1,0.7745966692414834
1221489,lndip-t tab 1,,tablet,lndip t,lndip t 1,1.0,lndip,lndip,lndip,229486.0,lndip t 10mg/40mg tablet 10s,lndip,lndip t 10/40 10s,tablet,lndip t 10mg/40mg tablet 10s,0.5163977794943222,0.5163977794943222,,10,1.0,lndip t tablet 1,2.0,,mg ,2.0,,10,0,,FUSION HEALTHCARE,,,99.0,1,0.5163977794943222
1221771,ultra ca+ tab 1*30s,,tablet,ultra ca+,ultra ca+ 1 30s,1.0,ultra,ultra,ultra,375600.0,ultra ca plus tablet 30s,ultra,ultra ca plus 30s,tablet,ultra ca plus tablet 30s,0.75,0.75,30,30,0.0,ultra ca+ tablet 1 30s,2.0,,,2.0,,,0,,MEYER ORGANICS PVT LTD.,,,626.0,1,0.75
1222021,pregaleo-m tab 1,,tablet,pregaleo m,pregaleo m 1,1.0,pregaleo,pregaleo,pregaleo,373441.0,pregaleo m tablet 10s,pregaleo,pregaleo m 10s,tablet,pregaleo m tablet 10s,0.6666666666666667,0.6666666666666667,,10,1.0,pregaleo m tablet 1,2.0,,,2.0,,,0,,FUSION HEALTHCARE,,,99.0,1,0.6666666666666667
1222230,curical d-3 tab 1*10,,tablet,curical d,curical d 3 10s,1.0,curical,curical,curical,368292.0,curical d3 tablet 10s,curical,curical d3 10s,tablet,curical d3 tablet 10s,0.5773502691896258,0.5773502691896258,10,10,0.0,curical d 3 tablet 10s,2.0,,,2.0,,,0,,CURITON LIFE SCIENCES PVT. LTD.,,,153.0,1,0.5773502691896258
1222510,hosit d-3 tab 1*10,,tablet,hosit d,hosit d 3 10s,1.0,hosit,hosit,hosit,211736.0,hosit tablet 10s,hosit,hosit 10s,tablet,hosit tablet 10s,0.7071067811865475,0.7071067811865475,10,10,0.0,hosit d 3 tablet 10s,2.0,,,2.0,,,0,,(EMCURE),,,167.6,1,0.7071067811865475
1222565,riflux forte tab 1*15,,tablet,riflux forte,riflux forte 15s,1.0,riflux,riflux,riflux,291383.0,riflux fortz chewable tablet 15s,riflux,riflux fortz chewable 15s,tablet,riflux fortz chewable tablet 15s,0.5773502691896258,0.5773502691896258,15,15,0.0,riflux forte tablet 15s,2.0,,,2.0,,,1,,(DRL),,,52.8,1,0.5773502691896258
1232917,bilamove-m tab 1*10,,tablet,bilamove m,bilamove m 10s,1.0,bilamove,bilamove,bilamove,367163.0,bilamove m 20mg/10mg tablet 10s,bilamove,bilamove m 20/10 10s,tablet,bilamove m 20mg/10mg tablet 10s,0.7745966692414834,0.7745966692414834,10,10,0.0,bilamove m tablet 10s,2.0,,mg ,2.0,,20,0,,GLENMARK-[ RESPICARE ],,,152.0,1,0.7745966692414834
1233029,cepodem od tab 400 mg 1*5,,tablet,cepodem od,cepodem od 400 5s,1.0,cepodem,cepodem,cepodem,367770.0,cepodem od tablet sr 5s,cepodem,cepodem od 5s,tablet,cepodem od tablet 5s,0.8660254037844387,0.8660254037844387,5,5,0.0,cepodem od tablet 400mg 5s,2.0,mg ,,2.0,400,,0,,SUN PHARMA=[ PHARMA ],,,163.5,1,0.8660254037844387
1233084,zu-c 500 tab 1*15,,tablet,zu c,zu c 500 15s,1.0,zu,zu,zu,376601.0,zu c 500 orange chewable tablet 15s,zu,zu c 500 orange chewable 15s,tablet,zu c 500 orange chewable tablet 15s,0.8164965809277261,0.8164965809277261,15,15,0.0,zu c 500 tablet 15s,2.0,,,2.0,,,0,,ZUVENTUS HEALTHCARE LTD,,,80.0,1,0.8164965809277261
1233332,let-c tab 1*10,,tablet,let c,let c 10s,1.0,let,let,let,226472.0,let 5mg tablet 10s,let,let 5 10s,tablet,let 5mg tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,let c tablet 10s,2.0,,mg ,2.0,,5,0,,CURITON LIFE SCIENCES PVT. LTD.,,,58.0,1,0.6666666666666667
1233462,bilkro m tab 1*10,,tablet,bilkro m,bilkro m 10s,1.0,bilkro,bilkro,bilkro,367196.0,bilkro m 20mg/10mg tablet 10s,bilkro,bilkro m 20/10 10s,tablet,bilkro m 20mg/10mg tablet 10s,0.7745966692414834,0.7745966692414834,10,10,0.0,bilkro m tablet 10s,2.0,,mg ,2.0,,20,0,,MEDLEY-( NUTRAKARE ),,,190.0,1,0.7745966692414834
1233468,stresnil rf-0.25mg tab 1*10s,,tablet,stresnil rf,stresnil rf 0.25 1 10s,1.0,stresnil,stresnil,stresnil,377843.0,stresnil rf 0.25mg tablet 10s,stresnil,stresnil rf 0.25 10s,tablet,stresnil rf 0.25mg tablet 10s,0.9128709291752769,0.9128709291752769,10,10,0.0,stresnil rf 0.25mg tablet 1 10s,0.0,mg ,mg ,0.0,0.25,0.25,0,,ARISTO ( NEW ),,,15.3,1,0.9128709291752769
1233482,domstal np-250 tab 1*10,,tablet,domstal np,domstal np 250 10s,1.0,domstal,domstal,domstal,368815.0,domstal np 250mg/10mg tablet 10s,domstal,domstal np 250/10 10s,tablet,domstal np 250mg/10mg tablet 10s,0.8944271909999159,0.8944271909999159,10,10,0.0,domstal np 250 tablet 10s,2.0,,mg ,2.0,,250,0,,TORRENT (AXON),,,53.5,1,0.8944271909999159
1233484,domstal np-500 tab 1*10,,tablet,domstal np,domstal np 500 10s,1.0,domstal,domstal,domstal,368816.0,domstal np 500mg/10mg tablet 10s,domstal,domstal np 500/10 10s,tablet,domstal np 500mg/10mg tablet 10s,0.8944271909999159,0.8944271909999159,10,10,0.0,domstal np 500 tablet 10s,2.0,,mg ,2.0,,500,0,,TORRENT (AXON),,,73.0,1,0.8944271909999159
1233486,pregeb nt tab 1*10,,tablet,pregeb nt,pregeb nt 10s,1.0,pregeb,pregeb,pregeb,373462.0,pregeb nt 75mg/10mg tablet 10s,pregeb,pregeb nt 75/10 10s,tablet,pregeb nt 75mg/10mg tablet 10s,0.7745966692414834,0.7745966692414834,10,10,0.0,pregeb nt tablet 10s,2.0,,mg ,2.0,,75,0,,TORRENT (PSYCAN),,,188.05,1,0.7745966692414834
1233541,ebov-pg tab 1*10,,tablet,ebov pg,ebov pg 10s,1.0,ebov,ebov,ebov,369011.0,ebov pg 75mg/60mg tablet 10s,ebov,ebov pg 75/60 10s,tablet,ebov pg 75mg/60mg tablet 10s,0.7745966692414834,0.7745966692414834,10,10,0.0,ebov pg tablet 10s,2.0,,mg ,2.0,,75,0,,GLENMARK-[ INTEGRACE ],,,250.5,1,0.7745966692414834
1233874,mirbeg s-50 tab 1,,tablet,mirbeg s,mirbeg s 50 1,1.0,mirbeg,mirbeg,mirbeg,371928.0,mirbeg s 50 tablet er 10s,mirbeg,mirbeg s 50 10s,tablet,mirbeg s 50 tablet 10s,0.75,0.75,,10,1.0,mirbeg s 50 tablet 1,2.0,,,2.0,,,0,,(IPCA),,,500.0,1,0.75
1233946,vil-g 50mg tab 1,,tablet,vil g,vil g 50 1,1.0,vil,vil,vil,375931.0,vil g tablet 15s,vil,vil g 15s,tablet,vil g tablet 15s,0.5773502691896258,0.5773502691896258,,15,1.0,vil g 50mg tablet 1,2.0,mg ,,2.0,50,,0,,ZUVENTUS LIFESTYLE,,,75.0,1,0.5773502691896258
1234161,jointace-od tab 1*15,,tablet,jointace od,jointace od 15s,1.0,jointace,jointace,jointace,218559.0,jointace od 1500mg tablet 15s,jointace,jointace od 1500 15s,tablet,jointace od 1500mg tablet 15s,0.8660254037844387,0.8660254037844387,15,15,0.0,jointace od tablet 15s,2.0,,mg ,2.0,,1500,0,,MEYER ORGANICS PVT LTD.,,,305.0,1,0.8660254037844387
1234272,rifacept kid-3 tab 1*10,,tablet,rifacept paediatric,rifacept paediatric 3 10s,1.0,rifacept,rifacept,rifacept,291250.0,rifacept 3 kid tablet 10s,rifacept,rifacept 3 paediatric 10s,tablet,rifacept 3 paediatric tablet 10s,1.0,1.0,10,10,0.0,rifacept paediatric 3 tablet 10s,2.0,,,2.0,,,0,,CONCEPT PHARMA.LTD,,,31.3,1,1.0
1234315,tide e-10 tab 1*10,,tablet,tide e,tide e 10 10s,1.0,tide,tide,tide,326422.0,tide 10 tablet 10s,tide,tide 10 10s,tablet,tide 10 tablet 10s,0.8660254037844387,0.8660254037844387,10,10,0.0,tide e 10 tablet 10s,2.0,,,2.0,,,0,,TORRENT (DELTA),,,267.5,1,0.8660254037844387
1234317,tide e-20 tab 1*10,,tablet,tide e,tide e 20 10s,1.0,tide,tide,tide,326426.0,tide 20 tablet 10s,tide,tide 20 10s,tablet,tide 20 tablet 10s,0.8660254037844387,0.8660254037844387,10,10,0.0,tide e 20 tablet 10s,2.0,,,2.0,,,0,,TORRENT (DELTA),,,290.0,1,0.8660254037844387
1234495,montina fx tab 1*10,,tablet,montina fx,montina fx 10s,1.0,montina,montina,montina,372026.0,montina fx 10mg/120mg tablet 10s,montina,montina fx 10/120 10s,tablet,montina fx 10mg/120mg tablet 10s,0.7745966692414834,0.7745966692414834,10,10,0.0,montina fx tablet 10s,2.0,,mg ,2.0,,10,0,,ARISTO MF-1,,,71.0,1,0.7745966692414834
1234694,singulair chew-4mg tab 1*28,,tablet,singulair chew,singulair chew 4 1 28,1.0,singulair,singulair,singulair,312735.0,singulair 4mg chewable tablet 7s,singulair,singulair 4 chewable 7s,tablet,singulair 4mg chewable tablet 7s,0.4472135954999579,0.4472135954999579,,7,1.0,singulair chew 4mg tablet 1 28,0.0,mg ,mg ,0.0,4,4,0,,MENARINI PRIMARY CARE,,,100.25,1,0.4472135954999579
1234865,exafib 2.5 tab 1*14,,tablet,exafib 2.5,exafib 2.5 1 14,1.0,exafib,exafib,exafib,369394.0,exafib 2.5mg tablet 14s,exafib,exafib 2.5 14s,tablet,exafib 2.5mg tablet 14s,0.6708203932499369,0.6708203932499369,,14,1.0,exafib 2.5 tablet 1 14,2.0,,mg ,2.0,,2.5,0,,EMCURE:-[ NUCRON ],,,326.2,1,0.6708203932499369
1245535,subhi cal tab 1*10,,tablet,subhi cal,subhi cal 10s,1.0,subhi,subhi,subhi,318172.0,subhi gold tablet 10s,subhi,subhi gold 10s,tablet,subhi gold tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,subhi cal tablet 10s,2.0,,,2.0,,,0,,THREE DOTS,,,149.9,1,0.6666666666666667
1245651,freenac-th-4 tab 1*10,,tablet,freenac th,freenac th 4 10s,1.0,freenac,freenac,freenac,197976.0,freenac th 100 mg/4 mg tablet 10s,freenac,freenac th 100/4 10s,tablet,freenac th 100mg/4mg tablet 10s,0.8944271909999159,0.8944271909999159,10,10,0.0,freenac th 4 tablet 10s,2.0,,mg ,2.0,,100,0,,HBC PHARMA,,,159.0,1,0.8944271909999159
1245656,xircox-p tab 1*10,,tablet,xircox p,xircox p 10s,1.0,xircox,xircox,xircox,376316.0,xircox p 60mg/325mg tablet 10s,xircox,xircox p 60/325 10s,tablet,xircox p 60mg/325mg tablet 10s,0.7745966692414834,0.7745966692414834,10,10,0.0,xircox p tablet 10s,2.0,,mg ,2.0,,60,0,,HBC PHARMA,,,105.0,1,0.7745966692414834
1245657,xircox-90-10 tab 1*10,,tablet,xircox 90,xircox 90 10 10s,1.0,xircox,xircox,xircox,376315.0,xircox 90 tablet 10s,xircox,xircox 90 10s,tablet,xircox 90 tablet 10s,0.8660254037844387,0.8660254037844387,10,10,0.0,xircox 90 10 tablet 10s,2.0,,,2.0,,,0,,HBC PHARMA,,,125.0,1,0.8660254037844387
1245705,torglip-r tab 1*10,,tablet,torglip r,torglip r 10s,1.0,torglip,torglip,torglip,375368.0,torglip r 100mg/50mg tablet 10s,torglip,torglip r 100/50 10s,tablet,torglip r 100mg/50mg tablet 10s,0.7745966692414834,0.7745966692414834,10,10,0.0,torglip r tablet 10s,2.0,,mg ,2.0,,100,0,,TORRENT (AZUCA),,,163.9,1,0.7745966692414834
1245734,tamfil-ds tab 1*10,,tablet,tamfil ds,tamfil ds 10s,1.0,tamfil,tamfil,tamfil,374917.0,tamfil s 30mg tablet 10s,tamfil,tamfil s 30 10s,tablet,tamfil s 30mg tablet 10s,0.5773502691896258,0.5773502691896258,10,10,0.0,tamfil ds tablet 10s,2.0,,mg ,2.0,,30,0,,FOURRTS:-[ SP. ],,,590.0,1,0.5773502691896258
1245933,vildambic m-500 tab 1*15,,tablet,vildambic m,vildambic m 500 15s,1.0,vildambic,vildambic,vildambic,375900.0,vildambic m tablet 15s,vildambic,vildambic m 15s,tablet,vildambic m tablet 15s,0.8660254037844387,0.8660254037844387,15,15,0.0,vildambic m 500 tablet 15s,2.0,,,2.0,,,0,,ALEMBIC-( PHARMA ),,,124.15,1,0.8660254037844387
1246056,vt-60k tab 1*4,,tablet,vt 60k,vt 60k 4s,1.0,vt,vt,vt,376162.0,vt 60k chewable tablet 4s,vt,vt 60k chewable 4s,tablet,vt 60k chewable tablet 4s,0.8660254037844387,0.8660254037844387,4,4,0.0,vt 60k tablet 4s,2.0,,,2.0,,,0,,TBG,,,107.99,1,0.8660254037844387
1246103,maxvoid-s tab 1*10,,tablet,maxvoid s,maxvoid s 10s,1.0,maxvoid,maxvoid,maxvoid,371601.0,maxvoid s 8mg/5mg tablet 10s,maxvoid,maxvoid s 8/5 10s,tablet,maxvoid s 8mg/5mg tablet 10s,0.7745966692414834,0.7745966692414834,10,10,0.0,maxvoid s tablet 10s,2.0,,mg ,2.0,,8,0,,ALKEM-(UROCARE),,,399.0,1,0.7745966692414834
1246316,aldactone f-10 tab 1*10,,tablet,aldactone f,aldactone f 10 10s,1.0,aldactone,aldactone,aldactone,380533.0,aldactone-f tablet 10s,aldactone,aldactone f 10s,tablet,aldactone f tablet 10s,0.8660254037844387,0.8660254037844387,10,10,0.0,aldactone f 10 tablet 10s,2.0,,,2.0,,,0,,RPG IMPULSE,,,81.2,1,0.8660254037844387
1246327,encelin od-50 tab 1*10,,tablet,encelin od,encelin od 50 10s,1.0,encelin,encelin,encelin,369111.0,encelin 50mg tablet 10s,encelin,encelin 50 10s,tablet,encelin 50mg tablet 10s,0.8660254037844387,0.8660254037844387,10,10,0.0,encelin od 50 tablet 10s,2.0,,mg ,2.0,,50,0,,TORRENT,,,75.0,1,0.8660254037844387
1246426,ulcon mv tab 1*10,,tablet,ulcon mv,ulcon mv 10s,1.0,ulcon,ulcon,ulcon,379670.0,ulcon mv 200mg tablet 10s,ulcon,ulcon mv 200 10s,tablet,ulcon mv 200mg tablet 10s,0.8660254037844387,0.8660254037844387,10,10,0.0,ulcon mv tablet 10s,2.0,,mg ,2.0,,200,0,,DIRECT(UNIMARCK HEALTHCARE LTD.),,,104.5,1,0.8660254037844387
1246508,immune all tab 1*30,,tablet,immune all,immune all 30s,1.0,immune,immune,immune,213845.0,immune up tablet 30s,immune,immune up 30s,tablet,immune up tablet 30s,0.6666666666666667,0.6666666666666667,30,30,0.0,immune all tablet 30s,2.0,,,2.0,,,0,,MEYER ORGANICS PVT LTD.,,,435.0,1,0.6666666666666667
1246623,bilanta forte tab 1*10,,tablet,bilanta forte,bilanta forte 10s,1.0,bilanta,bilanta,bilanta,367168.0,bilanta tablet 10s,bilanta,bilanta 10s,tablet,bilanta tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,bilanta forte tablet 10s,2.0,,,2.0,,,1,,AJANTA MEXLON,,,180.0,1,0.8164965809277259
1246685,mpride-v2/0.3 tab 2/500/0.3mg 1*15,,tablet,mpride v2/0.3,mpride v2/0.3 2/500/0.3 15s,1.0,mpride,mpride,mpride,379601.0,mpride v2/0.3 tablet 15s,mpride,mpride v2/0.3 15s,tablet,mpride v2/0.3 tablet 15s,0.8682431421244593,0.8682431421244593,15,15,0.0,mpride v2/0.3 tablet 2/500/0.3mg 15s,2.0,mg ,,2.0,2/500/0.3,,0,,AJANTA-[INOVIO],,,262.5,1,0.8682431421244593
1246687,mpride-v1/0.3 tab 1/500/0.3 1*15,,tablet,mpride v1/0.3,mpride v1/0.3 1/500/0.3 15s,1.0,mpride,mpride,mpride,379602.0,mpride v1/0.3 tablet 15s,mpride,mpride v1/0.3 15s,tablet,mpride v1/0.3 tablet 15s,0.8682431421244593,0.8682431421244593,15,15,0.0,mpride v1/0.3 tablet 1/500/0.3 15s,2.0,,,2.0,,,0,,AJANTA-[INOVIO],,,202.5,1,0.8682431421244593
1246728,telma az-80 tab 1*10,,tablet,telma az,telma az 80 10s,1.0,telma,telma,telma,375012.0,telma az 80mg/8mg tablet 10s,telma,telma az 80/8 10s,tablet,telma az 80mg/8mg tablet 10s,0.8944271909999159,0.8944271909999159,10,10,0.0,telma az 80 tablet 10s,2.0,,mg ,2.0,,80,0,,GLENMARK-[ ZOLTAN ],,,175.0,1,0.8944271909999159
1246935,obimet gx-2 tab 1*15,,tablet,obimet gx,obimet gx 2 15s,1.0,obimet,obimet,obimet,259419.0,obimet gx 1 tablet pr 15s,obimet,obimet gx 1 15s,tablet,obimet gx 1 tablet 15s,0.75,0.75,15,15,0.0,obimet gx 2 tablet 15s,2.0,,,2.0,,,0,,CORONA:-(RADIANCE),,,205.3,1,0.75
1247018,etowin-p tab 1*10,,tablet,etowin p,etowin p 10s,1.0,etowin,etowin,etowin,189950.0,etowin p 60mg/325mg tablet 10s,etowin,etowin p 60/325 10s,tablet,etowin p 60mg/325mg tablet 10s,0.7745966692414834,0.7745966692414834,10,10,0.0,etowin p tablet 10s,2.0,,mg ,2.0,,60,0,,CORONA REMEDIES,,,122.95,1,0.7745966692414834
1247020,etowin-pg tab 1*10,,tablet,etowin pg,etowin pg 10s,1.0,etowin,etowin,etowin,369357.0,etowin pg 75mg/60mg tablet 10s,etowin,etowin pg 75/60 10s,tablet,etowin pg 75mg/60mg tablet 10s,0.7745966692414834,0.7745966692414834,10,10,0.0,etowin pg tablet 10s,2.0,,mg ,2.0,,75,0,,CORONA REMEDIES,,,228.0,1,0.7745966692414834
1247260,d3-hd tab 1*4,,tablet,d3 hd,d3 hd 4s,1.0,d3,d3,d3,161088.0,d3 hd 60k tablet 4s,d3,d3 hd 60k 4s,tablet,d3 hd 60k tablet 4s,0.8660254037844387,0.8660254037844387,4,4,0.0,d3 hd tablet 4s,2.0,,,2.0,,,0,,CORONA:- (XEMX),,,120.57,1,0.8660254037844387
1247281,gelusil mps tab 1*15,,tablet,gelusil mps,gelusil mps 15s,1.0,gelusil,gelusil,gelusil,369886.0,gelusil mps chewable tablet mint 15s,gelusil,gelusil mps chewable mint 15s,tablet,gelusil mps chewable tablet mint 15s,0.7745966692414834,0.7745966692414834,15,15,0.0,gelusil mps tablet 15s,2.0,,,2.0,,,0,,( AMTEK ) MARKETING @ SERVICES,,,21.88,1,0.7745966692414834
1247312,daplo v tab 1*10,,tablet,daplo v,daplo v 10s,1.0,daplo,daplo,daplo,377962.0,daplo v 10mg/100mg tablet sr 10s,daplo,daplo v 10/100 10s,tablet,daplo v 10mg/100mg tablet 10s,0.7745966692414834,0.7745966692414834,10,10,0.0,daplo v tablet 10s,2.0,,mg ,2.0,,10,0,,DR.REDDY^S LABORATORIES LTD.,,,167.4,1,0.7745966692414834
