item_code,brand,Master Catalogue name,medicine_type,exp_sku_brand,mod_brand,count_syp,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,exp_sku_brand5,pack,manufacturer,catg,subcatg,mrp
1105268,alex+ped drop 15ml 15ml,,others,alex+ped,alex+ped drops 15,0,alex+ped,alex+ped,alex+ped,alex+ped,,GLENMARK-[ RESPICARE ],,,74.5
1105292,prasutab 5mg 1*10,,others,,prasutab 5 10s,0,,,,,,ALEMBIC-( SPECIA ),,,64.0
1105294,prasutab 10tab 1*10,,others,,prasutab 10s,0,,,,,,ALEMBIC-( SPECIA ),,,108.0
1105311,glimulin-2-mf forte 1*15t,,others,glimulin 2 mf forte 1 15t,glimulin 2 mf forte 1 15t,0,glimulin 2 mf forte 1,glimulin 2 mf forte,glimulin 2 mf,glimulin 2,,GLENMARK-[ HEALTHEON ],,,291.0
1105391,bleminor cream 30ml,,others,bleminor,bleminor cream 30,0,bleminor,bleminor,bleminor,bleminor,,HIMALAYA,,,190.0
1105397,clearvital gel 30ml,,others,clearvital,clearvital gel 30,0,clearvital,clearvital,clearvital,clearvital,,HIMALAYA,,,100.0
1105399,hairzone solt. 60ml,,others,hairzone solt.,hairzone solt. 60,0,hairzone,hairzone,hairzone,hairzone,,HIMALAYA,,,300.0
1105481,glycinorm m-60 od 1*10t,,others,glycinorm m 60 od 1 10t,glycinorm m 60 od 1 10t,0,glycinorm m 60 od 1,glycinorm m 60 od,glycinorm m 60,glycinorm m,,IPCA=( CCC ),,,131.55
1105509,v.wash liq soap 100gm,,others,v.wash liquid,v.wash liquid soap 100,0,v.wash,v.wash,v.wash,v.wash,,GLENMARK -{OTC},,,120.0
1105532,ascoril+expt. 120ml,,others,ascoril+expt.,ascoril+expt. 120,0,ascoril+expt.,ascoril+expt.,ascoril+expt.,ascoril+expt.,,GLENMARK-[ MAJESTA ],,,119.0
1105551,glycinorm m-30 od 1*10t,,others,glycinorm m 30 od 1 10t,glycinorm m 30 od 1 10t,0,glycinorm m 30 od 1,glycinorm m 30 od,glycinorm m 30,glycinorm m,,(IPCA),,,96.1
1105577,vogli gm-1 forte 1*10,,others,vogligm 1 forte 10s,vogli 1 forte 10s,0,vogligm 1 forte,vogligm 1,vogligm,vogligm,,MEDLEY-( VASOKARE ),,,100.0
1105604,doxavent 400mg 1*10,,others,doxavent,doxavent 400 10s,0,doxavent,doxavent,doxavent,doxavent,,GLENMARK-[ MAJESTA ],,,50.0
1105634,flovera lotion 50ml,,others,flovera,flovera lotion 50,0,flovera,flovera,flovera,flovera,,GLENMARK-[ GRACEWELL SPL ],,,95.0
1105642,flovera body wash 150ml,,others,flovera body wash,flovera body wash 150,0,flovera body,flovera,flovera,flovera,,GLENMARK-[ GRACEWELL SPL ],,,375.0
1105643,flovera cream 150gm,,others,flovera,flovera cream 150,0,flovera,flovera,flovera,flovera,,GLENMARK-[ GRACEWELL SPL ],,,190.0
1105648,flovera spf+lotion 100ml,,others,flovera,flovera spf+lotion 100,0,flovera,flovera,flovera,flovera,,GLENMARK-[ GRACEWELL SPL ],,,215.0
1105651,flovera lotion 150ml,,others,flovera,flovera lotion 150,0,flovera,flovera,flovera,flovera,,GLENMARK-[ GRACEWELL SPL ],,,198.0
1105701,c-pram s plus-0.25 1*10,,others,c pram s plus 0.25 10s,c pram s plus 0.25 10s,0,c pram s plus 0.25,c pram s plus,c pram s,c pram,,TORRENT (MIND),,,97.0
1105741,doliza er-650 1*10t,,others,doliza 650 1 10t,doliza 650 1 10t,0,doliza 650 1,doliza 650,doliza,doliza,,SUN PHARMA=[ RESPIRATORY ],,,19.95
1105802,beathe o meter 1,,others,beathe o meter 1,beathe o meter 1,0,beathe o meter,beathe o,beathe,beathe,,CIPLA-( NURTURE-1 ),,,340.0
1105827,disney baby talc 100gm,,others,disney baby talc,disney baby talc 100,0,disney baby,disney,disney,disney,,(GEN.),,,0.0
1105841,fosend 500 1*10,,others,fosend 500 10s,fosend 500 10s,0,fosend 500,fosend,fosend,fosend,,DR.REDDY^S LABORATORIES LTD.,,,0.0
1105863,balosix 40mg 1*10,,others,balosix,balosix 40 10s,0,balosix,balosix,balosix,balosix,,ALKEM-(*ACE ),,,59.9
1105865,balosix 80mg 1*10,,others,balosix,balosix 80 10s,0,balosix,balosix,balosix,balosix,,ALKEM-(*ACE ),,,119.0
1105908,totlazyme-150ml 150ml,,others,totlazyme,totlazyme 150,0,totlazyme,totlazyme,totlazyme,totlazyme,,FOREGEN (GENASIA BIOTECH),,,108.9
1105954,taxim o cv-200 1*10t,,others,taxim o cv 200 1 10t,taxim o cv 200 1 10t,0,taxim o cv 200 1,taxim o cv 200,taxim o cv,taxim o,,ALKEM-(*ALPHA ),,,350.5
1105990,haritaki 1*60t,,others,haritaki 1 60t,haritaki 1 60t,0,haritaki 1,haritaki,haritaki,haritaki,,HIMALAYA,,,75.0
1106015,gelusil xtra cool 170ml,,others,,gelusil xtra cool 170,0,,,,,,PFIZER-( FUTURA ),,,98.99
1106030,laxtaz 15gm 15gm,,others,laxtaz,laxtaz 15,0,laxtaz,laxtaz,laxtaz,laxtaz,,IPCA=( INTIMA ),,,25.0
1106031,laxtaz 90gm 90gm,,others,laxtaz,laxtaz 90,0,laxtaz,laxtaz,laxtaz,laxtaz,,IPCA=( INTIMA ),,,149.0
1106044,rosatan h-20 1*10,,others,rosatan h 20 10s,rosatan h 20 10s,0,rosatan h 20,rosatan h,rosatan,rosatan,,EMCURE:-[ CRIANTE ],,,78.0
1106045,rosatan sa-5 1*10,,others,rosatan sa 5 10s,rosatan sa 5 10s,0,rosatan sa 5,rosatan sa,rosatan,rosatan,,EMCURE:-[ CRIANTE ],,,82.0
1106134,bigduo cream 15gm,,others,bigduo,bigduo cream 15,0,bigduo,bigduo,bigduo,bigduo,,RONYD,,,119.0
1116215,cystone (syp).200 200ml,,syrup,cystone,cystone syrup .200 200,1,cystone,cystone,cystone,cystone,,HIMALAYA,,,190.0
1116296,si-fixim cv-200 1*10t,,others,si fixim cv 200 1 10t,si fixim cv 200 1 10t,0,si fixim cv 200 1,si fixim cv 200,si fixim cv,si fixim,,SVIZERA INSPIRA,,,218.25
1116326,hc.preg bulk 1*50,,others,hc.preg bulk 50s,hc.preg bulk 50s,0,hc.preg bulk,hc.preg,hc.preg,hc.preg,,MENARINI PRIMARY CARE,,,490.0
1116327,hc.menopause kit 1*1,,others,hc.menopause kit 1s,hc.menopause kit 1s,0,hc.menopause kit,hc.menopause,hc.menopause,hc.menopause,,MENARINI PRIMARY CARE,,,225.0
1116328,hc.ovulation kit 1*7,,others,hc.ovulation kit 7s,hc.ovulation kit 7s,0,hc.ovulation kit,hc.ovulation,hc.ovulation,hc.ovulation,,MENARINI PRIMARY CARE,,,225.0
1116329,hc.ovulation bulk 1*50,,others,hc.ovulation bulk 50s,hc.ovulation bulk 50s,0,hc.ovulation bulk,hc.ovulation,hc.ovulation,hc.ovulation,,MENARINI PRIMARY CARE,,,1190.0
1116413,glimisave m-3 forte 1*15t,,others,glimisave m 3 forte 1 15t,glimisave m 3 forte 1 15t,0,glimisave m 3 forte 1,glimisave m 3 forte,glimisave m 3,glimisave m,,ERIS-{ PHARMA },,,195.84
1116433,augpen iv-1.2 gm 1vail,,others,,augpen iv 1.2 1vail,0,,,,,,ZUVENTUS HEALTHCARE LTD,,,129.04
1116439,vomipen 30ml,,others,,vomipen 30,0,,,,,,MOREPAN LAB LTD,,,29.0
1116445,marv body warmer 1*1,,others,marv body warmer 1s,marv body warmer 1s,0,marv body warmer,marv body,marv,marv,,(GEN.),,,72.0
1116530,tclone inj 1ml,,injection,tclone,tclone injection 1,0,tclone,tclone,tclone,tclone,,TBG,,,121.0
1116701,amexidil sol. 60ml,,others,amexidil sol.,amexidil sol. 60,0,amexidil,amexidil,amexidil,amexidil,,SUNPHARMA(ORTUS),,,599.0
1116726,dricare lotion 10ml,,others,dricare,dricare lotion 10,0,dricare,dricare,dricare,dricare,,GLENMARK INTERGRACE G@G,,,0.0
1116774,clopichek-75mg 1*10t,,others,clopichek,clopichek 75 1 10t,0,clopichek,clopichek,clopichek,clopichek,,PFIZER-( INTIMA ),,,50.0
1116831,augpen lb 1g bid 1*10t,,others,,augpen lb 1000 bid 1 10t,0,,,,,,ZUVENTUS HEALTHCARE LTD,,,536.4
1117011,msbeta-12 mg 1*10,,others,msbeta,msbeta 12 10s,0,msbeta,msbeta,msbeta,msbeta,,UNICHEM PHARMA,,,114.0
1117016,ptprees,,others,ptprees,ptprees,0,ptprees,ptprees,ptprees,ptprees,,UNICHEM,,,95.0
1117081,seizlac-100mg 1*10,,others,seizlac,seizlac 100 10s,0,seizlac,seizlac,seizlac,seizlac,,ALKEM-(*PENTACARE ),,,85.0
1117083,seizlac-50mg 1*10,,others,seizlac,seizlac 50 10s,0,seizlac,seizlac,seizlac,seizlac,,ALKEM-(*PENTACARE ),,,45.0
1117095,infinair 5mg+10mg 1*10t,,others,,infinair 5+10 1 10t,0,,,,,,PFIZER-( ULTIMA ),,,112.94
1117097,vibazyme duo-325 1*10,,others,vibazyme duo 325 10s,vibazyme duo 325 10s,0,vibazyme duo 325,vibazyme duo,vibazyme,vibazyme,,PFIZER-( ULTIMA ),,,243.0
1117325,zodilac sachet 10ml,,others,zodilac,zodilac sachet 10,0,zodilac,zodilac,zodilac,zodilac,,ERIS-{ MONTANA },,,15.0
1117327,storpid-10 1*10,,others,storpid 10 10s,storpid 10 10s,0,storpid 10,storpid,storpid,storpid,,SUNPHARMA V (OLD),,,109.0
1117438,ezinapi+cream 50gm,,others,,ezinapi+cream 50,0,,,,,,DR.REDDY-[ WINTURA ],,,221.5
1117456,nozuca nasal spray 20ml,,others,nozuca nasal,nozuca nasal spray 20,0,nozuca,nozuca,nozuca,nozuca,,ALKEM-(ARISE),,,38.5
1117522,newtap 50mg 1*10t,,others,newtap,newtap 50 1 10t,0,newtap,newtap,newtap,newtap,,ALKEM-(*ACE ),,,99.0
1117605,supracal k-2 1*10,,others,supracalk 2 10s,supracalk 2 10s,0,supracalk 2,supracalk,supracalk,supracalk,,PHARMED SYNERGY,,,249.0
1117662,metaspray 1pcs,,others,,metaspray 1pcs,0,,,,,,(CIP),,,434.83
1117689,bresol syp 100ml,,syrup,bresol,bresol syrup 100,1,bresol,bresol,bresol,bresol,,HIMALAYA,,,80.0
1117713,infant mask 1*1,,others,,infant mask 1s,0,,,,,,CIPLA-( RESPIRATORY-I ),,,165.0
1117715,folgel plus 1*15,,others,,folgel plus 15s,0,,,,,,UNIVERSAL,,,184.43
1117747,koflet-h lozenges 1*6,,others,koflet h lozenges 6s,koflet h lozenges 6s,0,koflet h lozenges,koflet h,koflet,koflet,,HIMALAYA,,,30.0
1117761,rasotane-20 1*10,,others,rasotane 20 10s,rasotane 20 10s,0,rasotane 20,rasotane,rasotane,rasotane,,EMCURE:-[ COMMON-2 ],,,26.0
1117770,nozuca syp. 60ml,,syrup,nozuca,nozuca syrup 60,1,nozuca,nozuca,nozuca,nozuca,,ALKEM-(ARISE),,,38.8
1117797,diozam-5 1*10,,others,diozam 5 10s,diozam 5 10s,0,diozam 5,diozam,diozam,diozam,,DIOS LIFESCIENCES,,,52.25
1117852,stornat sachet 4gm,,others,stornat,stornat sachet 4,0,stornat,stornat,stornat,stornat,,GLENMARK-[ INTEGRACE ],,,55.01
1127972,olser beta 50 1*10,,others,olser beta 50 10s,olser beta 50 10s,0,olser beta 50,olser beta,olser,olser,,TORRENT (DELTA),,,0.0
1127983,tapentrol-50mg 1*10t,,others,,tapentrol 50 1 10t,0,,,,,,UNICHEM PHARMA,,,99.0
1127989,vibazyme 200-dt 1*10,,others,vibazyme 200 10s,vibazyme 200 10s,0,vibazyme 200,vibazyme,vibazyme,vibazyme,,PFIZER-( ULTIMA ),,,89.04
1128000,ostosmart auto inh,,others,ostosmart auto inh,ostosmart auto inh,0,ostosmart auto,ostosmart,ostosmart,ostosmart,,CIPLA-( NURTURE-1 ),,,0.0
1128011,razoeasy sachet 3gm,,others,razoeasy,razoeasy sachet 3,0,razoeasy,razoeasy,razoeasy,razoeasy,,DR.REDDY^S LABORATORIES LTD.,,,22.62
1128021,myoflx sr-8 1*10,,others,myoflx 8 10s,myoflx 8 10s,0,myoflx 8,myoflx,myoflx,myoflx,,RPG:-{ PHARMA },,,149.0
1128045,livolooz syp. 200ml,,syrup,livolooz,livolooz syrup 200,1,livolooz,livolooz,livolooz,livolooz,,ALGEN HEALTHCARE,,,178.0
1128049,feq-10 softgel 1*10,,others,feq 10,feq 10 softgel 10s,0,feq,feq,feq,feq,,SVIZERA HEALTHCARE,,,425.0
1128121,hiowna jr.(choc.) 200gm,,others,hiowna jr. choc.,hiowna jr. choc. 200,0,hiowna jr.,hiowna,hiowna,hiowna,,HIMALAYA,,,195.0
1128123,hiowna jr.(straberry) 200gm,,others,hiowna jr. straberry,hiowna jr. straberry 200,0,hiowna jr.,hiowna,hiowna,hiowna,,HIMALAYA,,,180.0
1128164,piomed mg-1 1*10,,others,piomedmg 1 10s,piomed 1 10s,0,piomedmg 1,piomedmg,piomedmg,piomedmg,,IPCA=( 3-D ),,,83.6
1128179,tapenax er-50 1*15,,others,,tapenax 50 15s,0,,,,,,AJANTA-[ ALMIRON ],,,229.0
1128180,tapenax er-100 1*10,,others,,tapenax 100 10s,0,,,,,,AJANTA-[ ALMIRON ],,,406.0
1128242,crolimate oint. 10gm,,others,crolimate oint.,crolimate oint. 10,0,crolimate,crolimate,crolimate,crolimate,,ALEMBIC-( CORIUM ),,,108.0
1128281,tafluma 2.5ml 2.5ml,,others,tafluma,tafluma 2.5,0,tafluma,tafluma,tafluma,tafluma,,AJANTA-[ INYX ],,,245.0
1128304,lmontus-ab 1*10,,others,lmontus ab 10s,lmontus ab 10s,0,lmontus ab,lmontus,lmontus,lmontus,,FOURRTS:-[ VIBRANT ],,,160.0
1128367,zt inj 500mg,,injection,zt,zt injection 500,0,zt,zt,zt,zt,,ALKEM-(*HOSPICARE ),,,1702.0
1128377,bonnisan syp. 200ml,,syrup,bonnisan,bonnisan syrup 200,1,bonnisan,bonnisan,bonnisan,bonnisan,,HIMALAYA,,,70.0
1128483,thialkor-12.5 1*10,,others,thialkor 12.5 10s,thialkor 12.5 10s,0,thialkor 12.5,thialkor,thialkor,thialkor,,EMCURE:-[ NUCRON-CV ],,,49.45
1128484,thialkor-6.5 1*10,,others,thialkor 6.5 10s,thialkor 6.5 10s,0,thialkor 6.5,thialkor,thialkor,thialkor,,EMCURE:-[ NUCRON-CV ],,,38.45
1128532,bonnisan syp 100ml,,syrup,bonnisan,bonnisan syrup 100,1,bonnisan,bonnisan,bonnisan,bonnisan,,HIMALAYA (ZINDEL-WELLNESS),,,60.0
1128571,augpen iv-300mg 1vial,,others,,augpen iv 300 1vial,0,,,,,,ZUVENTUS HEALTHCARE LTD,,,78.0
1128590,ostium k-2 1*15,,others,ostiumk 2 15s,ostmk 2 15s,0,ostiumk 2,ostiumk,ostiumk,ostiumk,,MEDLEY-( SUPRAKARE ),,,326.0
1128708,rosufin-f 1*10,,others,rosufin f 10s,rosufin f 10s,0,rosufin f,rosufin,rosufin,rosufin,,MEDLEY-( VASOKARE ),,,130.0
1128763,d.sol granules 1gm,,others,d.sol,d.sol granules 1000,0,d.sol,d.sol,d.sol,d.sol,,CIPLA-( SPECIALITY-3 ),,,36.3
1128831,furaspray nasal spray 120md,,others,,furaspray nasal spray 120md,0,,,,,,CIPLA-( NURTURE-1 ),,,350.5
1128877,tretar-l 1*10,,others,tretar l 10s,tretar l 10s,0,tretar l,tretar,tretar,tretar,,MOREPAN LAB LTD,,,80.36
1128949,augpen bid-1gm 1*10,,others,,augpen bid 1000 10s,0,,,,,,ZUVENTUS HEALTHCARE LTD,,,396.85
1128951,augpen lb bid-625 1*10,,others,,augpen lb bid 625 10s,0,,,,,,ZUVENTUS HEALTHCARE LTD,,,182.75
1129096,ostium k-2 forte 1*10,,others,ostiumk 2 forte 10s,ostmk 2 forte 10s,0,ostiumk 2 forte,ostiumk 2,ostiumk,ostiumk,,MEDLEY-( SUPRAKARE ),,,300.0
1129104,vogli gm-2 forte 1*10,,others,vogligm 2 forte 10s,vogli 2 forte 10s,0,vogligm 2 forte,vogligm 2,vogligm,vogligm,,MEDLEY-( VASOKARE ),,,147.0
1129114,livolooz syp 60ml,,syrup,livolooz,livolooz syrup 60,1,livolooz,livolooz,livolooz,livolooz,,ALGEN HEALTHCARE,,,52.0
1129116,freya syp. 150ml,,syrup,freya,freya syrup 150,1,freya,freya,freya,freya,,SUN PHARMA=[ CROSSLAND-1 ],,,100.0
1129161,lmontus susp 60ml,,others,lmontus,lmontus suspension 60,0,lmontus,lmontus,lmontus,lmontus,,FOURRTS:-[ VIBRANT ],,,117.0
1129166,grocapix 60gm,,others,,grocapix 60,0,,,,,,ALEMBIC-( CORIUM ),,,1590.0
1129203,gemcal k-2 1*10,,others,gemcalk 2 10s,gemcalk 2 10s,0,gemcalk 2,gemcalk,gemcalk,gemcalk,,ALKEM-(BERGEN_ASTA),,,0.0
1129265,diabecon-ds 1*60,,others,diabecon ds 60s,diabecon ds 60s,0,diabecon ds,diabecon,diabecon,diabecon,,HIMALAYA (ZANDRA),,,185.0
1139450,softdrops liquigel 10ml,,others,,softdrops liquigel 10,0,,,,,,AJANTA-[ ANWAXX ],,,251.0
1139507,vogli gm-1 1*10,,others,vogligm 1 10s,vogli 1 10s,0,vogligm 1,vogligm,vogligm,vogligm,,MEDLEY-( VASOKARE ),,,164.0
1139508,vogli gm-2 1*10,,others,vogligm 2 10s,vogli 2 10s,0,vogligm 2,vogligm,vogligm,vogligm,,MEDLEY-( VASOKARE ),,,196.0
1139575,maxitrol k-2 1*10,,others,maxitrolk 2 10s,maxitrolk 2 10s,0,maxitrolk 2,maxitrolk,maxitrolk,maxitrolk,,ALGEN HEALTHCARE,,,149.0
1139616,d.sol 60k 1*4,,others,d.sol 60k 4s,d.sol 60k 4s,0,d.sol 60k,d.sol,d.sol,d.sol,,CIPLA-( SPECIALITY-3 ),,,96.35
1139730,paniclam 1*10,,others,paniclam 10s,paniclam 10s,0,paniclam,paniclam,paniclam,paniclam,,RPG IMPULSE,,,57.75
1139744,lmontus flash 1*10,,others,lmontus flash 10s,lmontus flash 10s,0,lmontus flash,lmontus,lmontus,lmontus,,FOURRTS:-[ VIBRANT ],,,140.0
1139762,anawain-0.25% 20ml,,others,anawain 0.25%,anawain 0.25% 20,0,anawain,anawain,anawain,anawain,,NEON LAB.,,,59.0
1139787,colymonas inj 1miu 1miu,,injection,colymonas,colymonas injection 1m,0,colymonas,colymonas,colymonas,colymonas,,GLENMARK-[ CRITICA ],,,1195.5
1139789,gefe-max inj 1,,injection,gefe max,gefe max injection 1,0,gefe,gefe,gefe,gefe,,GLENMARK-[ CRITICA ],,,433.0
1139857,r.b.pride 1*10,,others,r.b.pride 10s,r.b.pride 10s,0,r.b.pride,r.b.pride,r.b.pride,r.b.pride,,MEDLEY-( NUTRAKARE ),,,130.0
1139896,colymonas inj 2miu 2miu,,injection,colymonas,colymonas injection 2m,0,colymonas,colymonas,colymonas,colymonas,,GLENMARK-[ CRITICA ],,,1903.0
1139902,v.wash plus 100ml,,others,v.wash plus,v.wash plus 100,0,v.wash,v.wash,v.wash,v.wash,,GLENMARK {CONSUMER CARE},,,180.0
1139920,cilametxl-25 1,,others,cilametxl 25 1,cilametxl 25 1,0,cilametxl 25,cilametxl,cilametxl,cilametxl,,FOREGEN (GENASIA BIOTECH),,,82.0
1139921,cilametxl-50 1*15,,others,cilametxl 50 15s,cilametxl 50 15s,0,cilametxl 50,cilametxl,cilametxl,cilametxl,,FOREGEN (GENASIA BIOTECH),,,147.75
1140031,glotab 1*10,,others,,glotab 10s,0,,,,,,AJANTA-[ INYX ],,,196.0
1140042,blackcrown 2% 60ml,,others,blackcrown 2%,blackcrown 2% 60,0,blackcrown,blackcrown,blackcrown,blackcrown,,RONYD DERMAJOINT HEALTH,,,260.0
1140044,blackcrown forte 60ml,,others,blackcrown forte,blackcrown forte 60,0,blackcrown,blackcrown,blackcrown,blackcrown,,RONYD DERMAJOINT HEALTH,,,499.0
1140049,vomipen-p 1,,others,,vomipen p 1,0,,,,,,MOREPAN LAB LTD,,,29.25
1140107,flogel ultra drop  10ml,,others,,flogel ultra drops 10,0,,,,,,(CIP),,,399.3
1140124,multivate gold 1*15,,others,multivate gold 15s,multivate gold 15s,0,multivate gold,multivate,multivate,multivate,,UNIVERSAL,,,180.5
1140151,pyradium-200 1*10,,others,pyradium 200 10s,pyradm 200 10s,0,pyradium 200,pyradium,pyradium,pyradium,,MENARINI PRIMARY CARE,,,114.0
1140397,easynos nasal spray 10ml,,others,easynos nasal,easynos nasal spray 10,0,easynos,easynos,easynos,easynos,,DR.REDDY^S LABORATORIES LTD.,,,175.0
1140438,canesar 8 1*10,,others,canesar 8 10s,canesar 8 10s,0,canesar 8,canesar,canesar,canesar,,SUN PHARMA=[ SOLUS-M ],,,61.8
1140496,punarnava 60cap,,others,punarnava,punarnava 60cap,0,punarnava,punarnava,punarnava,punarnava,,HIMALAYA (ZINDEL-WELLNESS),,,150.0
1140497,yashti-madhu 60,,others,yashti madhu 60,yashti madhu 60,0,yashti madhu,yashti,yashti,yashti,,HIMALAYA (ZINDEL-WELLNESS),,,180.0
1150559,evecare (syp) 400ml,,syrup,evecare,evecare syrup 400,1,evecare,evecare,evecare,evecare,,HIMALAYA (ZANDRA),,,220.0
1150561,renalka syrup 200ml,,syrup,renalka,renalka syrup 200,1,renalka,renalka,renalka,renalka,,HIMALAYA (ZANDRA),,,135.0
1150635,lunifin lotion 10ml,,others,lunifin,lunifin lotion 10,0,lunifin,lunifin,lunifin,lunifin,,SUN PHARMA=[ SOLUS-M ],,,178.0
1150659,lukol syp. 200ml,,syrup,lukol,lukol syrup 200,1,lukol,lukol,lukol,lukol,,HIMALAYA (ZANDRA),,,170.0
1150755,metreheal 7.5gm,,others,metreheal,metreheal 7.5,0,metreheal,metreheal,metreheal,metreheal,,FOURRTS:-[ SP. ],,,69.0
1150892,protectis baby drops 5ml,,others,protectis baby,protectis baby drops 5,0,protectis,protectis,protectis,protectis,,(DRL),,,950.0
1150956,koflet sf linctus 100ml,,others,koflet sf linctus,koflet sf linctus 100,0,koflet sf,koflet,koflet,koflet,,HIMALAYA,,,95.0
1150981,cal k-2 1*10,,others,calk 2 10s,calk 2 10s,0,calk 2,calk,calk,calk,,WANBURY=( SURGLIFE ),,,215.0
1151114,prepro dry syp 50ml,,syrup,prepro dry,prepro dry syrup 50,1,prepro,prepro,prepro,prepro,,FOURRTS PERMIERE GASTRO,,,84.38
1151227,v.wash plus 200ml,,others,v.wash plus,v.wash plus 200,0,v.wash,v.wash,v.wash,v.wash,,GLENMARK {CONSUMER CARE},,,300.0
1151233,rexfol 1*10,,others,rexfol 10s,rexfol 10s,0,rexfol,rexfol,rexfol,rexfol,,REXTER UHL,,,99.0
1151246,grocapix 100gm,,others,,grocapix 100,0,,,,,,ALEMBIC-( CORIUM ),,,1790.0
1151290,v.wash plus 100ml,,others,v.wash plus,v.wash plus 100,0,v.wash,v.wash,v.wash,v.wash,,(GLENMARK),,,180.0
1151358,enclofert-50 1*5,,others,enclofert 50 5s,enclofert 50 5s,0,enclofert 50,enclofert,enclofert,enclofert,,SVIZERA HEALTHCARE,,,115.5
1151371,bioexidil 60,,others,bioexidil 60,bioexidil 60,0,bioexidil,bioexidil,bioexidil,bioexidil,,SUNPHARMA(ORTUS),,,1399.0
1151402,d.sol drop,,others,d.sol,d.sol drops,0,d.sol,d.sol,d.sol,d.sol,,CIPLA LTD.,,,68.98
1151444,lmontus kid 1*10,,others,lmontus paediatric 10s,lmontus paediatric 10s,0,lmontus paediatric,lmontus,lmontus,lmontus,,(FOURTS),,,65.0
1151446,lmontus-ab 1*10,,others,lmontus ab 10s,lmontus ab 10s,0,lmontus ab,lmontus,lmontus,lmontus,,(FOURTS),,,0.0
1151496,ulgel sauf syp 200ml,,syrup,,ulgel sauf syrup 200,1,,,,,,(ALEMBIC),,,131.6
1151584,stanglow 10gm,,others,stanglow,stanglow 10,0,stanglow,stanglow,stanglow,stanglow,,RONYD DERMAJOINT HEALTH,,,195.0
1151657,hiowana kidz [strb.] 200gm,,others,hiowana kidz [strb.],hiowana kidz [strb.] 200,0,hiowana kidz,hiowana,hiowana,hiowana,,HIMALAYA,,,200.48
1151659,hiowana kidz [choc.] 200gm,,others,hiowana kidz [choc.],hiowana kidz [choc.] 200,0,hiowana kidz,hiowana,hiowana,hiowana,,HIMALAYA,,,200.0
1151661,hiowna kidz [vanila] 400gm,,others,hiowna kidz [vanila],hiowna kidz [vanila] 400,0,hiowna kidz,hiowna,hiowna,hiowna,,HIMALAYA,,,415.0
1151714,mamadew baby gel 10gm,,others,mamadew baby,mamadew baby gel 10,0,mamadew,mamadew,mamadew,mamadew,,MENARINI RAUNAQ PHARMA LTD.,,,0.0
1151766,humactiv cream 50gm,,others,humactiv,humactiv cream 50,0,humactiv,humactiv,humactiv,humactiv,,GLENMARK-{DERMAX},,,199.0
1151844,g.b.h.c. soap 50gm,,others,g.b.h.c.,g.b.h.c. soap 50,0,g.b.h.c.,g.b.h.c.,g.b.h.c.,g.b.h.c.,,MENARINI RAUNAQ PHARMA LTD.,,,51.0
1151861,g.b.h.c. lotion 100ml,,others,g.b.h.c.,g.b.h.c. lotion 100,0,g.b.h.c.,g.b.h.c.,g.b.h.c.,g.b.h.c.,,MENARINI RAUNAQ PHARMA LTD.,,,70.0
1152019,nerv5 1*10,,others,nerv5 10s,nerv5 10s,0,nerv5,nerv5,nerv5,nerv5,,RPG IMPULSE,,,99.0
1152042,v-clam duo 625 lb 1*10,,others,v clam duo 625 lb 10s,v clam duo 625 lb 10s,0,v clam duo 625 lb,v clam duo 625,v clam duo,v clam,,VENOVA PHARMACEUTICAL,,,269.0
1152088,becosule performance 1*15,,others,becosule performance 15s,becosule performance 15s,0,becosule performance,becosule,becosule,becosule,,PFIZER-( PROXIMA ),,,164.99
1162159,capnea oral solt 1ml,,others,,capnea oral solt 1,0,,,,,,CIPLA LTD.,,,207.69
1162161,capnea oral solt 2ml,,others,,capnea oral solt 2,0,,,,,,CIPLA LTD.,,,415.38
1162321,penidure la inj 12 lakh,,injection,,penidure la injection 12 lakh,0,,,,,,WYETH,,,12.06
1162322,penidure la inj 6 lacs,,injection,,penidure la injection 6 lacs,0,,,,,,WYETH,,,7.83
1162333,ulgel a syp 200ml,,syrup,,ulgel a syrup 200,1,,,,,,(ALEMBIC),,,168.6
1162396,penidure la12,,others,,penidure la12,0,,,,,,PFIZER (NEURO),,,12.06
1162397,penidure la6,,others,,penidure la6,0,,,,,,PFIZER (NEURO),,,7.83
1162462,mt150138 1*10,,others,mt150138 10s,mt150138 10s,0,mt150138,mt150138,mt150138,mt150138,,FOREGEN HEALTHCARE PVT.LTD.,,,135.0
1162536,perobar-2.5% 1,,others,,perobar 2.5% 1,0,,,,,,(AJANTA),,,128.0
1162537,perobar 2.5% 1,,others,,perobar 2.5% 1,0,,,,,,(AJANTA),,,140.0
1162541,softdrops 10ml,,others,,softdrops 10,0,,,,,,(AJANTA),,,197.0
1162607,bon k-2 hd 1*15,,others,bonk 2 hd 15s,bonk 2 hd 15s,0,bonk 2 hd,bonk 2,bonk,bonk,,GLENMARK-[ INTEGRACE ],,,285.0
1162631,vomirrust drops 30ml,,others,vomirrust,vomirrust drops 30,0,vomirrust,vomirrust,vomirrust,vomirrust,,VENOVA PHARMACEUTICAL,,,34.5
1162694,hiowna kidz [vanila] 200gm,,others,hiowna kidz [vanila],hiowna kidz [vanila] 200,0,hiowna kidz,hiowna,hiowna,hiowna,,HIMALAYA,,,250.0
