item_code,brand_x,Master Catalogue name,medicine_type_x,exp_sku_brand,mod_brand,count_cap,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,id,brand_y,sku_brand,new_brand,medicine_type_y,new_brand2,cosine,max_cosine,quantity_x,quantity_y,quantity_flag,salt_flag,mod_brand2,uom_flag,uom_x,uom_y,strength_flag,strength_x,strength_y,pack,manufacturer,catg,subcatg,mrp,count,mod_cosine
1163335,arthoprol cap 1*10,,capsule,arthoprol,arthoprol 10s,1.0,arthoprol,arthoprol,arthoprol,115783.0,arthoprol 200mg capsule 10s,arthoprol,arthoprol 200 10s,capsule,arthoprol 200mg capsule 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,0.0,arthoprol capsule 10s,2.0,,mg,2.0,,200,,RONYD,,,199.0,1,0.8164965809277259
1164107,trinorm cap 1,,capsule,trinorm,trinorm 1,1.0,trinorm,trinorm,trinorm,330000.0,trinorm capsule 10s,trinorm,trinorm 10s,capsule,trinorm capsule 10s,0.4999999999999999,0.4999999999999999,,10,1.0,0.0,trinorm capsule 1,2.0,,,2.0,,,,SUN PHARMA=[ PRIMALANDS ],,,224.0,1,0.4999999999999999
1174095,trinorm cap 1,,capsule,trinorm,trinorm 1,1.0,trinorm,trinorm,trinorm,330000.0,trinorm capsule 10s,trinorm,trinorm 10s,capsule,trinorm capsule 10s,0.4999999999999999,0.4999999999999999,,10,1.0,0.0,trinorm capsule 1,2.0,,,2.0,,,,SUN PHARMA=[ PRIMALANDS ],,,0.0,1,0.4999999999999999
1174362,redotil cap  1*15,,capsule,redotil,redotil 15s,1.0,redotil,redotil,redotil,288126.0,redotil 100mg capsule 15s,redotil,redotil 100 15s,capsule,redotil 100mg capsule 15s,0.8164965809277259,0.8164965809277259,15,15,0.0,0.0,redotil capsule 15s,2.0,,mg,2.0,,100,,(DRL),,,353.25,1,0.8164965809277259
1174822,elata cap 5 mg 1*10,,capsule,elata,elata 5 10s,1.0,elata,elata,elata,184677.0,elata capsule 10s,elata,elata 10s,capsule,elata capsule 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,0.0,elata capsule 5mg 10s,2.0,mg,,2.0,5,,,ALEMBIC-( ZENOVI-GYN ),,,1422.4,1,0.8164965809277259
1175021,arthaoff-50mg cap 1*10,,capsule,arthaoff,arthaoff 50 10s,1.0,arthaoff,arthaoff,arthaoff,115755.0,arthaoff m 750mcg/75mg capsule 10s,arthaoff,arthaoff m 750/75 10s,capsule,arthaoff m 750mcg/75mg capsule 10s,0.5163977794943222,0.5163977794943222,10,10,0.0,0.0,arthaoff 50mg capsule 10s,0.0,mg,mg,1.0,50,750,,ERINOME,,,59.5,1,0.5163977794943222
1175378,gemcal cap  1*15,,capsule,gemcal,gemcal 15s,1.0,gemcal,gemcal,gemcal,200454.0,gemcal soft gelatin capsule 15s,gemcal,gemcal sg 15s,capsule,gemcal sg capsule 15s,0.8164965809277259,0.8164965809277259,15,15,0.0,0.0,gemcal capsule 15s,2.0,,,2.0,,,,(ALKEM),,,300.0,1,0.8164965809277259
1175494,mvista cap 1,,capsule,mvista,mvista 1,1.0,mvista,mvista,mvista,246683.0,mvista capsule 10s,mvista,mvista 10s,capsule,mvista capsule 10s,0.4999999999999999,0.4999999999999999,mvi,10,1.0,0.0,mvista capsule 1,2.0,,,2.0,,,,EMCURE:-[ COMMON-2 ],,,195.4,1,0.4999999999999999
1175570,fenza-600 cap 1*2,,capsule,fenza,fenza 600 2s,1.0,fenza,fenza,fenza,369517.0,fenza vaginal capsule 2s,fenza,fenza vaginal 2s,capsule,fenza vaginal capsule 2s,0.6666666666666667,0.6666666666666667,2,2,0.0,0.0,fenza 600 capsule 2s,2.0,,,2.0,,,,GLENMARK INTERGRACE G@G,,,410.0,1,0.6666666666666667
1186109,tocofil cap 1*15,,capsule,tocofil,tocofil 15s,1.0,tocofil,tocofil,tocofil,375305.0,tocofil softgel capsule 15s,tocofil,tocofil softgel 15s,capsule,tocofil softgel capsule 15s,0.8164965809277259,0.8164965809277259,15,15,0.0,0.0,tocofil capsule 15s,2.0,,,2.0,,,,FOURRTS PERMIERE GASTRO,,,463.0,1,0.8164965809277259
1196335,inoges cap 1,,capsule,inoges,inoges 1,1.0,inoges,inoges,inoges,215231.0,inoges capsule 10s,inoges,inoges 10s,capsule,inoges capsule 10s,0.4999999999999999,0.4999999999999999,inoge,10,1.0,0.0,inoges capsule 1,2.0,,,2.0,,,,ZUVENTUS HEALTHCARE LTD,,,205.0,1,0.4999999999999999
1196880,keestone caps 1*24tab,,capsule,keestone,keestone 1 24tab,1.0,keestone,keestone,keestone,220393.0,keestone capsule 24s,keestone,keestone 24s,capsule,keestone capsule 24s,0.40824829046386296,0.40824829046386296,kee,24,1.0,0.0,keestone capsule 1 24tab,2.0,,,2.0,,,,KEE PHARMA,,,243.0,1,0.40824829046386296
1207892,emprogest-400 cap 1,,capsule,emprogest,emprogest 400 1,1.0,emprogest,emprogest,emprogest,186086.0,emprogest 400mg capsule sr 10s,emprogest,emprogest 400 10s,capsule,emprogest 400mg capsule 10s,0.6666666666666667,0.6666666666666667,emproge,10,1.0,0.0,emprogest 400 capsule 1,2.0,,mg,2.0,,400,,EMCURE:-[ IVA ],,,519.25,1,0.6666666666666667
1208121,lyrica 75 cap 1*14,,capsule,lyrica,lyrica 75 1 14,1.0,lyrica,lyrica,lyrica,232863.0,lyrica 75mg capsule 14s,lyrica,lyrica 75 14s,capsule,lyrica 75mg capsule 14s,0.5773502691896258,0.5773502691896258,,14,1.0,0.0,lyrica 75 capsule 1 14,2.0,,mg,2.0,,75,,(PFIZER),,,884.1,1,0.5773502691896258
1208420,gynejoy cap 30c,,capsule,gynejoy,gynejoy 30c,1.0,gynejoy,gynejoy,gynejoy,206026.0,gynejoy capsule 30s,gynejoy,gynejoy 30s,capsule,gynejoy capsule 30s,0.4999999999999999,0.4999999999999999,,30,1.0,0.0,gynejoy capsule 30c,2.0,,,2.0,,,,MEDLEY-( NUTRAKARE ),,,435.5,1,0.4999999999999999
1208824,zedott cap 1*10,,capsule,zedott,zedott 10s,1.0,zedott,zedott,zedott,346287.0,zedott 100mg capsule 10s,zedott,zedott 100 10s,capsule,zedott 100mg capsule 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,0.0,zedott capsule 10s,2.0,,mg,2.0,,100,,TORRENT (VISTA),,,233.2,1,0.8164965809277259
1208860,mifenti cap 1,,capsule,mifenti,mifenti 1,1.0,mifenti,mifenti,mifenti,240925.0,mifenti vaginal capsule 1s,mifenti,mifenti vaginal 1s,capsule,mifenti vaginal capsule 1s,0.40824829046386296,0.40824829046386296,,1,1.0,0.0,mifenti capsule 1,2.0,,,2.0,,,,ALEMBIC-( ALCARE ),,,143.0,1,0.40824829046386296
1220320,colmint cap 1*10,,capsule,colmint,colmint 10s,1.0,colmint,colmint,colmint,156967.0,colmint gastro resistant peppermint oil capsule 10s,colmint,colmint gastro resistant peppermint oil 10s,capsule,colmint gastro resistant peppermint oil capsule 10s,0.5773502691896258,0.5773502691896258,10,10,0.0,0.0,colmint capsule 10s,2.0,,,2.0,,,,ALKEM (*ALPHA MAX),,,119.0,1,0.5773502691896258
1220322,itratuf 100mg cap 1*15,,capsule,itratuf,itratuf 100 15s,1.0,itratuf,itratuf,itratuf,370679.0,itratuf capsule 15s,itratuf,itratuf 15s,capsule,itratuf capsule 15s,0.8164965809277259,0.8164965809277259,15,15,0.0,0.0,itratuf 100mg capsule 15s,2.0,mg,,2.0,100,,,ALKEM (*ALPHA MAX),,,232.5,1,0.8164965809277259
1220545,megapen-500mg cap 1*10,,capsule,megapen,megapen 500 10s,1.0,megapen,megapen,megapen,362073.0,megapen capsule 10s,megapen,megapen 10s,capsule,megapen capsule 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,0.0,megapen 500mg capsule 10s,2.0,mg,,2.0,500,,,ARISTO MF-1,,,58.8,1,0.8164965809277259
1220638,profine-100mg cap 1*10,,capsule,profine,profine 100 10s,1.0,profine,profine,profine,280910.0,profine 100 soft gelatin capsule 10s,profine,profine 100 sg 10s,capsule,profine 100 sg capsule 10s,0.8660254037844387,0.8660254037844387,10,10,0.0,0.0,profine 100mg capsule 10s,2.0,mg,,2.0,100,,,ARISTO MF-3,,,149.0,1,0.8660254037844387
1220974,fenubig cap 1*10,,capsule,fenubig,fenubig 10s,1.0,fenubig,fenubig,fenubig,193138.0,fenubig soft gelatin capsule 10s,fenubig,fenubig sg 10s,capsule,fenubig sg capsule 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,0.0,fenubig capsule 10s,2.0,,,2.0,,,,FOREGEN HEALTHCARE PVT.LTD.,,,245.0,1,0.8164965809277259
1221260,afogatran 110 cap 10 str 1*10,,capsule,afogatran,afogatran 110 10 str 10s,1.0,afogatran,afogatran,afogatran,106415.0,afogatran 110 capsule 10s,afogatran,afogatran 110 10s,capsule,afogatran 110 capsule 10s,0.7745966692414834,0.7745966692414834,10,10,0.0,0.0,afogatran 110 capsule 10 str 10s,2.0,,,2.0,,,,TORRENT (PSYCAN),,,331.65,1,0.7745966692414834
1221262,afogatran 150 cap 10 str 1*10,,capsule,afogatran,afogatran 150 10 str 10s,1.0,afogatran,afogatran,afogatran,106416.0,afogatran 150 capsule 10s,afogatran,afogatran 150 10s,capsule,afogatran 150 capsule 10s,0.7745966692414834,0.7745966692414834,10,10,0.0,0.0,afogatran 150 capsule 10 str 10s,2.0,,,2.0,,,,TORRENT (PSYCAN),,,398.0,1,0.7745966692414834
1221301,afogatran 75 cap 10 str 1*10,,capsule,afogatran,afogatran 75 10 str 10s,1.0,afogatran,afogatran,afogatran,106417.0,afogatran 75mg capsule 10s,afogatran,afogatran 75 10s,capsule,afogatran 75mg capsule 10s,0.7745966692414834,0.7745966692414834,10,10,0.0,0.0,afogatran 75 capsule 10 str 10s,2.0,,mg,2.0,,75,,TORRENT (PSYCAN),,,265.3,1,0.7745966692414834
1221319,enzar 10000 cap 10 str 1*10,,capsule,enzar,enzar 10000 10 str 10s,1.0,enzar,enzar,enzar,187208.0,enzar 10000 capsule 10s,enzar,enzar 10000 10s,capsule,enzar 10000 capsule 10s,0.7745966692414834,0.7745966692414834,10,10,0.0,0.0,enzar 10000 capsule 10 str 10s,2.0,,,2.0,,,,TORRENT,,,277.0,1,0.7745966692414834
1221424,rozuplatt cap 1*10,,capsule,rozuplatt,rozuplatt 10s,1.0,rozuplatt,rozuplatt,rozuplatt,294520.0,rozuplatt 10mg/75mg capsule 10s,rozuplatt,rozuplatt 10/75 10s,capsule,rozuplatt 10mg/75mg capsule 10s,0.7071067811865475,0.7071067811865475,10,10,0.0,0.0,rozuplatt capsule 10s,2.0,,mg,2.0,,10,,TORRENT,,,0.0,1,0.7071067811865475
1221455,enzar 40000 cap 10 str 1*10,,capsule,enzar,enzar 40000 10 str 10s,1.0,enzar,enzar,enzar,187209.0,enzar 40000 capsule 10s,enzar,enzar 40000 10s,capsule,enzar 40000 capsule 10s,0.7745966692414834,0.7745966692414834,10,10,0.0,0.0,enzar 40000 capsule 10 str 10s,2.0,,,2.0,,,,TORRENT,,,926.95,1,0.7745966692414834
1221918,cystopen cap 1,,capsule,cystopen,cystopen 1,1.0,cystopen,cystopen,cystopen,160681.0,cystopen capsule 10s,cystopen,cystopen 10s,capsule,cystopen capsule 10s,0.4999999999999999,0.4999999999999999,cy,10,1.0,0.0,cystopen capsule 1,2.0,,,2.0,,,,(RANBAXY),,,690.0,1,0.4999999999999999
1222641,intebact cap 1*10,,capsule,intebact,intebact 10s,1.0,intebact,intebact,intebact,380216.0,intebact imun capsule 14s,intebact,intebact imun 14s,capsule,intebact imun capsule 14s,0.40824829046386296,0.40824829046386296,10,14,1.0,0.0,intebact capsule 10s,2.0,,,2.0,,,,MOREPAN LAB LTD,,,545.0,1,0.40824829046386296
1232939,liveraid cap 1*10,,capsule,liveraid,liveraid 10s,1.0,liveraid,liveraid,liveraid,229034.0,liveraid capsule 15s,liveraid,liveraid 15s,capsule,liveraid capsule 15s,0.4999999999999999,0.4999999999999999,10,15,1.0,0.0,liveraid capsule 10s,2.0,,,2.0,,,,(PHARMED),,,317.0,1,0.4999999999999999
1233254,enzyl cap-40mg 1*28s,,capsule,enzyl,enzyl 40 1 28s,1.0,enzyl,enzyl,enzyl,369157.0,enzyl 80 capsule 14s,enzyl,enzyl 80 14s,capsule,enzyl 80 capsule 14s,0.2886751345948129,0.2886751345948129,28,14,1.0,0.0,enzyl capsule 40mg 1 28s,2.0,mg,,2.0,40,,,SUN PHARMA=[ URO-CARE ],,,6440.0,1,0.2886751345948129
1233610,zedott cap 1*10,,capsule,zedott,zedott 10s,1.0,zedott,zedott,zedott,346287.0,zedott 100mg capsule 10s,zedott,zedott 100 10s,capsule,zedott 100mg capsule 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,0.0,zedott capsule 10s,2.0,,mg,2.0,,100,,(TORRENT),,,175.65,1,0.8164965809277259
1233744,enzyl cap-80mg 1*14,,capsule,enzyl,enzyl 80 1 14,1.0,enzyl,enzyl,enzyl,369157.0,enzyl 80 capsule 14s,enzyl,enzyl 80 14s,capsule,enzyl 80 capsule 14s,0.5773502691896258,0.5773502691896258,,14,1.0,0.0,enzyl capsule 80mg 1 14,2.0,mg,,2.0,80,,,SUN PHARMA=[ URO-CARE ],,,6440.0,1,0.5773502691896258
1233942,respilax cap 1*10,,capsule,respilax,respilax 10s,1.0,respilax,respilax,respilax,373954.0,respilax 100mg capsule 10s,respilax,respilax 100 10s,capsule,respilax 100mg capsule 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,0.0,respilax capsule 10s,2.0,,mg,2.0,,100,,ZUVENTUS HEALTHCARE LTD,,,91.3,1,0.8164965809277259
1234325,luxury cap 1*10,,capsule,luxury,luxury 10s,1.0,luxury,luxury,luxury,232435.0,luxury softgel capsule 10s,luxury,luxury softgel 10s,capsule,luxury softgel capsule 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,0.0,luxury capsule 10s,2.0,,,2.0,,,,(RONYD),,,599.0,1,0.8164965809277259
1234367,enzelo-10000 cap 1,,capsule,enzelo,enzelo 10000 1,1.0,enzelo,enzelo,enzelo,369142.0,enzelo 10000 capsule dr 10s,enzelo,enzelo 10000 10s,capsule,enzelo 10000 capsule 10s,0.6666666666666667,0.6666666666666667,,10,1.0,0.0,enzelo 10000 capsule 1,2.0,,,2.0,,,,ZUVENTUS-( GROMAXX ),,,203.32,1,0.6666666666666667
1234369,enzelo-25000 cap 1,,capsule,enzelo,enzelo 25000 1,1.0,enzelo,enzelo,enzelo,369143.0,enzelo 25000mg capsule 10s,enzelo,enzelo 25000 10s,capsule,enzelo 25000mg capsule 10s,0.6666666666666667,0.6666666666666667,,10,1.0,0.0,enzelo 25000 capsule 1,2.0,,mg,2.0,,25000,,ZUVENTUS-( GROMAXX ),,,530.95,1,0.6666666666666667
1234536,nintib-150 mg cap 1*30,,capsule,nintib,nintib 150 30s,1.0,nintib,nintib,nintib,372497.0,nintib 150 soft gelatin capsule 10s,nintib,nintib 150 sg 10s,capsule,nintib 150 sg capsule 10s,0.5773502691896258,0.5773502691896258,30,10,1.0,0.0,nintib 150mg capsule 30s,2.0,mg,,2.0,150,,,CIPLA ( IMPULSE-2 ),,,850.0,1,0.5773502691896258
1234596,goldcal cap 1*10,,capsule,goldcal,goldcal 10s,1.0,goldcal,goldcal,goldcal,204775.0,goldcal soft gelatin capsule 10s,goldcal,goldcal sg 10s,capsule,goldcal sg capsule 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,0.0,goldcal capsule 10s,2.0,,,2.0,,,,(RONYD),,,141.9,1,0.8164965809277259
1234777,dobesil cap 1*10,,capsule,dobesil,dobesil 10s,1.0,dobesil,dobesil,dobesil,168121.0,dobesil 500mg capsule 10s,dobesil,dobesil 500 10s,capsule,dobesil 500mg capsule 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,0.0,dobesil capsule 10s,2.0,,mg,2.0,,500,,(RANBAXY),,,195.0,1,0.8164965809277259
1245662,grogain-10 cap 1*10,,capsule,grogain,grogain 10 10s,1.0,grogain,grogain,grogain,370216.0,grogain capsule 10s,grogain,grogain 10s,capsule,grogain capsule 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,0.0,grogain 10 capsule 10s,2.0,,,2.0,,,,ALEMBIC ( OURON ),,,125.0,1,0.8164965809277259
1245663,grogain-30 cap 1*10,,capsule,grogain,grogain 30 10s,1.0,grogain,grogain,grogain,370216.0,grogain capsule 10s,grogain,grogain 10s,capsule,grogain capsule 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,0.0,grogain 30 capsule 10s,2.0,,,2.0,,,,ALEMBIC ( OURON ),,,444.0,1,0.8164965809277259
1246052,snt cap 1*10,,capsule,snt,snt 10s,1.0,snt,snt,snt,313898.0,snt mega lipocuts fat burner capsule 90s,snt,snt mega lipocuts fat burner 90s,capsule,snt mega lipocuts fat burner capsule 90s,0.2886751345948129,0.2886751345948129,10,90,1.0,0.0,snt capsule 10s,2.0,,,2.0,,,,TBG,,,169.9,1,0.2886751345948129
1246357,leuclear cap 1*42,,capsule,leuclear,leuclear 1 42,1.0,leuclear,leuclear,leuclear,371137.0,leuclear capsule 42s,leuclear,leuclear 42s,capsule,leuclear capsule 42s,0.40824829046386296,0.40824829046386296,,42,1.0,0.0,leuclear capsule 1 42,2.0,,,2.0,,,,KEE PHARMA,,,565.0,1,0.40824829046386296
1246399,dupact 40mg cap 1*10,,capsule,dupact,dupact 40 10s,1.0,dupact,dupact,dupact,182331.0,dupact capsule 10s,dupact,dupact 10s,capsule,dupact capsule 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,0.0,dupact 40mg capsule 10s,2.0,mg,,2.0,40,,,DR.REDDY^S LABORATORIES LTD.,,,651.5,1,0.8164965809277259
1246820,gemcal cap  1*15,,capsule,gemcal,gemcal 15s,1.0,gemcal,gemcal,gemcal,200454.0,gemcal soft gelatin capsule 15s,gemcal,gemcal sg 15s,capsule,gemcal sg capsule 15s,0.8164965809277259,0.8164965809277259,15,15,0.0,0.0,gemcal capsule 15s,2.0,,,2.0,,,,(ALKEM),,,300.0,1,0.8164965809277259
1247081,enzyl cap-160 1*7,,capsule,enzyl,enzyl 160 7s,1.0,enzyl,enzyl,enzyl,369157.0,enzyl 80 capsule 14s,enzyl,enzyl 80 14s,capsule,enzyl 80 capsule 14s,0.33333333333333337,0.33333333333333337,7,14,1.0,0.0,enzyl capsule 160 7s,2.0,,,2.0,,,,SUN PHARMA=[ URO-CARE ],,,6440.0,1,0.33333333333333337
1247591,natvie-400 cap 1*45c,,capsule,natvie,natvie 400 1 45c,1.0,natvie,natvie,natvie,372250.0,natvie capsule 15s,natvie,natvie 15s,capsule,natvie capsule 15s,0.35355339059327373,0.35355339059327373,,15,1.0,0.0,natvie 400 capsule 1 45c,2.0,,,2.0,,,,FRANCO-(FIP),,,327.0,1,0.35355339059327373
1257166,cartigen cap 1*30,,capsule,cartigen,cartigen 30s,1.0,cartigen,cartigen,cartigen,146012.0,cartigen 500mg capsule 30s,cartigen,cartigen 500 30s,capsule,cartigen 500mg capsule 30s,0.8164965809277259,0.8164965809277259,30,30,0.0,0.0,cartigen capsule 30s,2.0,,mg,2.0,,500,,(PHARMED),,,520.0,1,0.8164965809277259
5234,bicidal plus cap 10,,capsule,bicidal plus,bicidal plus 10,1.0,bicidal,bicidal,bicidal,126268.0,bicidal plus 250mg/250mg capsule 10s,bicidal,bicidal plus 250/250 10s,capsule,bicidal plus 250mg/250mg capsule 10s,0.4364357804719848,0.4364357804719848,plu,10,1.0,0.0,bicidal plus capsule 10,2.0,,mg,2.0,,250,,KEE PHARMA,,,59.85,1,0.4364357804719848
6732,revital-h cap [10] 1*10,,capsule,revital h,revital h [10] 10s,1.0,revital,revital,revital,361903.0,revital h capsule 10s,revital,revital h 10s,capsule,revital h capsule 10s,0.8660254037844387,0.8660254037844387,10,10,0.0,0.0,revital h capsule [10] 10s,2.0,,,2.0,,,,SUN PHARMA=[ OTC ],,,110.0,1,0.8660254037844387
6733,revital-h cap [30] 1*30,,capsule,revital h,revital h [30] 30s,1.0,revital,revital,revital,290325.0,revital h capsule 30s,revital,revital h 30s,capsule,revital h capsule 30s,0.8660254037844387,0.8660254037844387,30,30,0.0,0.0,revital h capsule [30] 30s,2.0,,,2.0,,,,SUN PHARMA=[ OTC ],,,310.0,1,0.8660254037844387
1021774,ceruvin-a cap 1*10,,capsule,ceruvin a,ceruvin a 10s,1.0,ceruvin,ceruvin,ceruvin,150055.0,ceruvin a capsule 15s,ceruvin,ceruvin a 15s,capsule,ceruvin a capsule 15s,0.6666666666666667,0.6666666666666667,10,15,1.0,0.0,ceruvin a capsule 10s,2.0,,,2.0,,,,SUN PHARMA=[ C.V-LIFE ],,,88.0,1,0.6666666666666667
1022233,becelac-pl cap 1*10,,capsule,becelac pl,becelac pl 10s,1.0,becelac,becelac,becelac,124241.0,becelac capsule 10s,becelac,becelac 10s,capsule,becelac capsule 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,0.0,becelac pl capsule 10s,2.0,,,2.0,,,,DR.REDDY^S LABORATORIES LTD.,,,16.65,1,0.8164965809277259
1023019,plagril a cap 1*10,,capsule,plagril a,plagril a 10s,1.0,plagril,plagril,plagril,277153.0,plagril a 75 mg/75 mg capsule 10s,plagril,plagril a 75/75 10s,capsule,plagril a 75mg/75mg capsule 10s,0.6546536707079772,0.6546536707079772,10,10,0.0,0.0,plagril a capsule 10s,2.0,,mg,2.0,,75,,DR.REDDY^S LABORATORIES LTD.,,,32.45,1,0.6546536707079772
1034069,race-2.5 cap 1*10,,capsule,race 2.5,race 2.5 10s,1.0,race,race,race,285706.0,race a 5 mg/2.5 mg capsule 10s,race,race a 5/2.5 10s,capsule,race a 5mg/2.5mg capsule 10s,0.8838834764831843,0.8838834764831843,10,10,0.0,0.0,race 2.5 capsule 10s,2.0,,mg,2.0,,5,,ALKEM-(*METABOLICS),,,59.3,1,0.8838834764831843
1045385,normet r cap 1*10,,capsule,normet r,normet r 10s,1.0,normet,normet,normet,255848.0,normet r 100mg capsule 10s,normet,normet r 100 10s,capsule,normet r 100mg capsule 10s,0.8660254037844387,0.8660254037844387,10,10,0.0,0.0,normet r capsule 10s,2.0,,mg,2.0,,100,,ZUVENTUS-( LASOR ),,,80.0,1,0.8660254037844387
1046336,relent-l cap 1*10,,capsule,relent l,relent l 10s,1.0,relent,relent,relent,288728.0,relent od capsule sr 10s,relent,relent od 10s,capsule,relent od capsule 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,0.0,relent l capsule 10s,2.0,,,2.0,,,,DR.REDDY^S LABORATORIES LTD.,,,150.0,1,0.6666666666666667
1046585,dutas-t cap 1*20,,capsule,dutas t,dutas t 20s,1.0,dutas,dutas,dutas,182560.0,dutas t plus capsule pr 15s,dutas,dutas t plus 15s,capsule,dutas t plus capsule 15s,0.5773502691896258,0.5773502691896258,20,15,1.0,0.0,dutas t capsule 20s,2.0,,,2.0,,,,DR.REDDY-[ FUTURA LEO ],,,260.5,1,0.5773502691896258
1056818,becelac fort cap 1*10,,capsule,becelac fort,becelac fort 10s,1.0,becelac,becelac,becelac,124241.0,becelac capsule 10s,becelac,becelac 10s,capsule,becelac capsule 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,0.0,becelac fort capsule 10s,2.0,,,2.0,,,,DR.REDDY^S LABORATORIES LTD.,,,33.5,1,0.8164965809277259
1057955,mecofort-g cap 1*10,,capsule,mecofort g,mecofort g 10s,1.0,mecofort,mecofort,mecofort,236302.0,mecofort capsule 10s,mecofort,mecofort 10s,capsule,mecofort capsule 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,0.0,mecofort g capsule 10s,2.0,,,2.0,,,,FOREGEN (GENASIA BIOTECH),,,161.7,1,0.8164965809277259
1058472,kool it cap 1*10,,capsule,kool it,kool it 10s,1.0,kool,kool,kool,222907.0,kool it 20mg/150mg capsule 10s,kool,kool it 20/150 10s,capsule,kool it 20mg/150mg capsule 10s,0.7745966692414834,0.7745966692414834,10,10,0.0,0.0,kool it capsule 10s,2.0,,mg,2.0,,20,,ALEMBIC-( ENTERON-GASTRO ),,,175.3,1,0.7745966692414834
1069076,zosecta dsr cap 1*10,,capsule,zosecta dsr,zosecta dsr 10s,1.0,zosecta,zosecta,zosecta,349952.0,zosecta dsr 30mg/20mg capsule 10s,zosecta,zosecta dsr 30/20 10s,capsule,zosecta dsr 30mg/20mg capsule 10s,0.7745966692414834,0.7745966692414834,10,10,0.0,0.0,zosecta dsr capsule 10s,2.0,,mg,2.0,,30,,EMCURE:-[ NUCRON ],,,109.1,1,0.7745966692414834
1070634,amino fit cap 1*15,,capsule,amino fit,amino fit 15s,1.0,amino,amino,amino,110890.0,amino seal capsule 10s,amino,amino seal 10s,capsule,amino seal capsule 10s,0.33333333333333337,0.33333333333333337,15,10,1.0,0.0,amino fit capsule 15s,2.0,,,2.0,,,,UNIVERSAL,,,251.0,1,0.33333333333333337
1070655,selace i cap 1*15,,capsule,selace i,selace i 15s,1.0,selace,selace,selace,309599.0,selace capsule 15s,selace,selace 15s,capsule,selace capsule 15s,0.8164965809277259,0.8164965809277259,15,15,0.0,0.0,selace i capsule 15s,2.0,,,2.0,,,,UNIVERSAL,,,98.0,1,0.8164965809277259
1081919,d-acne 10 cap 1*10,,capsule,d acne,d acne 10 10s,1.0,d,d,d,160872.0,d acne i 10 capsule 10s,d,d acne i 10 10s,capsule,d acne i 10 capsule 10s,0.8944271909999159,0.8944271909999159,10,10,0.0,0.0,d acne 10 capsule 10s,2.0,,,2.0,,,,GLENMARK-[ PHARMA ],,,167.0,1,0.8944271909999159
1081944,dexpure d cap 1*10c,,capsule,dexpure d,dexpure d 1 10c,1.0,dexpure,dexpure,dexpure,165037.0,dexpure d 30mg/10mg capsule 10s,dexpure,dexpure d 30/10 10s,capsule,dexpure d 30mg/10mg capsule 10s,0.4472135954999579,0.4472135954999579,,10,1.0,0.0,dexpure d capsule 1 10c,2.0,,mg,2.0,,30,,EMCURE:-[ PHARMA LTD ],,,122.0,1,0.4472135954999579
1093061,raciper it cap 1*10,,capsule,raciper it,raciper it 10s,1.0,raciper,raciper,raciper,285781.0,raciper it 40 mg/150 mg capsule 10s,raciper,raciper it 40/150 10s,capsule,raciper it 40mg/150mg capsule 10s,0.7745966692414834,0.7745966692414834,10,10,0.0,0.0,raciper it capsule 10s,2.0,,mg,2.0,,40,,SUN PHARMA=[ SOLUS-M ],,,104.4,1,0.7745966692414834
1093138,rabee-isr cap 1*10,,capsule,rabee isr,rabee isr 10s,1.0,rabee,rabee,rabee,284672.0,rabee isr 20 mg/150 mg capsule 10s,rabee,rabee isr 20/150 10s,capsule,rabee isr 20mg/150mg capsule 10s,0.7745966692414834,0.7745966692414834,10,10,0.0,0.0,rabee isr capsule 10s,2.0,,mg,2.0,,20,,RPG:-{ PHARMA },,,108.31,1,0.7745966692414834
1093243,insumin plus cap 1*10,,capsule,insumin plus,insumin plus 10s,1.0,insumin,insumin,insumin,215465.0,insumin capsule 10s,insumin,insumin 10s,capsule,insumin capsule 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,1.0,insumin plus capsule 10s,2.0,,,2.0,,,,ALKEM-(*MEDIVA ),,,216.0,1,0.8164965809277259
1093320,leviosa 299v cap 1*10,,capsule,leviosa 299v,leviosa 299v 10s,1.0,leviosa,leviosa,leviosa,226816.0,leviosa capsule 10s,leviosa,leviosa 10s,capsule,leviosa capsule 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,0.0,leviosa 299v capsule 10s,2.0,,,2.0,,,,SUN PHARMA=[ RESPIRATORY ],,,299.0,1,0.8164965809277259
