item_code,brand_x,Master Catalogue name,medicine_type_x,exp_sku_brand,mod_brand,count_syp,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,exp_sku_brand5,id,brand_y,sku_brand,new_brand,medicine_type_y,new_brand2,cosine,max_cosine,salt_flag,mod_brand2,uom_flag,uom_x,uom_y,pack,manufacturer,catg,subcatg,mrp,medicine_type_flag,count_cap,count_tab,count,mod_cosine
1116803,acticuf-cd 100ml,,others,acticuf cd,acticuf cd 100,0,acticuf,acticuf,acticuf,acticuf,103279.0,acticuf cd 2mg/10mg syrup 100ml,acticuf,acticuf cd 2/10 syrup 100,syrup,acticuf cd 2mg/10mg syrup 100ml ,0.7071067811865476,0.7071067811865476,0,acticuf cd 100ml ,0.0,ml ,ml ,,PHARMED ACE,,,68.0,1,,,2,0.7071067811865476
1116803,acticuf-cd 100ml,,others,acticuf cd,acticuf cd 100,0,acticuf,acticuf,acticuf,acticuf,103280.0,acticuf expectorant 100ml,acticuf,acticuf expectorant 100,others,acticuf expectorant 100ml ,0.6666666666666667,0.7071067811865476,0,acticuf cd 100ml ,0.0,ml ,ml ,,PHARMED ACE,,,68.0,0,,,2,0.6666666666666667
1116875,amlokem m-5/25 mg 1*10t,,others,amlokem m,aokem m 5/25 1 10t,0,amlokem,amlokem,amlokem,amlokem,111354.0,amlokem m 5mg/25mg tablet 10s,amlokem,aokem m 5/25 10s,tablet,amlokem m 5mg/25mg tablet 10s ,0.6666666666666667,0.6666666666666667,0,amlokem m 5/25mg 1 10t ,0.0,mg ,mg ,,ALKEM-(CARDIOLOGY),,,66.5,1,,,2,0.7302967433402214
1116875,amlokem m-5/25 mg 1*10t,,others,amlokem m,aokem m 5/25 1 10t,0,amlokem,amlokem,amlokem,amlokem,111352.0,amlokem m 2.5/25 tablet 10s,amlokem,aokem m 2.5/25 10s,tablet,amlokem m 2.5/25 tablet 10s ,0.6172133998483676,0.6666666666666667,0,amlokem m 5/25mg 1 10t ,2.0,mg ,,,ALKEM-(CARDIOLOGY),,,66.5,1,,,2,0.6666666666666667
1116887,bidin-ls 5ml,,others,bidin ls,bidin ls 5,0,bidin,bidin,bidin,bidin,126317.0,bidin ls eye drop 5ml,bidin,bidin ls eye drops 5,others,bidin ls eye drops 5ml ,0.7745966692414834,0.7745966692414834,0,bidin ls 5ml ,0.0,ml ,ml ,,AJANTA-[ INYX ],,,243.0,0,,,2,0.7745966692414834
1116887,bidin-ls 5ml,,others,bidin ls,bidin ls 5,0,bidin,bidin,bidin,bidin,126318.0,bidin ls tm eye drop 5ml,bidin,bidin ls tm eye drops 5,others,bidin ls tm eye drops 5ml ,0.7071067811865476,0.7745966692414834,0,bidin ls 5ml ,0.0,ml ,ml ,,AJANTA-[ INYX ],,,243.0,0,,,2,0.7071067811865476
1116963,miliclav dds 457mg 30ml,,others,miliclav dds,miliclav dds 457 30,0,miliclav,miliclav,miliclav,miliclav,241265.0,miliclav dry syrup 30ml,miliclav,miliclav dry syrup 30,syrup,miliclav dry syrup 30ml ,0.5,0.5,0,miliclav dds 457mg 30ml ,0.0,ml ,ml ,,GLENMARK-[ MILIEUS ],,,115.0,1,,,2,0.5
1116963,miliclav dds 457mg 30ml,,others,miliclav dds,miliclav dds 457 30,0,miliclav,miliclav,miliclav,miliclav,241266.0,miliclav forte syrup 30ml,miliclav,miliclav forte syrup 30,syrup,miliclav forte syrup 30ml ,0.5,0.5,0,miliclav dds 457mg 30ml ,0.0,ml ,ml ,,GLENMARK-[ MILIEUS ],,,115.0,1,,,2,0.5
1117447,candid powd.(60gm) 60gm,,others,candid powd.,candid powd. 60,0,candid,candid,candid,candid,144897.0,candid tv suspension 60ml,candid,candid tv suspension 60,others,candid tv suspension 60ml ,0.5773502691896258,0.5773502691896258,0,candid powd. 60gm 60gm ,1.0,gm ,ml ,,GLENMARK {CONSUMER CARE},,,90.0,0,,,2,0.5773502691896258
1117447,candid powd.(60gm) 60gm,,others,candid powd.,candid powd. 60,0,candid,candid,candid,candid,379156.0,candid dusting powder 60gm,candid,candid dusting powder 60,others,candid dusting powder 60gm ,0.5773502691896258,0.5773502691896258,0,candid powd. 60gm 60gm ,0.0,gm ,gm ,,GLENMARK {CONSUMER CARE},,,90.0,0,,,2,0.5773502691896258
1117619,venusia lot. 100ml,,others,venusia lot.,venusia lot. 100,0,venusia,venusia,venusia,venusia,336959.0,venusia moisturising lotion 100ml,venusia,venusia moisturising lotion 100,others,venusia moisturising lotion 100ml ,0.5773502691896258,0.5773502691896258,0,venusia lot. 100ml ,0.0,ml ,ml ,,DR.REDDY-[ DERMA-B ],,,361.0,0,,,2,0.5773502691896258
1117619,venusia lot. 100ml,,others,venusia lot.,venusia lot. 100,0,venusia,venusia,venusia,venusia,381322.0,venusia moisturising cream 100gm,venusia,venusia moisturising cream 100,others,venusia moisturising cream 100gm ,0.5773502691896258,0.5773502691896258,0,venusia lot. 100ml ,1.0,ml ,gm ,,DR.REDDY-[ DERMA-B ],,,361.0,0,,,2,0.5773502691896258
1117629,xmet p-1gm 1*10,,others,xmet p,xmet p 1000 10s,0,xmet,xmet,xmet,xmet,344406.0,xmet trio 2mg/500mg/0.3mg tablet 10s,xmet,xmet trio 2/500/0.3 10s,tablet,xmet trio 2mg/500mg/0.3mg tablet 10s ,0.3535533905932737,0.3535533905932737,0,xmet p 1000mg 10s ,0.0,mg ,mg ,,GLENMARK-[ HEALTHEON ],,,98.38,1,,,3,0.3779644730092272
1117629,xmet p-1gm 1*10,,others,xmet p,xmet p 1000 10s,0,xmet,xmet,xmet,xmet,344407.0,xmet trio 500/0.2/1 tablet sr 10s,xmet,xmet trio 500/0.2/1 10s,tablet,xmet trio 500/0.2/1 tablet 10s ,0.3535533905932737,0.3535533905932737,0,xmet p 1000mg 10s ,2.0,mg ,,,GLENMARK-[ HEALTHEON ],,,98.38,1,,,3,0.3779644730092272
1117629,xmet p-1gm 1*10,,others,xmet p,xmet p 1000 10s,0,xmet,xmet,xmet,xmet,344408.0,xmet trio 500/0.3/1 tablet sr 10s,xmet,xmet trio 500/0.3/1 10s,tablet,xmet trio 500/0.3/1 tablet 10s ,0.3535533905932737,0.3535533905932737,0,xmet p 1000mg 10s ,2.0,mg ,,,GLENMARK-[ HEALTHEON ],,,98.38,1,,,3,0.3779644730092272
1117673,xyzal-m(5mg+10mg) 1*10,,others,xyzal m,xyzal m 5+10 10s,0,xyzal,xyzal,xyzal,xyzal,345013.0,xyzal 10mg tablet 10s,xyzal,xyzal 10 10s,tablet,xyzal 10mg tablet 10s ,0.6708203932499369,0.6708203932499369,0,xyzal m 5mg+10mg 10s ,0.0,mg ,mg ,,DR.REDDY-[ GRANDERA ],,,253.25,1,,,3,0.7745966692414834
1117673,xyzal-m(5mg+10mg) 1*10,,others,xyzal m,xyzal m 5+10 10s,0,xyzal,xyzal,xyzal,xyzal,345014.0,xyzal 5mg tablet 10s,xyzal,xyzal 5 10s,tablet,xyzal 5mg tablet 10s ,0.6708203932499369,0.6708203932499369,0,xyzal m 5mg+10mg 10s ,0.0,mg ,mg ,,DR.REDDY-[ GRANDERA ],,,253.25,1,,,3,0.7745966692414834
1117673,xyzal-m(5mg+10mg) 1*10,,others,xyzal m,xyzal m 5+10 10s,0,xyzal,xyzal,xyzal,xyzal,345021.0,xyzal m tablet 10s,xyzal,xyzal m 10s,tablet,xyzal m tablet 10s ,0.6708203932499369,0.6708203932499369,0,xyzal m 5mg+10mg 10s ,2.0,mg ,,,DR.REDDY-[ GRANDERA ],,,253.25,1,,,3,0.7745966692414834
1117682,axogurd sr 1*10,,others,axogurd 10s,axogurd 10s,0,axogurd,axogurd,axogurd,axogurd,119612.0,axogurd capsule 10s,axogurd,axogurd 10s,capsule,axogurd capsule 10s ,0.8164965809277259,0.8164965809277259,0,axogurd 10s ,2.0,,,,ALEMBIC-( OSTEOFIT ),,,175.25,1,,,2,0.9999999999999998
1117682,axogurd sr 1*10,,others,axogurd 10s,axogurd 10s,0,axogurd,axogurd,axogurd,axogurd,119614.0,axogurd sr tablet 10s,axogurd,axogurd 10s,tablet,axogurd tablet 10s ,0.8164965809277259,0.8164965809277259,0,axogurd 10s ,2.0,,,,ALEMBIC-( OSTEOFIT ),,,175.25,1,,,2,0.9999999999999998
1117706,asomex xl 1*10,,others,asomex 10s,asomex 10s,0,asomex,asomex,asomex,asomex,116549.0,asomex 5 tablet 10s,asomex,asomex 5 10s,tablet,asomex 5 tablet 10s ,0.7071067811865475,0.7071067811865475,0,asomex 10s ,2.0,,,,EMCURE:-[ XENNEA ],,,0.0,1,,,7,0.8164965809277259
1117706,asomex xl 1*10,,others,asomex 10s,asomex 10s,0,asomex,asomex,asomex,asomex,116550.0,asomex 5mg tablet 10s,asomex,asomex 5 10s,tablet,asomex 5mg tablet 10s ,0.7071067811865475,0.7071067811865475,0,asomex 10s ,2.0,,mg ,,EMCURE:-[ XENNEA ],,,0.0,1,,,7,0.8164965809277259
1117706,asomex xl 1*10,,others,asomex 10s,asomex 10s,0,asomex,asomex,asomex,asomex,116557.0,asomex lth tablet 10s,asomex,asomex lth 10s,tablet,asomex lth tablet 10s ,0.7071067811865475,0.7071067811865475,0,asomex 10s ,2.0,,,,EMCURE:-[ XENNEA ],,,0.0,1,,,7,0.8164965809277259
1117706,asomex xl 1*10,,others,asomex 10s,asomex 10s,0,asomex,asomex,asomex,asomex,116562.0,asomex at tablet 10s,asomex,asomex at 10s,tablet,asomex at tablet 10s ,0.7071067811865475,0.7071067811865475,0,asomex 10s ,2.0,,,,EMCURE:-[ XENNEA ],,,0.0,1,,,7,0.8164965809277259
1117706,asomex xl 1*10,,others,asomex 10s,asomex 10s,0,asomex,asomex,asomex,asomex,116569.0,asomex oh tablet 10s,asomex,asomex oh 10s,tablet,asomex oh tablet 10s ,0.7071067811865475,0.7071067811865475,0,asomex 10s ,2.0,,,,EMCURE:-[ XENNEA ],,,0.0,1,,,7,0.8164965809277259
1117706,asomex xl 1*10,,others,asomex 10s,asomex 10s,0,asomex,asomex,asomex,asomex,116572.0,asomex tm tablet 10s,asomex,asomex tm 10s,tablet,asomex tm tablet 10s ,0.7071067811865475,0.7071067811865475,0,asomex 10s ,2.0,,,,EMCURE:-[ XENNEA ],,,0.0,1,,,7,0.8164965809277259
1117706,asomex xl 1*10,,others,asomex 10s,asomex 10s,0,asomex,asomex,asomex,asomex,366790.0,asomex m tablet pr 10s,asomex,asomex m 10s,tablet,asomex m tablet 10s ,0.7071067811865475,0.7071067811865475,0,asomex 10s ,2.0,,,,EMCURE:-[ XENNEA ],,,0.0,1,,,7,0.8164965809277259
1117907,betaseptic-h.sanit 300ml,,others,betaseptic h.sanit,betaseptic h.sanit 300,0,betaseptic,betaseptic,betaseptic,betaseptic,125778.0,betaseptic liquid 100ml,betaseptic,betaseptic liquid 100,others,betaseptic liquid 100ml ,0.2886751345948129,0.2886751345948129,0,betaseptic h.sanit 300ml ,0.0,ml ,ml ,,WIN MEDICARE PVT LTD,,,100.0,0,,,2,0.2886751345948129
1117907,betaseptic-h.sanit 300ml,,others,betaseptic h.sanit,betaseptic h.sanit 300,0,betaseptic,betaseptic,betaseptic,betaseptic,125779.0,betaseptic lotion 50ml,betaseptic,betaseptic lotion 50,others,betaseptic lotion 50ml ,0.2886751345948129,0.2886751345948129,0,betaseptic h.sanit 300ml ,0.0,ml ,ml ,,WIN MEDICARE PVT LTD,,,100.0,0,,,2,0.2886751345948129
1117909,silence airosol 2gm,,others,silence airosol,silence airosol 2,0,silence,silence,silence,silence,311972.0,silence 500mg/5ml syrup 30ml,silence,silence 500/5 syrup 30,syrup,silence 500mg/5ml syrup 30ml ,0.2581988897471611,0.2581988897471611,0,silence airosol 2gm ,1.0,gm ,mg/5ml ,,WIN MEDICARE PVT LTD,,,199.0,1,,,2,0.2581988897471611
1117909,silence airosol 2gm,,others,silence airosol,silence airosol 2,0,silence,silence,silence,silence,311973.0,silence anti snoring spray 20ml,silence,silence anti snoring spray 20,others,silence anti snoring spray 20ml ,0.2581988897471611,0.2581988897471611,0,silence airosol 2gm ,1.0,gm ,ml ,,WIN MEDICARE PVT LTD,,,199.0,0,,,2,0.2581988897471611
1127967,protinules powd.... 200gm,,others,protinules powd....,protinules powd.... 200,0,protinules,protinules,protinules,protinules,281845.0,protinules powder 200gm chocolate,protinules,protinules powder 200 chocolate,others,protinules powder 200gm chocolate ,0.5773502691896258,0.5773502691896258,0,protinules powd.... 200gm ,0.0,gm ,gm ,,ALEMBIC-( ALCARE ),,,478.0,0,,,2,0.5773502691896258
1127967,protinules powd.... 200gm,,others,protinules powd....,protinules powd.... 200,0,protinules,protinules,protinules,protinules,373541.0,protinules powder butterscotch 200gm,protinules,protinules powder butterscotch 200,others,protinules powder butterscotch 200gm ,0.5773502691896258,0.5773502691896258,0,protinules powd.... 200gm ,0.0,gm ,gm ,,ALEMBIC-( ALCARE ),,,478.0,0,,,2,0.5773502691896258
1128094,tayo 60-k sachet,,others,tayo 60k,tayo 60k sachet,0,tayo,tayo,tayo,tayo,322217.0,tayo 60k tablet 6s,tayo,tayo 60k 6s,tablet,tayo 60k tablet 6s ,0.5773502691896258,0.5773502691896258,0,tayo 60k sachet ,2.0,,,,ERIS-{ ADURA },,,0.0,1,,,2,0.6666666666666667
1128094,tayo 60-k sachet,,others,tayo 60k,tayo 60k sachet,0,tayo,tayo,tayo,tayo,381852.0,tayo 60k tablet 4s,tayo,tayo 60k 4s,tablet,tayo 60k tablet 4s ,0.5773502691896258,0.5773502691896258,0,tayo 60k sachet ,2.0,,,,ERIS-{ ADURA },,,0.0,1,,,2,0.6666666666666667
1128157,volini active 15gm,,others,volini active,volini active 15,0,volini,volini,volini,volini,361848.0,volini spray 15gm,volini,volini spray 15,others,volini spray 15gm ,0.6666666666666667,0.6666666666666667,0,volini active 15gm ,0.0,gm ,gm ,,(RANBAXY),,,40.0,0,,,2,0.6666666666666667
1128157,volini active 15gm,,others,volini active,volini active 15,0,volini,volini,volini,volini,361991.0,volini gel 15gm,volini,volini gel 15,others,volini gel 15gm ,0.6666666666666667,0.6666666666666667,0,volini active 15gm ,0.0,gm ,gm ,,(RANBAXY),,,40.0,0,,,2,0.6666666666666667
1128450,rti clav-457 syp 30ml,,syrup,rti clav,rti clav 457 syrup 30,1,rti,rti,rti,rti,294728.0,rti 250mg tablet 6s,rti,rti 250 6s,tablet,rti 250mg tablet 6s ,0.22360679774997896,0.22360679774997896,0,rti clav 457 syrup 30ml ,1.0,ml ,mg ,,DR.REDDY-[ GRANDERA ],,,131.5,1,,,2,0.2581988897471611
1128450,rti clav-457 syp 30ml,,syrup,rti clav,rti clav 457 syrup 30,1,rti,rti,rti,rti,294729.0,rti 250mg tablet 3s,rti,rti 250 3s,tablet,rti 250mg tablet 3s ,0.22360679774997896,0.22360679774997896,0,rti clav 457 syrup 30ml ,1.0,ml ,mg ,,DR.REDDY-[ GRANDERA ],,,131.5,1,,,2,0.2581988897471611
1128622,dompan 1*10,,others,dompan 10s,dompan 10s,0,dompan,dompan,dompan,dompan,169264.0,dompan sr tablet 10s,dompan,dompan 10s,tablet,dompan tablet 10s ,0.8164965809277259,0.8164965809277259,0,dompan 10s ,2.0,,,,MEDLEY-( SUPRAKARE ),,,118.0,1,,,2,0.9999999999999998
1128622,dompan 1*10,,others,dompan 10s,dompan 10s,0,dompan,dompan,dompan,dompan,169265.0,dompan tablet 10s,dompan,dompan 10s,tablet,dompan tablet 10s ,0.8164965809277259,0.8164965809277259,0,dompan 10s ,2.0,,,,MEDLEY-( SUPRAKARE ),,,118.0,1,,,2,0.9999999999999998
1128833,lanzol junior sachet 5.6gm,,others,lanzol paediatric,lanzol paediatric sachet 5.6,0,lanzol,lanzol,lanzol,lanzol,224768.0,lanzol 15mg capsule 10s,lanzol,lanzol 15 10s,capsule,lanzol 15mg capsule 10s ,0.22360679774997896,0.22360679774997896,0,lanzol paediatric sachet 5.6gm ,1.0,gm ,mg ,,CIPLA-( NURTURE-1 ),,,8.8,1,,,2,0.2581988897471611
1128833,lanzol junior sachet 5.6gm,,others,lanzol paediatric,lanzol paediatric sachet 5.6,0,lanzol,lanzol,lanzol,lanzol,224769.0,lanzol 30 capsule 10s,lanzol,lanzol 30 10s,capsule,lanzol 30 capsule 10s ,0.22360679774997896,0.22360679774997896,0,lanzol paediatric sachet 5.6gm ,2.0,gm ,,,CIPLA-( NURTURE-1 ),,,8.8,1,,,2,0.2581988897471611
1128991,oflox-oz syp 30nl,,syrup,oflox oz,oflox oz 30nl,1,oflox,oflox,oflox,oflox,261084.0,oflox oz suspension 30ml,oflox,oflox oz 30,others,oflox oz suspension 30ml ,0.5,0.5,0,oflox oz syrup 30nl ,2.0,,ml ,,CIPLA-( SPECTRA-2 ),,,154.0,1,,,4,0.6666666666666667
1128991,oflox-oz syp 30nl,,syrup,oflox oz,oflox oz syrup 30nl,1,oflox,oflox,oflox,oflox,261085.0,oflox oz tablet 10s,oflox,oflox oz 10s,tablet,oflox oz tablet 10s ,0.5,0.5,0,oflox oz syrup 30nl ,2.0,,,,CIPLA-( SPECTRA-2 ),,,154.0,1,,,4,0.5773502691896258
1128991,oflox-oz syp 30nl,,syrup,oflox oz,oflox oz syrup 30nl,1,oflox,oflox,oflox,oflox,261086.0,oflox tz syrup 30ml,oflox,oflox tz syrup 30,syrup,oflox tz syrup 30ml ,0.5,0.5,0,oflox oz syrup 30nl ,2.0,,ml ,,CIPLA-( SPECTRA-2 ),,,154.0,0,,,4,0.5
1128991,oflox-oz syp 30nl,,syrup,oflox oz,oflox oz syrup 30nl,1,oflox,oflox,oflox,oflox,261087.0,oflox tz syrup 60ml,oflox,oflox tz syrup 60,syrup,oflox tz syrup 60ml ,0.5,0.5,0,oflox oz syrup 30nl ,2.0,,ml ,,CIPLA-( SPECTRA-2 ),,,154.0,0,,,4,0.5
1129088,acenac 1*10,,others,acenac 10s,acenac 10s,0,acenac,acenac,acenac,acenac,101886.0,acenac tablet 10s,acenac,acenac 10s,tablet,acenac tablet 10s ,0.8164965809277259,0.8164965809277259,0,acenac 10s ,2.0,,,,MEDLEY-( SUPRAKARE ),,,38.0,1,,,3,0.9999999999999998
1129088,acenac 1*10,,others,acenac 10s,acenac 10s,0,acenac,acenac,acenac,acenac,101888.0,acenac mr tablet 10s,acenac,acenac 10s,tablet,acenac tablet 10s ,0.8164965809277259,0.8164965809277259,0,acenac 10s ,2.0,,,,MEDLEY-( SUPRAKARE ),,,38.0,1,,,3,0.9999999999999998
1129088,acenac 1*10,,others,acenac 10s,acenac 10s,0,acenac,acenac,acenac,acenac,101891.0,acenac sr tablet 10s,acenac,acenac 10s,tablet,acenac tablet 10s ,0.8164965809277259,0.8164965809277259,0,acenac 10s ,2.0,,,,MEDLEY-( SUPRAKARE ),,,38.0,1,,,3,0.9999999999999998
1129191,scalpe + shampoo 75ml,,others,scalpe plus,scalpe plus shampoo 75,0,scalpe,scalpe,scalpe,scalpe,308861.0,scalpe shampoo 75ml,scalpe,scalpe shampoo 75,others,scalpe shampoo 75ml ,0.8660254037844387,0.8660254037844387,0,scalpe plus shampoo 75ml ,0.0,ml ,ml ,,GLENMARK (GRACEWELL),,,260.0,0,,,2,0.8660254037844387
1129191,scalpe + shampoo 75ml,,others,scalpe plus,scalpe plus shampoo 75,0,scalpe,scalpe,scalpe,scalpe,365674.0,scalpe plus anti dandruff shampoo 75ml,scalpe,scalpe plus anti dandruff shampoo 75,others,scalpe plus anti dandruff shampoo 75ml ,0.8164965809277261,0.8660254037844387,0,scalpe plus shampoo 75ml ,0.0,ml ,ml ,,GLENMARK (GRACEWELL),,,260.0,0,,,2,0.8164965809277261
1129248,lycogold-xt 1*10,,others,lycogold 10s,lycogold 10s,0,lycogold,lycogold,lycogold,lycogold,232595.0,lycogold capsule 10s,lycogold,lycogold 10s,capsule,lycogold capsule 10s ,0.8164965809277259,0.8164965809277259,0,lycogold 10s ,2.0,,,,PHARMED ACE,,,257.0,1,,,2,0.9999999999999998
1129248,lycogold-xt 1*10,,others,lycogold 10s,lycogold 10s,0,lycogold,lycogold,lycogold,lycogold,232596.0,lycogold xt tablet 10s,lycogold,lycogold 10s,tablet,lycogold tablet 10s ,0.8164965809277259,0.8164965809277259,0,lycogold 10s ,2.0,,,,PHARMED ACE,,,257.0,1,,,2,0.9999999999999998
1129250,momate-f [10gm] 15gm,,others,momate f,momate f [10] 15,0,momate,momate,momate,momate,243045.0,momate f cream 10gm,momate,momate f cream 10,others,momate f cream 10gm ,0.75,0.75,0,momate f [10gm] 15gm ,0.0,gm ,gm ,,GLENMARK (GRACEWELL-1),,,208.0,0,,,2,0.75
1129250,momate-f [10gm] 15gm,,others,momate f,momate f [10] 15,0,momate,momate,momate,momate,371971.0,momate f cream 15gm,momate,momate f cream 15,others,momate f cream 15gm ,0.75,0.75,0,momate f [10gm] 15gm ,0.0,gm ,gm ,,GLENMARK (GRACEWELL-1),,,208.0,0,,,2,0.75
1129294,la-shield gel 50gm,,others,la shield,la shield gel 50,0,la,la,la,la,376804.0,la shield spf40 gel 50gm,la,la shield spf40 gel 50,others,la shield spf40 gel 50gm ,0.8944271909999159,0.8944271909999159,0,la shield gel 50gm ,0.0,gm ,gm ,,GLENMARK-[ COSMOCARE ],,,790.0,0,,,2,0.8944271909999159
1129294,la-shield gel 50gm,,others,la shield,la shield gel 50,0,la,la,la,la,223753.0,la shield fisico sunscreen gel 50gm,la,la shield fisico sunscreen gel 50,others,la shield fisico sunscreen gel 50gm ,0.8164965809277261,0.8944271909999159,0,la shield gel 50gm ,0.0,gm ,gm ,,GLENMARK-[ COSMOCARE ],,,790.0,0,,,2,0.8164965809277261
1139455,nimsaid p syp,,syrup,nimsaid p,nimsaid p syrup,1,nimsaid,nimsaid,nimsaid,nimsaid,254039.0,nimsaid p tablet 10s,nimsaid,nimsaid p 10s,tablet,nimsaid p tablet 10s ,0.5773502691896258,0.5773502691896258,0,nimsaid p syrup ,2.0,,,,MEDLEY-( SUPRAKARE ),,,0.0,1,,,2,0.6666666666666667
1139455,nimsaid p syp,,syrup,nimsaid p,nimsaid p syrup,1,nimsaid,nimsaid,nimsaid,nimsaid,379417.0,nimsaid p tablet 15s,nimsaid,nimsaid p 15s,tablet,nimsaid p tablet 15s ,0.5773502691896258,0.5773502691896258,0,nimsaid p syrup ,2.0,,,,MEDLEY-( SUPRAKARE ),,,0.0,1,,,2,0.6666666666666667
1139581,nutrikit 15s,,others,nutrikit 15s,nutrikit 15s,0,nutrikit,nutrikit,nutrikit,nutrikit,258371.0,nutrikit capsule 15s,nutrikit,nutrikit 15s,capsule,nutrikit capsule 15s ,0.8164965809277259,0.8164965809277259,0,nutrikit 15s ,2.0,,,,RPG:-{ EMPATHY LIFE SCIENCES },,,105.0,1,,,2,0.9999999999999998
1139581,nutrikit 15s,,others,nutrikit 15s,nutrikit 15s,0,nutrikit,nutrikit,nutrikit,nutrikit,372682.0,nutrikit tablet 15s,nutrikit,nutrikit 15s,tablet,nutrikit tablet 15s ,0.8164965809277259,0.8164965809277259,0,nutrikit 15s ,2.0,,,,RPG:-{ EMPATHY LIFE SCIENCES },,,105.0,1,,,2,0.9999999999999998
1139619,levopraz 1*10,,others,levopraz 10s,levopraz 10s,0,levopraz,levopraz,levopraz,levopraz,227312.0,levopraz 10mg/75mg capsule 10s,levopraz,levopraz 10/75 10s,capsule,levopraz 10mg/75mg capsule 10s ,0.6324555320336759,0.6324555320336759,0,levopraz 10s ,2.0,,mg ,,MEDLEY-( NUTRAKARE ),,,110.0,1,,,2,0.7071067811865475
1139619,levopraz 1*10,,others,levopraz 10s,levopraz 10s,0,levopraz,levopraz,levopraz,levopraz,227313.0,levopraz 75 mg/20 mg tablet 10s,levopraz,levopraz 75 /20 10s,tablet,levopraz 75 mg/20 mg tablet 10s ,0.6324555320336759,0.6324555320336759,0,levopraz 10s ,2.0,,mg ,,MEDLEY-( NUTRAKARE ),,,110.0,1,,,2,0.7071067811865475
1139649,d raise sachets 1gm,,others,d raise,d raise sachets 1000,0,d,d,d,d,160892.0,d boost granules 1gm,d,d boost granules 1000,others,d boost granules 1000mg ,0.5,0.5,0,d raise sachets 1000mg ,0.0,mg ,mg ,,ALGEN HEALTHCARE,,,27.9,0,,,11,0.5
1139649,d raise sachets 1gm,,others,d raise,d raise sachets 1000,0,d,d,d,d,160958.0,d gain sachet 1gm,d,d gain sachet 1000,others,d gain sachet 1000mg ,0.5,0.5,0,d raise sachets 1000mg ,0.0,mg ,mg ,,ALGEN HEALTHCARE,,,27.9,0,,,11,0.5
1139649,d raise sachets 1gm,,others,d raise,d raise sachets 1000,0,d,d,d,d,161015.0,d raise tablet 10s,d,d raise 10s,tablet,d raise tablet 10s ,0.5,0.5,0,d raise sachets 1000mg ,2.0,mg ,,,ALGEN HEALTHCARE,,,27.9,1,,,11,0.5773502691896258
1139649,d raise sachets 1gm,,others,d raise,d raise sachets 1000,0,d,d,d,d,161033.0,d top sachet 1gm,d,d top sachet 1000,others,d top sachet 1000mg ,0.5,0.5,0,d raise sachets 1000mg ,0.0,mg ,mg ,,ALGEN HEALTHCARE,,,27.9,0,,,11,0.5
1139649,d raise sachets 1gm,,others,d raise,d raise sachets 1000,0,d,d,d,d,168000.0,d lift sachet 1gm,d,d lift sachet 1000,others,d lift sachet 1000mg ,0.5,0.5,0,d raise sachets 1000mg ,0.0,mg ,mg ,,ALGEN HEALTHCARE,,,27.9,0,,,11,0.5
1139649,d raise sachets 1gm,,others,d raise,d raise sachets 1000,0,d,d,d,d,168007.0,d lock sachet 1gm,d,d lock sachet 1000,others,d lock sachet 1000mg ,0.5,0.5,0,d raise sachets 1000mg ,0.0,mg ,mg ,,ALGEN HEALTHCARE,,,27.9,0,,,11,0.5
1139649,d raise sachets 1gm,,others,d raise,d raise sachets 1000,0,d,d,d,d,181265.0,d rays sachet 1gm,d,d rays sachet 1000,others,d rays sachet 1000mg ,0.5,0.5,0,d raise sachets 1000mg ,0.0,mg ,mg ,,ALGEN HEALTHCARE,,,27.9,0,,,11,0.5
1139649,d raise sachets 1gm,,others,d raise,d raise sachets 1000,0,d,d,d,d,182325.0,d up sachet 1gm,d,d up sachet 1000,others,d up sachet 1000mg ,0.5,0.5,0,d raise sachets 1000mg ,0.0,mg ,mg ,,ALGEN HEALTHCARE,,,27.9,0,,,11,0.5
1139649,d raise sachets 1gm,,others,d raise,d raise sachets 1000,0,d,d,d,d,361810.0,d rise granules 1gm,d,d rise granules 1000,others,d rise granules 1000mg ,0.5,0.5,0,d raise sachets 1000mg ,0.0,mg ,mg ,,ALGEN HEALTHCARE,,,27.9,0,,,11,0.5
1139649,d raise sachets 1gm,,others,d raise,d raise sachets 1000,0,d,d,d,d,362018.0,d 360 sachet 1gm,d,d 360 sachet 1000,others,d 360 sachet 1000mg ,0.5,0.5,0,d raise sachets 1000mg ,0.0,mg ,mg ,,ALGEN HEALTHCARE,,,27.9,0,,,11,0.5
1139649,d raise sachets 1gm,,others,d raise,d raise sachets 1000,0,d,d,d,d,362098.0,d sol granules 1gm,d,d sol granules 1000,others,d sol granules 1000mg ,0.5,0.5,0,d raise sachets 1000mg ,0.0,mg ,mg ,,ALGEN HEALTHCARE,,,27.9,0,,,11,0.5
1139705,olfi-pod 200mg 1*10,,others,olfi pod,olfi pod 200 10s,0,olfi,olfi,olfi,olfi,262072.0,olfi pod tablet 10s,olfi,olfi pod 10s,tablet,olfi pod tablet 10s ,0.75,0.75,0,olfi pod 200mg 10s ,2.0,mg ,,,IPCA=( DYNAMIX ),,,152.5,1,,,2,0.8660254037844387
