item_code,brand_x,Master Catalogue name,medicine_type_x,exp_sku_brand,mod_brand,count_syp,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,exp_sku_brand5,id,brand_y,medicine_type_y,sku_brand,new_brand,new_brand2,cosine,max_cosine,salt_flag,mod_brand2,uom_flag,uom_x,uom_y,pack,manufacturer,catg,subcatg,mrp,medicine_type_flag,count_cap,count_tab,count,mod_cosine,quantity_x,quantity_y,quantity_flag,strength_flag,strength_x,strength_y
19662,minokem-f 5% solution 60ml,,others,minokem f 5%,minokem f 5% solution 60,0.0,minokem f,minokem,minokem,minokem,241569.0,minokem f solution 60ml,others,minokem,minokem f solution 60,minokem f solution 60ml ,0.8944271909999159,0.8944271909999159,0.0,minokem f 5% solution 60ml ,0.0,ml ,ml ,60ml,ALKEM,,,810.0,0.0,,,1,0.8944271909999159,,,,,,
19889,d acne plus gel 1s,,others,d acne plus,d acne plus gel 1s,0.0,d acne,d,d,d,160874.0,d acne plus gel 15gm,others,d,d acne plus gel 15,d acne plus gel 15gm ,0.7999999999999998,0.7999999999999998,0.0,d acne plus gel 1s ,2.0,,gm ,1s,Glenmark Pharmaceuticals Ltd,,,170.0,0.0,,,1,0.7999999999999998,,,,,,
2,aquaderm  body wash 200ml,,others,aquaderm body wash,aquaderm body wash 200,0.0,aquaderm body,aquaderm,aquaderm,aquaderm,114371.0,aquaderm face & body wash 200ml,others,aquaderm,aquaderm face & body wash 200,aquaderm face & body wash 200ml ,0.8944271909999159,0.8944271909999159,0.0,aquaderm body wash 200ml ,0.0,ml ,ml ,200ml,DR. REDDY LABORATORIES LTD,,,366.85,0.0,,,1,0.8944271909999159,,,,,,
20847,suncros m/f soft lotion spf 50+ 60ml,,others,suncros m/f soft,suncros m/f soft lotion spf 50+ 60,0.0,suncros m/f,suncros,suncros,suncros,319007.0,suncros soft spf 50+ lotion 60ml,others,suncros,suncros soft spf 50+ lotion 60,suncros soft spf 50+ lotion 60ml ,0.8660254037844387,0.8660254037844387,0.0,suncros m/f soft lotion spf 50+ 60ml ,0.0,ml ,ml ,60ml,RANBAXY,,,820.0,0.0,,,1,0.8660254037844387,,,,,,
21087,renocia hair condistioner 110ml,,others,renocia hair condistioner,renocia hair condistioner 110,0.0,renocia hair,renocia,renocia,renocia,289254.0,renocia hair revitalizing conditioner 110ml,others,renocia,renocia hair revitalizing conditioner 110,renocia hair revitalizing conditioner 110ml ,0.6708203932499369,0.6708203932499369,0.0,renocia hair condistioner 110ml ,0.0,ml ,ml ,110ml,ALKEM,,,919.0,0.0,,,1,0.6708203932499369,,,,,,
21386,sarvguard antisepic liquid 500ml,,others,sarvguard antisepic liquid,sarvguard antisepic liquid 500,0.0,sarvguard antisepic,sarvguard,sarvguard,sarvguard,374386.0,sarvguard instant handrub with ethanol 500ml,others,sarvguard,sarvguard instant handrub with ethanol 500,sarvguard instant handrub with ethanol 500ml ,0.4082482904638631,0.4082482904638631,0.0,sarvguard antisepic liquid 500ml ,0.0,ml ,ml ,500ml,ASARVA LIFESCIENCES,,,152.0,0.0,,,1,0.4082482904638631,,,,,,
21502,head & shoulders shampoo 180ml,,others,head & shoulders,head & shoulders shampoo 180,0.0,head &,head,head,head,370289.0,head & shoulders anti dandruff anti hairfall shampoo 72ml,others,head,head & shoulders anti dandruff hairfall shampoo 72,head & shoulders anti dandruff anti hairfall shampoo 72ml ,0.5669467095138409,0.5669467095138409,0.0,head & shoulders shampoo 180ml ,0.0,ml ,ml ,180ml,PROCTER AND GAMBLE,,,197.0,0.0,,,1,0.5669467095138409,,,,,,
21503,zoxan eye oint. 10gm,,others,zoxan eye oint.,zoxan eye oint. 10,0.0,zoxan eye,zoxan,zoxan,zoxan,376590.0,zoxan eye ointment 10gm,others,zoxan,zoxan eye ointment 10,zoxan eye ointment 10gm ,0.75,0.75,0.0,zoxan eye oint. 10gm ,0.0,gm ,gm ,10gm,FDC LTD.,,,13.86,0.0,,,1,0.75,,,,,,
21549,mox cv bd 30ml,,others,mox cv bd,mox cv bd 30,0.0,mox cv,mox,mox,mox,244669.0,mox cv bd 228.5mg powder for oral suspension 30ml,others,mox,mox cv bd 228.5 powder for oral suspension 30,mox cv bd 228.5mg powder for oral suspension 30ml ,0.6324555320336759,0.6324555320336759,0.0,mox cv bd 30ml ,0.0,ml ,ml ,30ml,RANBAXY,,,67.2,0.0,,,1,0.6324555320336759,,,,,,
22320,pregapex nt 10s,,others,pregapex nt 10s,pregapex nt 10s,0.0,pregapex nt,pregapex,pregapex,pregapex,373450.0,pregapex nt tablet 10s,tablet,pregapex,pregapex nt 10s,pregapex nt tablet 10s ,0.8660254037844387,0.8660254037844387,0.0,pregapex nt 10s ,2.0,,,10s,NEUROPEX PHARMACEUTICAL,,,200.0,1.0,,,1,1.0000000000000002,,,,,,
22423,prohance vanilla pow. 400gm,,others,prohance vanilla pow.,prohance vanilla pow. 400,0.0,prohance vanilla,prohance,prohance,prohance,281050.0,prohance vanilla powder 400gm,others,prohance,prohance vanilla powder 400,prohance vanilla powder 400gm ,0.75,0.75,0.0,prohance vanilla pow. 400gm ,0.0,gm ,gm ,400gm,RANBAXY,,,515.0,0.0,,,1,0.75,,,,,,
22865,sparacid o oral susp. 200ml,,others,sparacid o oral,sparacid o suspension 200,0.0,sparacid o,sparacid,sparacid,sparacid,374648.0,sparacid o oral suspension mint no added sugar 200ml,others,sparacid,sparacid o suspension mint no added sugar 200,sparacid o oral suspension mint no added sugar 200ml ,0.7453559924999299,0.7453559924999299,0.0,sparacid o oral suspension 200ml ,0.0,ml ,ml ,200ml,DR. REDDY LABORATORIES LTD,,,257.25,0.0,,,1,0.7071067811865475,,,,,,
22946,rovor 10 10s,,others,rovor 10 10s,rovor 10 10s,0.0,rovor 10,rovor,rovor,rovor,374243.0,rovor 10 tablet 10s,tablet,rovor,rovor 10 10s,rovor 10 tablet 10s ,0.8660254037844387,0.8660254037844387,0.0,rovor 10 10s ,2.0,,,10s,TORRENT,,,192.3,1.0,,,1,1.0000000000000002,,,,,,
23015,folvite active 10s,,others,folvite active 10s,folvite active 10s,0.0,folvite active,folvite,folvite,folvite,197114.0,folvite active capsule 15s,capsule,folvite,folvite active 15s,folvite active capsule 15s ,0.5773502691896258,0.5773502691896258,0.0,folvite active 10s ,2.0,,,10s,PFIZER,,,265.66,1.0,,,1,0.6666666666666667,,,,,,
23234,kalrise d3 10s,,others,kalrise d3 10s,kalrise d3 10s,0.0,kalrise d3,kalrise,kalrise,kalrise,370839.0,kalrise d3 tablet orange 4s,tablet,kalrise,kalrise d3 orange 4s,kalrise d3 tablet orange 4s ,0.5163977794943222,0.5163977794943222,0.0,kalrise d3 10s ,2.0,,,10s,AXONWAVE PHARMACEUTICALS,,,108.0,1.0,,,1,0.5773502691896258,,,,,,
23389,orimax-n ear drop 5ml,,others,orimax n ear,orimax n ear drops 5,0.0,orimax n,orimax,orimax,orimax,266332.0,orimax 200mg tablet 10s,tablet,orimax,orimax 200 10s,orimax 200mg tablet 10s ,0.22360679774997896,0.22360679774997896,0.0,orimax n ear drops 5ml ,1.0,ml ,mg ,5ml,OCURIS PHARMA,,,75.0,1.0,,,1,0.2581988897471611,,,,,,
23390,moxicule eye oint 5gm,,others,moxicule eye ointment,moxicule eye ointment 5,0.0,moxicule eye,moxicule,moxicule,moxicule,372058.0,moxicule eye drop 5ml,others,moxicule,moxicule eye drops 5,moxicule eye drops 5ml ,0.75,0.75,0.0,moxicule eye ointment 5gm ,1.0,gm ,ml ,5gm,OCURIS PHARMA,,,94.0,0.0,,,1,0.75,,,,,,
23487,kneerol od 10s,,others,kneerol od 10s,kneerol od 10s,0.0,kneerol od,kneerol,kneerol,kneerol,370953.0,kneerol od tablet sr 10s,tablet,kneerol,kneerol od 10s,kneerol od tablet 10s ,0.8660254037844387,0.8660254037844387,0.0,kneerol od 10s ,2.0,,,10s,CELL SALVE PHARMACEUTICALS,,,599.0,1.0,,,1,1.0000000000000002,,,,,,
23694,tsart 40 10s,,others,tsart 40 10s,tsart 40 10s,0.0,tsart 40,tsart,tsart,tsart,331247.0,tsart 40 tablet 10s,tablet,tsart,tsart 40 10s,tsart 40 tablet 10s ,0.8660254037844387,0.8660254037844387,0.0,tsart 40 10s ,2.0,,,10s,ALKEM,,,122.91,1.0,,,1,1.0000000000000002,,,,,,
23852,neosporin eye oint 10gm,,others,neosporin eye ointment,neosporin eye ointment 10,0.0,neosporin eye,neosporin,neosporin,neosporin,372312.0,neosporin ointment 10gm,others,neosporin,neosporin ointment 10,neosporin ointment 10gm ,0.8660254037844387,0.8660254037844387,0.0,neosporin eye ointment 10gm ,0.0,gm ,gm ,10gm,GALAXO SMITH KLINE LTD,,,108.85,0.0,,,1,0.8660254037844387,,,,,,
23902,osteocoral ct 15s,,others,osteocoral ct 15s,osteocoral ct 15s,0.0,osteocoral ct,osteocoral,osteocoral,osteocoral,372967.0,osteocoral ct tablet 15s,tablet,osteocoral,osteocoral ct 15s,osteocoral ct tablet 15s ,0.8660254037844387,0.8660254037844387,0.0,osteocoral ct 15s ,2.0,,,15s,WORIOX PHARMACEUTICALS,,,225.0,1.0,,,1,1.0000000000000002,,,,,,
24138,otrivin moisturising paed 10ml,,others,otrivin moisturising paediatric,otrivin moisturising paediatric 10,0.0,otrivin moisturising,otrivin,otrivin,otrivin,372987.0,otrivin moisturising paediatric nasal drops 10ml,others,otrivin,otrivin moisturising paediatric nasal drops 10,otrivin moisturising paediatric nasal drops 10ml ,0.8164965809277261,0.8164965809277261,0.0,otrivin moisturising paediatric 10ml ,0.0,ml ,ml ,10ml,GALAXO SMITH KLINE OTC,,,91.83,0.0,,,1,0.8164965809277261,,,,,,
24172,dermadew aloe lotion big 150ml,,others,dermadew aloe vera,dermadew aloe vera lotion big 150,0.0,dermadew aloe,dermadew,dermadew,dermadew,377574.0,dermadew aloe lotion 150ml,others,dermadew,dermadew aloe vera lotion 150,dermadew aloe vera lotion 150ml ,0.9128709291752768,0.9128709291752768,0.0,dermadew aloe vera lotion big 150ml ,0.0,ml ,ml ,150ml,H&H HEALTH CARE,,,420.0,0.0,,,1,0.9128709291752768,,,,,,
24209,ds acne f/w 100gm,,others,ds acne f/w,ds acne f/w 100,0.0,ds acne,ds,ds,ds,181803.0,ds acne face wash 100gm,others,ds,ds acne face wash 100,ds acne face wash 100gm ,0.5999999999999999,0.5999999999999999,0.0,ds acne f/w 100gm ,0.0,gm ,gm ,100gm,ADONIS PHYTOCEUTICALS PVT. LTD,,,430.0,0.0,,,1,0.5999999999999999,,,,,,
24211,ds gold f/w 100ml,,others,ds gold f/w,ds gold f/w 100,0.0,ds gold,ds,ds,ds,181807.0,ds gold face wash 100gm,others,ds,ds gold face wash 100,ds gold face wash 100gm ,0.5999999999999999,0.5999999999999999,0.0,ds gold f/w 100ml ,1.0,ml ,gm ,100ml,ADONIS PHYTOCEUTICALS PVT. LTD,,,430.0,0.0,,,1,0.5999999999999999,,,,,,
24212,ds pure cleanser 100gm,,others,ds pure cleanser,ds pure cleanser 100,0.0,ds pure,ds,ds,ds,368910.0,ds pure mild foaming cleanser 100ml,others,ds,ds pure mild foaming cleanser 100,ds pure mild foaming cleanser 100ml ,0.8164965809277261,0.8164965809277261,0.0,ds pure cleanser 100gm ,1.0,gm ,ml ,100gm,ADONIS PHYTOCEUTICALS PVT. LTD,,,430.0,0.0,,,1,0.8164965809277261,,,,,,
24222,l-sure plus 5gm,,others,l sure plus,l sure plus 5,0.0,l sure,l,l,l,231537.0,l sure plus granules 5gm lemon,others,l,l sure plus granules 5 lemon,l sure plus granules 5gm lemon ,0.8164965809277261,0.8164965809277261,0.0,l sure plus 5gm ,0.0,gm ,gm ,5gm,ADONIS PHYTOCEUTICALS PVT. LTD,,,67.0,0.0,,,1,0.8164965809277261,,,,,,
24573,joy fw charcoal  100 ml,,others,joy fw charcoal,joy fw charcoal 100,0.0,joy fw,joy,joy,joy,218812.0,joy on 100mg tablet 4s,tablet,joy,joy on 100 4s,joy on 100mg tablet 4s ,0.4472135954999579,0.4472135954999579,0.0,joy fw charcoal 100ml ,1.0,ml ,mg ,100 ml,OTHERS,,,75.0,1.0,,,1,0.5,,,,,,
24603,conawin 200 10c,,others,conawin 200 10c,conawin 200 10c,0.0,conawin 200,conawin,conawin,conawin,157471.0,conawin 200mg capsule 10s,capsule,conawin,conawin 200 10s,conawin 200mg capsule 10s ,0.5773502691896258,0.5773502691896258,0.0,conawin 200 10c ,2.0,,mg ,10c,SANSTUTI PHARMACEUTICALS,,,289.0,1.0,,,1,0.6666666666666667,,,,,,
24604,com-6 10c,,others,com 6 10c,com 6 10c,0.0,com 6,com,com,com,368117.0,com 6 capsule 10s,capsule,com,com 6 10s,com 6 capsule 10s ,0.5773502691896258,0.5773502691896258,0.0,com 6 10c ,2.0,,,10c,SANSTUTI PHARMACEUTICALS,,,170.0,1.0,,,1,0.6666666666666667,,,,,,
24791,vcitra-l 15s,,others,vcitra l 15s,vcitra l 15s,0.0,vcitra l,vcitra,vcitra,vcitra,375748.0,vcitra l tablet 10s,tablet,vcitra,vcitra l 10s,vcitra l tablet 10s ,0.5773502691896258,0.5773502691896258,0.0,vcitra l 15s ,2.0,,,15s,Voiceover Pharmaceuticals,,,220.0,1.0,,,1,0.6666666666666667,,,,,,
24792,vitrozole-dsr 10s,,others,vitrozole dsr 10s,vitrozole dsr 10s,0.0,vitrozole dsr,vitrozole,vitrozole,vitrozole,376039.0,vitrozole dsr capsule 10s,capsule,vitrozole,vitrozole dsr 10s,vitrozole dsr capsule 10s ,0.8660254037844387,0.8660254037844387,0.0,vitrozole dsr 10s ,2.0,,,10s,Voiceover Pharmaceuticals,,,120.0,1.0,,,1,1.0000000000000002,,,,,,
24889,ozpex-10 10s,,others,ozpex 10 10s,ozpex 10 10s,0.0,ozpex 10,ozpex,ozpex,ozpex,373046.0,ozpex 5 scored tablet 10s,tablet,ozpex,ozpex 5 scored 10s,ozpex 5 scored tablet 10s ,0.5163977794943222,0.5163977794943222,0.0,ozpex 10 10s ,2.0,,,10s,NEUROPEX PHARMACEUTICAL,,,80.0,1.0,,,1,0.5773502691896258,,,,,,
24890,ozpex-5 10s,,others,ozpex 5 10s,ozpex 5 10s,0.0,ozpex 5,ozpex,ozpex,ozpex,373046.0,ozpex 5 scored tablet 10s,tablet,ozpex,ozpex 5 scored 10s,ozpex 5 scored tablet 10s ,0.7745966692414834,0.7745966692414834,0.0,ozpex 5 10s ,2.0,,,10s,NEUROPEX PHARMACEUTICAL,,,50.0,1.0,,,1,0.8660254037844387,,,,,,
25158,accufitt-lc 10s,,others,accufitt lc 10s,accufitt lc 10s,0.0,accufitt lc,accufitt,accufitt,accufitt,366179.0,accufitt lc tablet 10s,tablet,accufitt,accufitt lc 10s,accufitt lc tablet 10s ,0.8660254037844387,0.8660254037844387,0.0,accufitt lc 10s ,2.0,,,10s,ACCUFFY LIFESCIENCES,,,307.8,1.0,,,1,1.0000000000000002,,,,,,
25199,matigesic pain relif oil 60ml,,others,matigesic pain relif,matigesic pain relif oil 60,0.0,matigesic pain,matigesic,matigesic,matigesic,377736.0,matigesic pain relief oil 60ml,others,matigesic,matigesic pain relief oil 60,matigesic pain relief oil 60ml ,0.7999999999999998,0.7999999999999998,0.0,matigesic pain relif oil 60ml ,0.0,ml ,ml ,60ml,ASARVA LIFESCIENCES,,,149.0,0.0,,,1,0.7999999999999998,,,,,,
25264,caroshan k2 10s,,others,caroshan k2 10s,caroshan k2 10s,0.0,caroshan k2,caroshan,caroshan,caroshan,367659.0,caroshan k2 softgel capsule 10s,capsule,caroshan,caroshan k2 softgel 10s,caroshan k2 softgel capsule 10s ,0.7745966692414834,0.7745966692414834,0.0,caroshan k2 10s ,2.0,,,10s,DRIGHYAM PHARMACEUTICALS,,,240.0,1.0,,,1,0.8660254037844387,,,,,,
25454,diovol la mint syp 200ml,,syrup,diovol la mint,diovol la mint 200,1.0,diovol la,diovol,diovol,diovol,368743.0,diovol la suspension mint sugar free 200ml,others,diovol,diovol la mint sf 200,diovol la suspension mint sf 200ml ,0.7302967433402214,0.7302967433402214,0.0,diovol la mint syrup 200ml ,0.0,ml ,ml ,200ml,WALLACE PHARMA,,,131.88,1.0,,,1,0.8944271909999159,,,,,,
25859,tolmove 450 10s,,others,tolmove 450 10s,tolmove 450 10s,0.0,tolmove 450,tolmove,tolmove,tolmove,327362.0,tolmove 450mg tablet 10s,tablet,tolmove,tolmove 450 10s,tolmove 450mg tablet 10s ,0.8660254037844387,0.8660254037844387,0.0,tolmove 450 10s ,2.0,,mg ,10s,LA RENON HEALTHCARE,,,273.0,1.0,,,1,1.0000000000000002,,,,,,
25924,pidotimune 800 10s,,others,pidotimune 800 10s,pidotimune 800 10s,0.0,pidotimune 800,pidotimune,pidotimune,pidotimune,373284.0,pidotimune 800 tablet 10s,tablet,pidotimune,pidotimune 800 10s,pidotimune 800 tablet 10s ,0.8660254037844387,0.8660254037844387,0.0,pidotimune 800 10s ,2.0,,,10s,LA RENON HEALTHCARE,,,464.0,1.0,,,1,1.0000000000000002,,,,,,
26130,tadazane-10 4s,,others,tadazane 10 4s,tadazane 10 4s,0.0,tadazane 10,tadazane,tadazane,tadazane,374905.0,tadazane 10 tablet 4s,tablet,tadazane,tadazane 10 4s,tadazane 10 tablet 4s ,0.8660254037844387,0.8660254037844387,0.0,tadazane 10 4s ,2.0,,,4s,CEZANE REMIDIES PVT LTD,,,108.0,1.0,,,1,1.0000000000000002,,,,,,
26253,u v lube 10 ml 10ml,,others,u v lube,u v lube 10,0.0,u v,u,u,u,334479.0,u sore gel 10gm,others,u,u sore gel 10,u sore gel 10gm ,0.5,0.5,1.0,u v lube 10ml 10ml ,1.0,ml ,gm ,10ml,FDC LTD.,,,275.0,0.0,,,1,0.5,,,,,,
27086,fixderma shadow a gel spf 30 75ml,,others,fixderma shadow a,fixderma shadow a gel spf 30 75,0.0,fixderma shadow,fixderma,fixderma,fixderma,194778.0,fixderma shadow spf 30 gel 75ml,others,fixderma,fixderma shadow spf 30 gel 75,fixderma shadow spf 30 gel 75ml ,0.9258200997725514,0.9258200997725514,1.0,fixderma shadow a gel spf 30 75ml ,0.0,ml ,ml ,75ml,FIXDERMA INDIA PVT LTD,,,435.0,0.0,,,1,0.9258200997725514,,,,,,
27108,tacrotor 0.03% oint 15gm,,others,tacrotor 0.03% ointment,tacrotor 0.03% ointment 15,0.0,tacrotor 0.03%,tacrotor,tacrotor,tacrotor,321118.0,tacrotor 0.03% ointment 10gm,others,tacrotor,tacrotor 0.03% ointment 10,tacrotor 0.03% ointment 10gm ,0.7999999999999998,0.7999999999999998,0.0,tacrotor 0.03% ointment 15gm ,0.0,gm ,gm ,15gm,TORRENT,,,225.05,0.0,,,1,0.7999999999999998,,,,,,
27197,pregapex-75 10s,,others,pregapex 75 10s,pregapex 75 10s,0.0,pregapex 75,pregapex,pregapex,pregapex,373450.0,pregapex nt tablet 10s,tablet,pregapex,pregapex nt 10s,pregapex nt tablet 10s ,0.5773502691896258,0.5773502691896258,0.0,pregapex 75 10s ,2.0,,,10s,NEUROPEX PHARMACEUTICAL,,,165.0,1.0,,,1,0.6666666666666667,,,,,,
27365,oflomac m forte 60ml,,others,oflomac m forte,oflomac m forte 60,0.0,oflomac m,oflomac,oflomac,oflomac,260885.0,oflomac m forte suspension 60ml,others,oflomac,oflomac m forte suspension 60,oflomac m forte suspension 60ml ,0.8944271909999159,0.8944271909999159,0.0,oflomac m forte 60ml ,0.0,ml ,ml ,60ml,MACLEODS,,,80.3,0.0,,,1,0.8944271909999159,,,,,,
27452,kairfoll anti hairloss capillar lot.spry 100ml,,others,kairfoll anti hairloss,kairfoll anti hairloss capsule illar lot.spry 100,0.0,kairfoll anti,kairfoll,kairfoll,kairfoll,379939.0,kairfoll anti harloss lotion 100ml,others,kairfoll,kairfoll anti harloss lotion 100,kairfoll anti harloss lotion 100ml ,0.4743416490252569,0.4743416490252569,0.0,kairfoll anti hairloss capsuleillar lot.spry 100ml ,0.0,ml ,ml ,100ml,FIXDERMA INDIA PVT LTD,,,975.0,0.0,,,1,0.4743416490252569,,,,,,
27462,salyzap face cleanser 60gm,,others,salyzap face cleanser,salyzap face cleanser 60,0.0,salyzap face,salyzap,salyzap,salyzap,379934.0,salyzap daily face cleanser for acne 60gm,others,salyzap,salyzap daily face cleanser for acne 60,salyzap daily face cleanser for acne 60gm ,0.7559289460184544,0.7559289460184544,0.0,salyzap face cleanser 60gm ,0.0,gm ,gm ,60gm,FIXDERMA INDIA PVT LTD,,,260.0,0.0,,,1,0.7559289460184544,,,,,,
27488,skin brightening complex 30ml,,others,skin brightening complex,skin brightening complex 30,0.0,skin brightening,skin,skin,skin,313279.0,skin mist cream 30gm,others,skin,skin mist cream 30,skin mist cream 30gm ,0.5,0.5,0.0,skin brightening complex 30ml ,1.0,ml ,gm ,30ml,FIXDERMA INDIA PVT LTD,,,2125.0,0.0,,,1,0.5,,,,,,
27510,light weight spf80 lotion 50ml,,others,light weight spf80,light weight spf80 lotion 50,0.0,light weight,light,light,light,228115.0,light cuf syrup 100ml,syrup,light,light cuf syrup 100,light cuf syrup 100ml ,0.22360679774997896,0.22360679774997896,0.0,light weight spf80 lotion 50ml ,0.0,ml ,ml ,50ml,FIXDERMA INDIA PVT LTD,,,1075.0,1.0,,,1,0.22360679774997896,,,,,,
27517,similac total comfort 350gm,,others,similac total comfort,similac total comfort 350,0.0,similac total,similac,similac,similac,312225.0,similac total comfort infant formula 350gm,others,similac,similac total comfort baby formula 350,similac total comfort baby formula 350gm ,0.8164965809277261,0.8164965809277261,0.0,similac total comfort 350gm ,0.0,gm ,gm ,350gm,ABBOTT NUTRA,,,850.0,0.0,,,1,0.8164965809277261,,,,,,
27561,tone n glo 100 gm 100gm,,others,tone n glo,tone n glo 100,0.0,tone n,tone,tone,tone,327502.0,tone up syrup 200ml,syrup,tone,tone up syrup 200,tone up syrup 200ml ,0.25,0.25,0.0,tone n glo 100gm 100gm ,1.0,gm ,ml ,100gm,INTAS PHARMACEUTICALS,,,338.0,1.0,,,1,0.25,,,,,,
27603,mox 250 redimix 30ml,,others,mox 250 redimix,mox 250 redimix 30,0.0,mox 250,mox,mox,mox,244678.0,mox p 250mg redimix suspension 30ml,others,mox,mox p 250 redimix suspension 30,mox p 250mg redimix suspension 30ml ,0.8164965809277261,0.8164965809277261,0.0,mox 250 redimix 30ml ,0.0,ml ,ml ,30ml,RANBAXY,,,50.1,0.0,,,1,0.8164965809277261,,,,,,
27759,serenace (haloperidol ip) 10mg 10s,,others,serenace haloperidol ip,serenace haloperidol ip 10 10s,0.0,serenace haloperidol,serenace,serenace,serenace,310313.0,serenace 10 tablet 10s,tablet,serenace,serenace 10 10s,serenace 10 tablet 10s ,0.6708203932499369,0.6708203932499369,0.0,serenace haloperidol ip 10mg 10s ,2.0,mg ,,10s,ZYDUS CADILA HEALTHCARE LTD,,,49.35,1.0,,,1,0.7745966692414834,,,,,,
27802,threptin micromix  (vanilla) 200gm,,others,threptin micromix vanilla,threptin micromix vanilla 200,0.0,threptin micromix,threptin,threptin,threptin,326069.0,threptin micromix powder 200gm vanilla,others,threptin,threptin micromix powder 200 vanilla,threptin micromix powder 200gm vanilla ,0.8944271909999159,0.8944271909999159,0.0,threptin micromix vanilla 200gm ,0.0,gm ,gm ,200gm,RAPTAKOS BRETT & CO LTD,,,432.0,0.0,,,1,0.8944271909999159,,,,,,
27920,ig-fit 10s,,others,ig fit 10s,ig fit 10s,0.0,ig fit,ig,ig,ig,213393.0,ig up capsule 10s,capsule,ig,ig up 10s,ig up capsule 10s ,0.5773502691896258,0.5773502691896258,0.0,ig fit 10s ,2.0,,,10s,HEALTHICA PHARMACEUTICALS,,,270.0,1.0,,,1,0.6666666666666667,,,,,,
28178,usinacin 5 10s,,others,usinacin 5 10s,usinacin 5 10s,0.0,usinacin 5,usinacin,usinacin,usinacin,334477.0,usinacin 5 tablet 10s,tablet,usinacin,usinacin 5 10s,usinacin 5 tablet 10s ,0.8660254037844387,0.8660254037844387,0.0,usinacin 5 10s ,2.0,,,10s,YTILIGA PHARMACEUTICALS,,,385.0,1.0,,,1,1.0000000000000002,,,,,,
28182,hakosil 8 10c,,others,hakosil 8 10c,hakosil 8 10c,0.0,hakosil 8,hakosil,hakosil,hakosil,206373.0,hakosil 8 capsule 10s,capsule,hakosil,hakosil 8 10s,hakosil 8 capsule 10s ,0.5773502691896258,0.5773502691896258,0.0,hakosil 8 10c ,2.0,,,10c,YTILIGA PHARMACEUTICALS,,,345.0,1.0,,,1,0.6666666666666667,,,,,,
28324,nasivion 0.5% adult 10ml,,others,nasivion 0.5% adult,nasivion 0.5% adult 10,0.0,nasivion 0.5%,nasivion,nasivion,nasivion,362502.0,nasivion classic adult 0.05% nasal spray 10ml,others,nasivion,nasivion classic adult 0.05% nasal spray 10,nasivion classic adult 0.05% nasal spray 10ml ,0.6324555320336759,0.6324555320336759,0.0,nasivion 0.5% adult 10ml ,0.0,ml ,ml ,10ml,PROCTER AND GAMBLE HEALTHCARE LTD,,,96.3,0.0,,,1,0.6324555320336759,,,,,,
28384,ac-foe night gel 15gm,,others,ac foe night,ac foe night gel 15,0.0,ac foe,ac,ac,ac,101243.0,ac sera 100 mg/325 mg/15 mg tablet 10s,tablet,ac,ac sera 100 /325 /15 10s,ac sera 100 mg/325 mg/15 mg tablet 10s ,0.3380617018914065,0.3380617018914065,0.0,ac foe night gel 15gm ,1.0,gm ,mg ,15gm,INSUTIK PHARMACEUTICALS PVT.LT,,,150.0,1.0,,,1,0.3651483716701107,,,,,,
28419,tik liv-m 60ml,,others,tik liv m,tik liv m 60,0.0,tik liv,tik,tik,tik,326544.0,tik dom 10mg/20mg tablet 15s,tablet,tik,tik dom 10/20 15s,tik dom 10mg/20mg tablet 15s ,0.20412414523193154,0.20412414523193154,0.0,tik liv m 60ml ,1.0,ml ,mg ,60ml,INSUTIK PHARMACEUTICALS PVT.LT,,,75.0,1.0,,,1,0.22360679774997896,,,,,,
28434,takfa forte oint.0.1% 10gm,,others,takfa forte oint.0.1%,takfa forte oint.0.1% 10,0.0,takfa forte,takfa,takfa,takfa,321321.0,takfa forte ointment 10gm,others,takfa,takfa forte ointment 10,takfa forte ointment 10gm ,0.6123724356957946,0.6123724356957946,0.0,takfa forte oint.0.1% 10gm ,0.0,gm ,gm ,10gm,INTAS PHARMACEUTICALS,,,398.0,0.0,,,1,0.6123724356957946,,,,,,
28617,dabur grip water 125ml,,others,dabur grip water,dabur grip water 125,0.0,dabur grip,dabur,dabur,dabur,362473.0,dabur gripe water 125ml,others,dabur,dabur gripe water 125,dabur gripe water 125ml ,0.75,0.75,0.0,dabur grip water 125ml ,0.0,ml ,ml ,125ml,DABUR INDIA LTD.,,,50.0,0.0,,,1,0.75,,,,,,
28836,doze t eye drop 5ml,,others,doze t eye,doze t eye drops 5,0.0,doze t,doze,doze,doze,170214.0,doze capsule 10s,capsule,doze,doze 10s,doze capsule 10s ,0.2581988897471611,0.2581988897471611,1.0,doze t eye drops 5ml ,2.0,ml ,,5ml,RAYMED PHARMACEUTICALS LTD,,,289.0,1.0,,,1,0.31622776601683794,,,,,,
29201,hayo-5 eye drop 5ml,,others,hayo 5 eye,hayo 5 eye drops,0.0,hayo 5,hayo,hayo,hayo,370285.0,hayo eye drop 10ml,others,hayo,hayo eye drops 10,hayo eye drops 10ml ,0.75,0.75,0.0,hayo 5 eye drops 5ml ,0.0,ml ,ml ,5ml,OCURIS PHARMA,,,0.0,0.0,,,1,0.75,,,,,,
